Pathways	Object ID	Names	Enzymes of pathway	Reactions of pathway	Ontology - pathway type	Ontology -  all instances of class
PWY-7494	PWY-7494	choline degradation IV	MONOMER-18646 // MONOMER-18647	BADH-RXN // RXN-6268 // RXN-23577 // CHOLINE-OXIDASE-RXN	AMINE-DEG // Super-Pathways	
PWY-6610	PWY-6610	adenine salvage	CPLX-8140 // BSU14520-MONOMER // CPLX-8141	ADENPRIBOSYLTRAN-RXN // ADENINE-DEAMINASE-RXN // HYPOXANPRIBOSYLTRAN-RXN	Nucleotide-Biosynthesis	
PWY-8490	PWY-8490	cyclic &beta;-1,2-glucan biosynthesis	BAB_RS16445-MONOMER // BAB_RS24135-MONOMER	RXN-22507 // RXN-22506 // RXN-24316 // RXN-24315	Glycan-Pathways // Carbohydrates-Biosynthesis	
PWY-5203	PWY-5203	soybean saponin I biosynthesis	MONOMER-12194 // MONOMER-12195 // MONOMER-12196 // MONOMER-20538 // MONOMER-12197 // MONOMER-12198 // MONOMER-16512 // MONOMER-16513	RXN-12320 // RXN-12319 // RXN-8086 // RXN-8084 // RXN-8083 // RXN-8085 // RXN-8082 // RXN-7570	SECONDARY-METABOLITE-BIOSYNTHESIS	
PWY-6543	PWY-6543	4-aminobenzoate biosynthesis I // pABA biosynthesis I // plastidial PABA biosynthesis // PABA biosynthesis in plastids // <i>p</i>-aminobenzoate biosynthesis I	MONOMER-8741 // AT2G28880-MONOMER // MONOMER-16235 // PABASYN-CPLX // CPLX-5401 // AT5G57850-MONOMER // ADCLY-CPLX	ADCLY-RXN // PABASYN-RXN	AROMATIC-COMPOUNDS-BIOSYN	
PWY-5078	PWY-5078	L-isoleucine degradation II // Ehrlich pathway	CPLX-6954 // CPLX3O-110 // CPLX3O-71 // CPLX3O-58 // CPLX3O-67 // CPLX3O-118 // CPLX-7009 // CPLX-8687 // CPLX-8688 // CPLX-8689 // CPLX-8690 // CPLX-8693	RXN-7694 // 4.1.1.72-RXN // BRANCHED-CHAINAMINOTRANSFERILEU-RXN	Amino-Acid-Degradation	
PWY-2661	PWY-2661	trehalose biosynthesis V	MONOMER-5701 // MONOMER-6021 // MONOMER-5702 // MONOMER-6022 // MONOMER-5703	RXN-4301 // 3.2.1.141-RXN // 5.4.99.15-RXN	Carbohydrates-Biosynthesis // Metabolic-Regulators	
PWY-6708	PWY-6708	ubiquinol-8 biosynthesis (early decarboxylation) // ubiquinone-8 biosynthesis (prokaryotic) // ubiquinol-8 biosynthesis (prokaryotic)	OCTAPRENYL-METHYL-METHOXY-BENZOQ-OH-MON // 2-OCTAPRENYL-METHOXY-BENZOQ-METH-MONOMER // OCTAPRENYL-METHOXYPHENOL-OH-MONOMER // DHHB-METHYLTRANSFER-MONOMER // MONOMER-20131 // EG11333-MONOMER // CPLX0-301 // 4OHBENZOATE-OCTAPRENYLTRANSFER-MONOMER	4OHBENZOATE-OCTAPRENYLTRANSFER-RXN // 3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN // 2-OCTAPRENYLPHENOL-HYDROX-RXN // 2-OCTAPRENYL-6-OHPHENOL-METHY-RXN // 2-OCTAPRENYL-6-METHOXYPHENOL-HYDROX-RXN // 2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN // DHHB-METHYLTRANSFER-RXN // OCTAPRENYL-METHYL-METHOXY-BENZOQ-OH-RXN	Cofactor-Biosynthesis	
PWY-6955	PWY-6955	lincomycin A biosynthesis	CPLX-9472 // CPLX-8400 // MONOMER-21100 // CPLX-9474 // MONOMER-21093 // MONOMER-21095 // MONOMER-21096 // MONOMER-17012 // MONOMER-21099 // MONOMER-21103 // MONOMER-21101 // MONOMER-21102 // MONOMER-21105 // MONOMER-21104 // MONOMER-18842 // MONOMER-18841 // MONOMER-18843 // MONOMER-18840 // MONOMER-18839 // CPLX-85453	RXN-21217 // RXN-15789 // RXN-15791 // RXN-15792 // RXN-15793 // RXN-15794 // RXN-15795 // RXN-15790 // RXN-14812 // RXN-21211 // RXN-21212 // RXN-21216 // RXN-21215 // RXN-21214 // RXN-21213 // RXN-21210 // RXN-21209 // RXN-21208 // RXN-21207 // RXN-21206 // RXN-21205 // RXN-12852 // RXN-12851 // STIZOLOBINATE-SYNTHASE-RXN // RXN-12854 // RXN-12859 // RXN-12860	SECONDARY-METABOLITE-BIOSYNTHESIS	
PWY-8062	PWY-8062	sulfoacetaldehyde degradation IV	MONOMER-20850 // MONOMER-20851 // MONOMER-20853	ACETALD-DEHYDROG-RXN // RXN-20702 // RXN-20701	Noncarbon-Nutrients	
PWY-7170	PWY-7170	phytochromobilin biosynthesis	AT3G09150-MONOMER // AT2G26670-MONOMER // AT1G58300-MONOMER // AT1G69720-MONOMER	RXN-17523 // RXN-13968 // 1.3.7.4-RXN	Tetrapyrrole-Biosynthesis	
THREONINE-DEG2-PWY	THREONINE-DEG2-PWY	L-threonine degradation II // threonine dehydrogenase pathway // TDG pathway	THREODEHYD-CPLX // EG12293-MONOMER // AKBLIG-CPLX	AKBLIG-RXN // THREODEHYD-RXN	Amino-Acid-Degradation	
PWY-5436	PWY-5436	L-threonine degradation IV	CPLX-7266 // LTAA-CPLX // ADHE-CPLX // MHPF-MONOMER // G7285-MONOMER	ACETALD-DEHYDROG-RXN // THREONINE-ALDOLASE-RXN	Amino-Acid-Degradation	
PWY-6289	PWY-6289	petrobactin biosynthesis	MONOMER-14943 // CPLX-7874 // MONOMER-14942 // MONOMER-14944 // MONOMER-14941	RXN-10681 // RXN-10682 // RXN-10680 // DHSHIKIMATE-DEHYDRO-RXN // RXN-10675 // RXN-10676 // RXN-10677 // RXN-10678 // RXN-10679	SECONDARY-METABOLITE-BIOSYNTHESIS	
PWY-5794	PWY-5794	malonate degradation I (biotin-independent)	KP1_RS12020-MONOMER // KP1_RS12055-MONOMER // CPLX-7661	RXN-9730 // RXN-9729 // RXN-9728	CARBOXYLATES-DEG	
PWY-7788	PWY-7788	erythritol degradation II	MONOMER-19890 // MONOMER-19891 // MONOMER-19889	RXN-17763 // RXN-17762 // RXN-17761	Alcohol-Degradation // Carbohydrates-Degradation	
PWY-6596	PWY-6596	adenosine nucleotides degradation I // purine nucleotide catabolism	MONOMER-11790 // CPLX-1102 // CPLX-6982 // MONOMER-11776 // AT2G36310-MONOMER // CPLX-1105 // CPLX-6985	RXN-7682 // RXN0-901 // RXN0-363 // INOSINE-NUCLEOSIDASE-RXN // RXN-7607 // XMPXAN-RXN // IMP-DEHYDROG-RXN // AMP-DEAMINASE-RXN	NUCLEO-DEG	
PWY-7050	PWY-7050	icosapentaenoate biosynthesis IV (bacteria) // eicosapentaenoate biosynthesis IV (bacteria)	CPLX-8479 // CPLX-8945	RXN-13431	Lipid-Biosynthesis	
PWY-8394	PWY-8394	ribitol degradation II	MONOMER-124217 // CPLX-85405	RXN-23383 // RXN-23384	Alcohol-Degradation // Carbohydrates-Degradation	
ARG-PRO-PWY	ARG-PRO-PWY	L-arginine degradation VI (arginase 2 pathway)	CPLX-6891 // YLR438W-MONOMER // CPLX-6892	SPONTPRO-RXN // ARGINASE-RXN // ORNITHINE-GLU-AMINOTRANSFERASE-RXN // PYRROLINECARBREDUCT-RXN	Amino-Acid-Degradation	
PWY-8415	PWY-8415	macrocyclic archaeol phospholipid biosynthesis	MJ_RS03275-MONOMER	RXN-23585	Lipid-Biosynthesis	
PWY-8322	PWY-8322	protein <i>N</i>-glycosylation processing of proteins targeted for retention in cellular organelles (<i>cis-Golgi</i>, yeast)	G3O-30552-MONOMER // YER001W-MONOMER	RXN-22686 // RXN-22685 // 2.4.1.232-RXN	Protein-Modification // Glycan-Pathways // Carbohydrates-Biosynthesis	
PWY-2582	PWY-2582	brassinolide biosynthesis II // brassinosteroid biosynthesis - C-22 oxidation branch	MONOMER-7321 // MONOMER-7322 // AT3G50660-MONOMER // AT2G38050-MONOMER // AT5G05690-MONOMER // AT4G36380-MONOMER // AT3G13730-MONOMER // AT5G38970-MONOMER // AT3G30180-MONOMER	RXN-720 // RXN-779 // RXN-778 // RXN-777 // RXN-11101 // RXN-776 // RXN-775 // RXN-11534 // RXN-11532 // RXN-11531 // RXN-11530 // RXN-774 // RXN-773 // RXN-712 // RXN-711 // RXN-710 // RXN-709 // RXN-4229 // RXN-4226 // RXN-4225	HORMONE-SYN // Lipid-Biosynthesis	
RIBOSYN2-PWY	RIBOSYN2-PWY	flavin biosynthesis I (bacteria and plants) // riboflavin, FMN and FAD biosynthesis // vitamin B<sub>2</sub> biosynthesis	BSU16670-MONOMER // AT4G21470-MONOMER // RIBF-MONOMER // CPLX8J2-122 // CPLXQT-28 // CPLX0-3952 // CPLX8J2-123 // CPLXQT-27 // LUMAZINESYN-CPLX // G6442-MONOMER // EG11202-MONOMER // DIOHBUTANONEPSYN-CPLX // MONOMER-17844 // AT4G20960-MONOMER // CPLX0-7659 // AT5G64300-MONOMER // GTP-CYCLOHYDRO-II-CPLX	GTP-CYCLOHYDRO-II-RXN // RIBOFLAVINSYNDEAM-RXN // RIBOFLAVINSYNREDUC-RXN // DIOHBUTANONEPSYN-RXN // RIBOPHOSPHAT-RXN // LUMAZINESYN-RXN // RIBOFLAVIN-SYN-RXN // FADSYN-RXN // RIBOFLAVINKIN-RXN	Cofactor-Biosynthesis	
PWY-5995	PWY-5995	linoleate biosynthesis I (plants)	CPLX-1902 // CPLX-1904 // MONOMER-14124 // MONOMER-19024	RXN-16045 // RXN-16036 // RXN-9669 // RXN-9670	Lipid-Biosynthesis	
PWY-7212	PWY-7212	baicalein metabolism	CPLX-8164 // CPLX-8165 // MONOMER-17918 // MONOMER-17919	RXN-14238 // RXN-11760 // RXN-11755 // RXN-14237	AROMATIC-COMPOUNDS-BIOSYN	
PWY-8324	PWY-8324	D-tagatose degradation	MONOMER-21831 // CPLX-9682 // MONOMER-21830	RXN-22448 // TRANS-RXN-416 // TAGAALDOL-RXN	Carbohydrates-Degradation	
PWY-5439	PWY-5439	betacyanin biosynthesis (via dopamine)	CPLX-7248	RXN-8625 // RXN-8624 // RXN-8623	SECONDARY-METABOLITE-BIOSYNTHESIS	
PWY-7543	PWY-7543	5-<i>N</i>-acetylardeemin biosynthesis	MONOMER-18821 // MONOMER-18823	RXN-15765 // RXN-15763 // RXN-15762	SECONDARY-METABOLITE-BIOSYNTHESIS	
PWY-5951	PWY-5951	(<i>R,R</i>)-butanediol biosynthesis // (<i>R,R</i>)-butylene glycol fermentation // (<i>R,R</i>)-butanediol fermentation // (R,R)-2,3-butanediol biosynthesis	CPLX3O-79 // CPLX-7956	RR-BUTANEDIOL-DEHYDROGENASE-RXN	Other-biosynthesis	
PWY-5037	PWY-5037	caffeine biosynthesis I	MONOMER-11670 // MONOMER-11671 // MONOMER-11672 // MONOMER-11673 // MONOMER-11674 // MONOMER-11675 // MONOMER-11676 // MONOMER-11679 // MONOMER-11680	RXN-7599 // RXN-7598 // RXN-7597 // RXN-7596	SECONDARY-METABOLITE-BIOSYNTHESIS	
ARGDEGRAD-PWY	ARGDEGRAD-PWY	L-arginine degradation V (arginine deiminase pathway) // L-arginine dihydrolase pathway // L-arginine deiminase degradation	ORNCARBAMTRANSFERST-MONOMER // MONOMER-533 // CPLX-2042 // AT1G75330-MONOMER // MONOMER-17457 // CPLX-6561 // MONOMER-534 // MONOMER-663 // ARGDEIMST-MONOMER // MONOMER-507 // CPLX-2041 // CPLX-6562	ARGININE-DEIMINASE-RXN // RXN-19659 // RXN-14196 // ORNCARBAMTRANSFER-RXN	Amino-Acid-Degradation // Super-Pathways	
PWY-7198	PWY-7198	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis IV	CPLX-8625 // MONOMER-14571	RXN2OBG-12 // 3.5.4.30-RXN // RXN-12195 // CDPREDUCT-RXN // DTDPKIN-RXN // DTMPKI-RXN // DCDPKIN-RXN	Metabolic-Clusters // Nucleotide-Biosynthesis	
PRPP-PWY	PRPP-PWY	superpathway of histidine, purine, and pyrimidine biosynthesis	HISTDEHYD-CPLX // HISTPHOSTRANS-CPLX // IMIDHISTID-CPLX // GLUTAMIDOTRANS-CPLX // PRIBFAICARPISOM-MONOMER // HISTCYCLOPRATPPHOS // CPLX0-7614 // PRPPAMIDOTRANS-CPLX // GLYCRIBONUCSYN-MONOMER // FGAMSYN-MONOMER // AIRS-CPLX // GARTRANSFORMYL2-MONOMER // SAICARSYN-CPLX // AICARTRANSIMPCYCLO-CPLX // PURE-CPLX // PURK-CPLX // IMP-DEHYDROG-CPLX // GMP-SYN-CPLX // GUANYL-KIN-CPLX // ADENYLOSUCCINATE-SYN-DIMER // CPLX0-7959 // RIBONUCLEOSIDE-DIP-REDUCTI-CPLX // RIBONUCLEOSIDE-DIP-REDUCTII-CPLX // RIBONUCLEOSIDE-TRIP-REDUCT-CPLX // CARBPSYN-CPLX // ASPCARBTRANS-CPLX // DIHYDROOROT-CPLX // OROPRIBTRANS-CPLX // OROTPDECARB-CPLX // DIHYDROOROTOX-MONOMER // UMPKI-CPLX // NUCLEOSIDE-DIP-KIN-CPLX // ADENYL-KIN-MONOMER // CTPSYN-CPLX // CPLX0-8299	PRPPSYN-RXN // CTPSYN-RXN // UDPKIN-RXN // RXN-12002 // DIHYDROOROTATE-DEHYDROGENASE-RXN // OROTPDECARB-RXN // OROPRIBTRANS-RXN // DIHYDROOROT-RXN // ASPCARBTRANS-RXN // CARBPSYN-RXN // RXN0-745 // DADPKIN-RXN // RXN0-747 // ADPREDUCT-RXN // ADENYL-KIN-RXN // AMPSYN-RXN // ADENYLOSUCCINATE-SYNTHASE-RXN // DGDPKIN-RXN // RXN0-748 // RXN0-746 // GDPREDUCT-RXN // GDPKIN-RXN // GUANYL-KIN-RXN // GMP-SYN-GLUT-RXN // IMP-DEHYDROG-RXN // RXN0-742 // RXN0-743 // IMPCYCLOHYDROLASE-RXN // AICARTRANSFORM-RXN // AICARSYN-RXN // SAICARSYN-RXN // GARTRANSFORMYL2-RXN // AIRS-RXN // FGAMSYN-RXN // GLYRIBONUCSYN-RXN // PRPPAMIDOTRANS-RXN // ATPPHOSPHORIBOSYLTRANS-RXN // HISTCYCLOHYD-RXN // HISTPRATPHYD-RXN // PRIBFAICARPISOM-RXN // GLUTAMIDOTRANS-RXN // IMIDPHOSDEHYD-RXN // HISTAMINOTRANS-RXN // HISTIDPHOS-RXN // HISTOLDEHYD-RXN // HISTALDEHYD-RXN	Super-Pathways	
PWY-1781	PWY-1781	&beta;-alanine degradation II	CPLX-3402 // CPLX-3422	RXN-2902 // 2.6.1.18-RXN	Amino-Acid-Degradation	
PWY-7227	PWY-7227	adenosine deoxyribonucleotides <i>de novo</i> biosynthesis I	CPLX66-276 // CPLXQT-6 // RIBONUCLEOSIDE-DIP-REDUCTI-CPLX // NUCLEOSIDE-DIP-KIN-CPLX // CPLX-8615 // CPLX66-1052	DADPKIN-RXN // ADPREDUCT-RXN	Nucleotide-Biosynthesis	
PWY-7151	PWY-7151	polymethylated quercetin glucoside biosynthesis II - quercetagetin series (Chrysosplenium)	MONOMER-17802 // MONOMER-14288 // MONOMER-14291 // MONOMER-17795 // MONOMER-17796 // MONOMER-14289 // MONOMER-17807	RXN-13878 // RXN-13877 // RXN-13875 // RXN-13874 // RXN-13855 // RXN-13851 // RXN-13850 // RXN-13849 // RXN-13848 // RXN-13847 // RXN-13843 // RXN-13842 // RXN-9817 // RXN-9815 // 2.1.1.84-RXN // RXN-13839	AROMATIC-COMPOUNDS-BIOSYN	
PWY-6058	PWY-6058	dimethyl sulfone degradation	MONOMER-14331	RXN-9762	Noncarbon-Nutrients	
PWY-6069	PWY-6069	indigo biosynthesis	CPLX-2643	RXN-9820 // RXN-9819 // RXN-9818	SECONDARY-METABOLITE-BIOSYNTHESIS	
PWY-6944	PWY-6944	androstenedione degradation I (aerobic)	CPLX-8364 // CPLX-8371 // MONOMER-16931 // G185E-7814-MONOMER // MONOMER-16903 // MONOMER-16924 // CPLX-8367 // CPLX-8382 // CPLX-8369 // MONOMER-16927 // CPLX-8383 // CPLX-8370 // MONOMER-16926 // CPLX-8384 // MONOMER-16915 // MONOMER-16929 // CPLX-9300 // MONOMER-16913 // MONOMER-16928 // G185E-7813-MONOMER // MONOMER-16914 // MONOMER-16930 // G185E-7812-MONOMER // G185E-7838-MONOMER // MONOMER-18451 // MONOMER-16941 // G185E-7837-MONOMER // G185E-7830-MONOMER // G185E-7836-MONOMER // G185E-7827-MONOMER // CPLX-8385 // G185E-7833-MONOMER // G185E-7840-MONOMER	RXN-19805 // RXN-19804 // RXN-19803 // RXN-19802 // RXN-19801 // RXN-19800 // RXN-19799 // RXN-19798 // RXN-19797 // RXN-19796 // RXN-12751 // RXN-12750 // RXN-12749 // RXN-12748 // RXN-12747 // RXN-12746 // RXN-12736 // RXN-12734 // RXN-12735 // RXN-12718 // 1.13.11.25-RXN // RXN-12717 // RXN-12715 // RXN-12714 // RXN-12691	Fatty-Acid-and-Lipid-Degradation	
PWY-6890	PWY-6890	4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis I // HMP-PP biosynthesis	AT1G22940-MONOMER // BSU11710-MONOMER // CPLX-9679 // HMP-P-KIN-CPLX // AT2G29630-MONOMER // CPLX-8354 // THIC-MONOMER	PYRIMSYN1-RXN // PYRIMSYN3-RXN	Cofactor-Biosynthesis	
PWY-8269	PWY-8269	methylarsonous acid detoxification III // MMA<sup>III</sup> detoxification // monomethylarsonous acid detoxification // methylarsonite detoxification	MONOMER-21007	RXN-22372	Arsenic-Detoxification	
PWY-7174	PWY-7174	<i>S</i>-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation II // MTA-isoprenoid shunt	MONOMER-17870 // CPLX-8607 // MONOMER-17873 // MONOMER-17872	RXN-21334 // RXN-21333 // O-ACETYLHOMOSERINE-THIOL-LYASE-RXN // RXN-14006 // 5.3.1.23-RXN	NUCLEO-DEG // Amino-Acid-Biosynthesis	
PWY-6107	PWY-6107	chlorosalicylate degradation // 4-chlorosalicylate degradation // 5-chlorosalicylate degradation	CPLX-7717 // MONOMER-14435 // MONOMER-14438 // MONOMER-14436 // MONOMER-14434	RXN-9914 // RXN-9869 // MALEYLACETATE-REDUCTASE-RXN // RXN-9892 // RXN-9870 // RXN-9912 // RXN-9913	AROMATIC-COMPOUNDS-DEGRADATION // CHLORINATED-COMPOUNDS-DEG	
FORMASS-PWY	FORMASS-PWY	formaldehyde oxidation IV (thiol-independent)	CPLX-3423	FORMALDEHYDE-DEHYDROGENASE-RXN	C1-COMPOUNDS	
COA-PWY	COA-PWY	coenzyme A biosynthesis I (bacteria) // CoA biosynthesis	COADTRI-CPLX // EG12312-MONOMER // CPLX0-341	P-PANTOCYSLIG-RXN // P-PANTOCYSDECARB-RXN // DEPHOSPHOCOAKIN-RXN // PANTEPADENYLYLTRAN-RXN	Cofactor-Biosynthesis	
FASYN-ELONG-PWY	FASYN-ELONG-PWY	fatty acid elongation -- saturated	CPLX-7648 // BSU36370-MONOMER // FABZ-CPLX // FABA-CPLX // CPLX8J2-89 // CPLX-7647 // CPLX-8539 // MONOMER-17581 // CPLX8J2-88 // CPLX0-8006 // CPLX-7646 // BSU15910-MONOMER // CPLX0-8005 // CPLX-7644 // BSU11340-MONOMER // FABB-CPLX // 3-OXOACYL-ACP-SYNTHII-CPLX	3-OXOACYL-ACP-SYNTH-RXN // 3-OXOACYL-ACP-REDUCT-RXN // ENOYL-ACP-REDUCT-NADH-RXN // ENOYL-ACP-REDUCT-NADPH-RXN // 3-HYDROXYDECANOYL-ACP-DEHYDR-RXN	Lipid-Biosynthesis	
PWY-6052	PWY-6052	dimethylsulfoniopropanoate degradation III (demethylation) // DMSP degradation // dimethylsulfoniopropionate degradation III (demethylation)	CPLX-7772	RXN-9736	Noncarbon-Nutrients	
PWY-8302	PWY-8302	<i>S</i>-(6-hydroxy-4-methylhexan-4-yl)-L-cysteinylglycine degradation // Cys-Gly-3M3SH degradation	MONOMER-21767 // MONOMER-20503 // MONOMER-20504 // CPLX-9655	RXN-19544 // RXN-19543 // RXN-22550	SECONDARY-METABOLITE-DEGRADATION	
MANNIDEG-PWY	MANNIDEG-PWY	mannitol degradation I	MANNPDEHYDROG-MONOMER	MANNPDEHYDROG-RXN	Alcohol-Degradation // Carbohydrates-Degradation	
PWY0-1321	PWY0-1321	nitrate reduction III (dissimilatory) // formate to nitrate electron transfer	CPLX0-13310 // FORMATEDEHYDROGN-CPLX // NITRATREDUCTZ-CPLX // NITRATREDUCTA-CPLX	RXN0-3501 // FORMATEDEHYDROG-RXN	Noncarbon-Nutrients // Energy-Metabolism	
PWY-4861	PWY-4861	UDP-&alpha;-D-galacturonate biosynthesis I (from UDP-D-glucuronate) // UDP-galacturonic acid biosynthesis // UDP-GalA biosynthesis // UDP-D-galacturonate biosynthesis I (from UDP-D-glucuronate)	CPLX-6461 // CPLX-8723	UDP-GLUCURONATE-4-EPIMERASE-RXN	Carbohydrates-Biosynthesis	
URDEGR-PWY	URDEGR-PWY	superpathway of allantoin degradation in plants // ureide degradation	CPLX-1130 // CPLX-7523 // CPLX-7520 // CPLX-1128 // MONOMER-13516 // AT5G43600-MONOMER // CPLX-1107 // MONOMER-11658 // AT4G04955-MONOMER // CPLX-1122 // CPLX-7979 // MONOMER-13525 // AT4G17050-MONOMER // CPLX-1124 // CPLX-1125	RXN0-5222 // RXN-24539 // TRANS-RXN0-444 // ALLANTOATE-DEIMINASE-RXN // URUR-RXN // UREIDOGLYCOLATE-HYDROLASE-RXN // ALLANTOICASE-RXN // ALLANTOINASE-RXN // UREIDOGLYCOLATE-LYASE-RXN	AMINE-DEG // Super-Pathways	
PWY-6607	PWY-6607	guanosine nucleotides degradation I	MONOMER-11776 // AT2G36310-MONOMER // CPLX-6982 // MONOMER-11783 // CPLX-1105 // CPLX-6985	RXN0-901 // GUANOSINE-DEAMINASE-RXN // RXN-7609 // RXN0-363	NUCLEO-DEG	
PWY0-1221	PWY0-1221	putrescine degradation II	CPLX0-3943 // ALDHDEHYDROG-MONOMER // EG11822-MONOMER // CPLX0-7709	RXN0-3901 // RXN0-3921 // RXN0-3922 // RXN0-3942	AMINE-DEG	
GLYCOGENSYNTH-PWY	GLYCOGENSYNTH-PWY	glycogen biosynthesis I (from ADP-D-Glucose)	GLYCOGENSYN-MONOMER // GLYCOGEN-BRANCH-MONOMER // GLUC1PADENYLTRANS-CPLX // PHOSPHOGLUCMUT-MONOMER	PHOSPHOGLUCMUT-RXN // GLUC1PADENYLTRANS-RXN // GLYCOGEN-BRANCH-RXN // GLYCOGENSYN-RXN	Glycan-Pathways // Carbohydrates-Biosynthesis	
PWY-5344	PWY-5344	L-homocysteine biosynthesis	CPLX-566 // MONOMER-9366 // MONOMER-9421 // G18NG-10215-MONOMER // CPLX-623 // MONOMER-9364 // MONOMER-9423 // MONOMER-9447 // MONOMER-17841	HOMOSERINE-O-ACETYLTRANSFERASE-RXN // ACETYLHOMOSER-CYS-RXN	Amino-Acid-Biosynthesis	
PWYQT-4476	PWYQT-4476	indole glucosinolate activation (herbivore attack) // indole glucosinolate breakdown (herbivore attack) // glucosinolate degradation	MONOMER-125019 // AT2G44490-MONOMER // AT3G16400-MONOMER // AT3G16390-MONOMER // AT3G16410-MONOMER // AT5G48180-MONOMER // CPLX-1524 // CPLX-1525 // CPLX-1526	RXN-18230 // RXN-1404 // RXN-12206 // RXN-12205 // RXNQT-4350 // RXNQT-4358 // RXNQT-4357 // RXNQT-4356 // RXNQT-4355 // RXNQT-4353 // RXNQT-4352 // RXNQT-4351 // RXN-1444	SECONDARY-METABOLITE-DEGRADATION // Activation	
PWY-7165	PWY-7165	L-ascorbate biosynthesis VIII (engineered pathway)	CPLX-7236 // MONOMER-17832 // CPLX-8596 // MONOMER-12743	RXN0-6373 // RXN-12108 // RXN0-7020 // 1.1.1.274-RXN // DEHYDROGLUCONATE-DEHYDROGENASE-RXN // GLUCONATE-2-DEHYDROGENASE-RXN // GLUCONOLACT-RXN	Cofactor-Biosynthesis // Carboxylate-Biosynthesis	
PWY-8023	PWY-8023	salmochelin biosynthesis	MONOMER-20653	RXN-20006 // RXN-20005 // RXN-20004	SECONDARY-METABOLITE-BIOSYNTHESIS	
PWY-6637	PWY-6637	sulfolactate degradation II // 3-sulfolactate degradation II	CPLX-8153 // MONOMER-15909 // MONOMER-15908 // MONOMER-15905	RXN-11738 // PHOSACETYLTRANS-RXN // RXN-2364 // R231-RXN	Noncarbon-Nutrients	
CYANCAT-PWY	CYANCAT-PWY	cyanate degradation // cyanate catabolism	AT3G01500-MONOMER // CARBODEHYDRAT-CPLX // CPLX-8304 // CYANLY-CPLX	R524-RXN // RXN0-5224 // RXN0-5222	Noncarbon-Nutrients	
PWY66-395	PWY66-395	aspirin triggered resolvin D biosynthesis	CPLX-9723 // HS00336-MONOMER	RXN-16138 // RXN66-503 // RXN66-504 // RXN66-505 // RXN66-506 // RXN66-498 // RXN66-499 // RXN66-500 // RXN66-501 // RXN66-502	SECONDARY-METABOLITE-BIOSYNTHESIS	
PWY-6720	PWY-6720	toyocamycin biosynthesis	MONOMER-16220 // MONOMER-16219 // MONOMER-16218 // MONOMER-16216 // MONOMER-16215	RXN-12150 // RXN-12151 // RXN-12152 // RXN-12153 // RXN-12154	SECONDARY-METABOLITE-BIOSYNTHESIS	
PWY-5928	PWY-5928	(4<i>R</i>)-carvone biosynthesis	MONOMER-6743 // MONOMER-15424 // CPLX-4642 // MONOMER-6781 // MONOMER-6782	4.2.3.16-RXN // CARVEOL-DEHYDROGENASE-RXN // --LIMONENE-6-MONOOXYGENASE-RXN	SECONDARY-METABOLITE-BIOSYNTHESIS	
PWY-5035	PWY-5035	gibberellin biosynthesis III (early C-13 hydroxylation)	AT5G07200-MONOMER // MONOMER-17926 // MONOMER-17927 // MONOMER-9621 // MONOMER-11633 // MONOMER-11641 // MONOMER-11681 // MONOMER-9683 // AT1G80330-MONOMER // AT1G80340-MONOMER // AT1G15550-MONOMER // MONOMER-17923 // MONOMER-11644	RXN-6524 // RXN1F-170 // RXN1F-101 // RXN1F-169 // RXN1F-168 // RXN1F-143 // RXN1F-167	HORMONE-SYN // SECONDARY-METABOLITE-BIOSYNTHESIS	
PWY-3042	PWY-3042	phaseollin biosynthesis	MONOMER-6668	RXN-5112 // RXN-5111	AROMATIC-COMPOUNDS-BIOSYN // SECONDARY-METABOLITE-BIOSYNTHESIS	
PWY-5705	PWY-5705	allantoin degradation to glyoxylate III	CPLX-7523 // G6275-MONOMER // CPLX-1107 // CPLX-64 // CPLX-1122 // CPLX-7522 // MONOMER-13525 // CPLX-7524 // G6284-MONOMER // B0511-MONOMER	TRANS-RXN0-444 // URUR-RXN // ALLANTOATE-DEIMINASE-RXN // ALLANTOINASE-RXN // UREIDOGLYCOLATE-LYASE-RXN	AMINE-DEG // Super-Pathways	
PWY0-42	PWY0-42	2-methylcitrate cycle I	MONOMER-62 // G6200-MONOMER // ACS-MONOMER // MONOMER-63 // CPLX0-251 // MONOMER-64 // G6199-MONOMER // CPLX-7556 // CPLX0-1021 // MONOMER-65 // MONOMER-13618 // CPLX0-7761	4.2.1.99-RXN // METHYLISOCITRATE-LYASE-RXN // 2-METHYLCITRATE-DEHYDRATASE-RXN // 2-METHYLCITRATE-SYNTHASE-RXN // PROPIONATE--COA-LIGASE-RXN	CARBOXYLATES-DEG	
PWY-6943	PWY-6943	testosterone and androsterone degradation to androstendione (aerobic) // testosterone and androsterone degradation to androst-4-en-3,17-dione	CPLX-8373 // MONOMER-16925 // CPLX-8376	1.1.1.209-RXN // RXN-12124 // 1.1.1.51-RXN	Fatty-Acid-and-Lipid-Degradation	
