pathway	Plate1_1174R_0_M_S2_week9_S56_L001	Plate1_160R_0_F_S2_week10_S49_L001	Plate1_160R_L_F_S2_week10_S50_L001	Plate1_2446R_0_F_S2_week9_S55_L001	Plate1_3795R_R_F_S2_week10_S51_L001	Plate1_3896R_0_M_S2_week10_S52_L001	Plate1_3896R_L_M_S2_week10_S53_L001	Plate1_3909R_R_M_S2_week10_S54_L001	Plate2_073R_0_M_S2_week5_S52_L001	Plate2_073R_0_M_S2_week9_S55_L001	Plate2_1067R_R_M_S2_week5_S56_L001	Plate2_1067R_R_M_S2_week9_S59_L001	Plate2_1152R_0_M_S2_week9_S60_L001	Plate2_2404R_R_F_S2_week5_S35_L001	Plate2_2404R_R_F_S2_week9_S38_L001	Plate2_2446R_L_F_S2_week5_S39_L001	Plate2_2446R_L_F_S2_week9_S42_L001	Plate2_3795R_0_F_S2_week5_S43_L001	Plate2_3795R_0_F_S2_week9_S46_L001	Plate2_3909R_0_M_S2_week5_S61_L001	Plate2_3909R_0_M_S2_week9_S64_L001	Plate2_3918R_R_M_S2_week5_S65_L001	Plate2_3918R_R_M_S2_week9_S68_L001	Plate2_3969R_0_F_S2_week5_S47_L001	Plate2_3969R_0_F_S2_week9_S50_L001	Plate2_3980R_0_F_S2_week9_S51_L001	Plate3_073R_R_M_S2_Pellet_week9_S61_L001	Plate3_073R_R_M_S2_week5_S33_L001	Plate3_1067R_0_M_S2_week5_S34_L001	Plate3_1067R_0_M_S2_week9_S62_L001	Plate3_1067R_L_M_S2_week5_S35_L001	Plate3_1067R_L_M_S2_week9_S63_L001	Plate3_1152R_0_M_S2_week5_S36_L001	Plate3_1152R_L_M_S2_week5_S37_L001	Plate3_1152R_L_M_S2_week9_S64_L001	Plate3_1152R_R_M_S2_week5_S38_L001	Plate3_1152R_R_M_S2_week9_S65_L001	Plate3_1174R_0_M_S2_week5_S39_L001	Plate3_2404R_0_F_S2_week5_S40_L001	Plate3_2404R_0_F_S2_week9_S66_L001	Plate3_2404R_L_F_S2_week5_S41_L001	Plate3_2404R_L_F_S2_week9_S67_L001	Plate3_2446R_0_F_S2_week5_S42_L001	Plate3_2446R_RL_F_S2_Pellet_week9_S69_L001	Plate3_2446R_RL_F_S2_week5_S44_L001	Plate3_2446R_R_F_S2_Pellet_week9_S68_L001	Plate3_2446R_R_F_S2_week5_S43_L001	Plate3_2453R_0_F_S2_Pellet_week9_S70_L001	Plate3_2453R_0_F_S2_week5_S45_L001	Plate3_2453R_L_F_S2_Pellet_week9_S71_L001	Plate3_2453R_L_F_S2_week5_S46_L001	Plate3_2453R_R_F_S2_Pellet_week9_S72_L001	Plate3_2453R_R_F_S2_week5_S47_L001	Plate3_3795R_L_F_S2_week5_S48_L001	Plate3_3795R_L_F_S2_week9_S73_L001	Plate3_3880R_0_F_S2_week5_S49_L001	Plate3_3880R_0_F_S2_week9_S74_L001	Plate3_3880R_L_F_S2_week5_S50_L001	Plate3_3880R_L_F_S2_week9_S75_L001	Plate3_3880R_R_F_S2_week5_S51_L001	Plate3_3880R_R_F_S2_week9_S76_L001	Plate3_3909R_L_M_S2_week5_S52_L001	Plate3_3909R_L_M_S2_week9_S77_L001	Plate3_3918R_0_M_S2_week5_S53_L001	Plate3_3918R_0_M_S2_week9_S78_L001	Plate3_3918R_L_M_S2_week5_S54_L001	Plate3_3918R_L_M_S2_week9_S79_L001	Plate3_3918R_RL_M_S2_week5_S55_L001	Plate3_3918R_RL_M_S2_week9_S80_L001	Plate3_3918R_RR_M_S2_week5_S56_L001	Plate3_3918R_RR_M_S2_week9_S81_L001	Plate3_3969R_R_F_S2_Pellet_week9_S82_L001	Plate3_3969R_R_F_S2_week5_S57_L001	Plate3_3980R_0_F_S2_week5_S58_L001	Plate3_3980R_L_F_S2_Pellet_week9_S83_L001	Plate3_3980R_L_F_S2_week5_S59_L001	Plate3_3980R_R_F_S2_Pellet_week9_S84_L001	Plate3_3980R_R_F_S2_week5_S60_L001	Plate5_048R_S2_R_Female_week5_S61_L001	Plate5_048R_S2_R_Female_week9_S75_L001	Plate5_1050R_S2_L_Male_week5_S68_L001	Plate5_1050R_S2_L_Male_week9_S82_L001	Plate5_1050R_S2_RR_Male_week5_S70_L001	Plate5_1050R_S2_RR_Male_week9_S84_L001	Plate5_1050R_S2_R_Male_week5_S69_L001	Plate5_1050R_S2_R_Male_week9_S83_L001	Plate5_1127R_S2_0_Female_week5_S62_L001	Plate5_1127R_S2_0_Female_week9_S76_L001	Plate5_1127R_S2_R_Female_week5_S63_L001	Plate5_1127R_S2_R_Female_week9_S77_L001	Plate5_2514R_S2_L_Male_week5_S71_L001	Plate5_2514R_S2_L_Male_week9_S85_L001	Plate5_2514R_S2_R_Male_week5_S72_L001	Plate5_2514R_S2_R_Male_week9_S86_L001	Plate5_3995R_S2_0_Female_week5_S64_L001	Plate5_3995R_S2_0_Female_week9_S78_L001	Plate5_3995R_S2_L_Female_week5_S65_L001	Plate5_3995R_S2_L_Female_week9_S79_L001	Plate5_3995R_S2_RR_Female_week5_S67_L001	Plate5_3995R_S2_RR_Female_week9_S81_L001	Plate5_3995R_S2_R_Female_week5_S66_L001	Plate5_3995R_S2_R_Female_week9_S80_L001	Plate5_3997R_S2_L_Male_week5_S73_L001	Plate5_3997R_S2_L_Male_week9_S87_L001	Plate5_3997R_S2_R_Male_week5_S74_L001	Plate5_3997R_S2_R_Male_week9_S88_L001
GLYCOLYSIS-TCA-GLYOX-BYPASS	971.4368072020576	1267.9587654886084	1912.316470071624	1017.196250154668	1012.3682622474987	888.0563855221354	1134.5207292991336	1207.5267534212178	1261.0187524443766	927.7172944457648	3211.0434458411924	1057.542872277872	1327.3658055038807	1924.429044399068	752.3258125809283	739.9826444181624	1218.5289051962484	1890.5654827952417	1388.3382207686568	4468.35881031935	1177.4748317892124	2584.85770827787	701.9767860236205	1175.1321220116467	956.0693565772264	1982.7381140709322	1089.5028010367992	1485.5351105923185	4284.800875538596	1434.5890807090348	4187.103984666469	1498.2077451770765	3843.1930337766807	2748.399765202393	794.9436631122866	2312.683580501166	729.8441671687818	2570.097080593884	2496.202054348579	1330.400151081053	2977.155545237251	1682.0553866351584	1433.997689060364	1584.3079486251822	1360.9192950876102	1271.5989409138924	1788.2479721416912	1778.7698154594848	1317.5102228365133	1500.5832159716194	1490.532829188244	938.8949876373041	1411.2023001021926	2394.313826229993	1264.8743430387715	3842.978490893048	1602.259287104317	2804.080920504061	1720.3255806038408	3971.6896318358304	1019.3451430723258	2377.603375246505	1170.8296900079768	3269.1267207518426	1021.5568019848141	3132.8149347729604	1092.436062524524	2919.38196481967	1194.5982322453015	4630.030524856019	1003.4162638429824	1603.6577949011594	2449.575723750633	1739.5910286642409	2321.367607918509	2119.698658268548	2138.9764241843204	2067.8934254092615	2018.250622717457	933.627046001327	2304.437035967255	1616.935788867961	2230.9295602114125	2437.040990464467	1775.5937562866916	1649.362064042519	2781.1321016279007	1826.6197120002996	2393.072646365781	789.055055871615	886.5439654480805	1869.0789934743264	2558.425876058701	2350.5335184949404	6503.490820056566	1940.7456311539975	4133.365419110425	1855.9590678143502	2792.8784806466992	3871.353931362984	2596.595872934131	2676.4738158882355	1164.449307598533	1872.5931296918488	2779.940950254514	926.4925022878656
GLYOXYLATE-BYPASS	559.7377536701341	745.9290654989301	1145.904811924766	585.2242760724342	582.6499756367731	511.8744371114748	654.0686082519552	700.7556587783816	730.3393658228102	528.294441510475	1961.4073661959412	606.9561656671424	762.7389401228473	1162.104760567732	432.0026883907493	426.20360017044936	714.5668819932511	1134.6122276985348	805.454906441619	2809.5764341795925	674.7151960848911	1567.8933468080565	399.2922188833536	686.0692492820608	551.4471500148863	1177.1545079360621	627.1973794285798	872.5429637335875	2708.8789876402557	838.5865328029722	2754.536058415801	873.6375008544499	2421.23024708259	1658.5075546732055	454.1570610177324	1412.0856192070703	418.9301927620478	1578.3751135499062	1519.666589781863	775.4507277483978	1829.4699599242667	985.1203493616332	838.7368892886888	923.4103483541501	789.7050128930073	744.7899159954903	1067.1431985185948	1063.862542640729	778.7832484679037	875.0570699109866	872.6705859322965	541.9995304659569	838.0197757995984	1448.8650682048026	734.9520942829454	2442.840512276679	939.479215693278	1746.23290503399	999.0997149875417	2535.210056920416	585.2752514805286	1450.2780162206695	674.7907938333587	2055.0915402588685	589.1341101342389	1968.56931441996	626.2220856718868	1808.286061526122	688.7824773091444	2993.6888656498636	579.1143959681829	940.023181117345	1458.7520270444666	1021.7889230247478	1386.2647249252386	1245.40431585833	1269.8627321573256	1212.8849977626446	1203.7454207710662	539.6351884811793	1348.8868563309818	935.2519523246984	1322.202249401219	1423.7094986381223	1045.8810296768913	959.2642868238561	1670.1788682348126	1066.6505433285824	1436.8614415803609	443.4170921417761	512.7992886430126	1075.4556359809233	1562.8515148915087	1359.1402629040804	4244.547481271731	1141.8493904563293	2638.720352236971	1088.550877553738	1727.6108449011456	2308.8636587060187	1592.177029458407	1561.414581446219	682.2080399452283	1083.078948675267	1658.6435207897698	531.7602940296775
GOLPDLCAT-PWY	934.2964271717668	743.7873481732864	957.8402923266818	1121.9169922963697	1288.3142320682819	686.9045361216776	1003.7060128426903	855.3569584480133	1091.8612129558335	1263.3609006444046	1422.128884243586	1222.7388560247814	1651.2330982892363	998.8744763554795	1046.3676340388092	759.287476719674	760.1519923946094	1086.6545291848054	1308.1179959759888	1504.3386736489445	1507.3487829134954	1098.4083104790745	1091.4853425171925	934.797124855608	1344.008729851806	922.9232604360462	1302.7134252020394	996.895082415062	1410.756935990621	1396.8442874751138	933.5773807142733	1238.8650325978083	1178.9922786893246	1237.7274708567625	856.4812699459852	911.1718696201515	815.8051457438402	1104.919913926153	1014.9982299519356	1026.8263763370494	1627.5574519121444	1614.22063879836	1271.0668807500201	1685.843098482118	1114.1033581125628	834.5048798581812	1390.080876661279	859.7388150563742	770.8560104667417	1703.1994241241998	1008.871094062901	969.3028106025818	842.8471054341771	1093.8219880235094	872.7769742635439	1049.7515725152025	900.682843069312	896.6215885382378	1350.0079594286176	974.4054853777349	1438.6043457641501	1010.0601881627317	1116.6486281841735	1221.228547119056	960.1387850692681	1166.882880313913	1403.787007193138	1057.8134624744655	1214.86483428637	1193.0047783586037	1121.7826140645502	1221.6226416073107	1407.1407779453846	1354.0651466460313	1373.6395686962317	1815.9758200145118	1104.6859445301313	1491.2509666073356	956.6851214772155	1198.150589284451	1967.7073955999201	1460.6464897394612	1244.0808080933582	1906.6647875797773	1027.4045881476156	1127.473288902889	1471.6371750999635	1275.5396812692647	1369.081001269029	1811.1627133219447	965.4614923468763	1765.4509449537404	1317.6505897289253	2580.3100281842617	1794.989475468766	1206.8096130483461	1211.6555687693242	1814.830628442156	1033.1070754400666	2156.015952591544	1142.830687290589	2195.5669116706454	1039.4524634244353	2426.267568707762	2114.370595151243	982.519648163201
HEME-BIOSYNTHESIS-II	198.04391595679735	259.90064281052696	399.2648035682059	208.04529023247198	204.07308208045387	182.37776303322673	232.98087856389742	246.16107217716308	262.9357549857031	193.88936674325907	694.7294912070852	220.18816673256765	270.2630985238347	409.823443136677	155.6836549250481	154.50812839247888	251.22037507922855	401.2514417275517	282.34987392334426	1021.3901169215484	246.4236088481302	554.2934580032365	149.241003148229	246.53471304139944	194.17508732780146	409.60214443962144	225.17235195412871	312.95118046423664	969.5594979409235	299.9343405944169	992.0405454100879	307.2941482811622	859.1891530812371	589.7885441488065	162.53979292595074	506.8933704751351	150.03956415791623	561.987963395702	546.3478097759554	275.29636881039204	656.758211335104	355.7614873495806	305.8941763132899	334.8399015181299	292.33036836848265	263.1620530424025	383.5380866032903	372.7871346896462	280.78261890017706	314.23729899397705	315.26999001394915	194.09738979788884	300.29491441146956	514.2348589172328	261.78025827180096	879.1210822715394	340.97172458033754	626.6023630855283	361.4258247585806	906.4788779006967	212.60199901791793	525.5001241325213	243.20289566879708	730.6721687986068	210.07591011861996	707.5414058563891	229.8179044460041	644.7143917013261	247.58258155283775	1083.2583401812394	209.49493678388146	331.89419938380854	525.2671415342322	375.3273029981908	488.6184291324431	444.0320531024498	443.1826948805415	430.429520436545	425.49053226972273	194.0190763118782	486.2421909116897	332.98677176852226	471.13812557283677	503.92581138826836	373.49643593935934	332.89888347639203	592.341203280156	374.446010119554	507.2313981891364	163.5197754139238	184.94544421752764	388.1185080492971	554.7681065917267	489.2429486352027	1526.5228810676435	399.1816484049591	957.6890439906828	380.66440096164644	611.480125302905	815.7337706757118	565.6986870051971	552.4836821400572	242.76328128915966	388.9636887070784	592.9086927159668	186.75207379325434
HEMESYN2-PWY	221.02156152797212	319.3369738364436	450.7637082950954	277.79049510751776	261.071138154431	239.2848798313279	304.10925794213335	318.17109248127144	353.57753317146256	278.9266296302531	742.2174852922117	313.9815531761301	320.89082323894684	504.37503477345035	218.6569606103043	203.9314806671235	283.6330498255842	499.7272134466013	358.723220654028	1176.0471401271816	365.6256356513299	588.2542563093083	234.6995081392724	332.8494967210246	230.92563101248206	464.2886026183131	288.7993315042697	422.9774006982417	997.9304638696224	377.45321685876627	1010.966211538803	378.7745556654971	987.7587930238404	694.4562011590633	214.8534541027462	598.8878881426305	193.19989572950408	682.4597876368047	676.4438153413399	347.88540241959345	816.8521795624451	417.7976453337757	419.1738889994797	432.17447848468123	421.86448852279284	297.4008219978754	485.1685146352136	449.7130452998671	361.83503946978703	367.0737701301059	410.25526032149236	239.63939412940243	384.9336532181191	612.6791547117892	326.4204617667719	1142.640922999617	412.4587676859557	783.2607292137874	482.84670185500937	1099.5093907680866	309.01564889855183	613.3813798263232	342.2821208914304	770.2591818001521	249.0225105201448	749.4828508705483	317.73587726189356	695.7740040830575	314.2311448896603	1165.4362925315831	274.2601510676129	408.22183853678433	697.852467909714	525.3928584244414	528.5310884116919	582.1188042751555	481.32025518212816	555.2345740471934	506.23903677026567	256.0967890412293	601.9974046016606	420.3973730537058	575.5247578791475	626.3701220229526	468.5674281469411	399.04096703521714	726.6834717541514	440.69915952999867	638.3514595936798	214.70702813178386	250.85128587844773	591.8343125264424	662.0305464258944	716.102738021201	1773.7408639088055	502.9678585116068	1137.1310314124753	472.00878284410555	723.7726969770098	1062.0481699427876	658.1181595130633	694.2299103000015	297.28497429763763	511.8594520928559	729.504964745966	238.88531710824913
HEXITOLDEGSUPER-PWY	5818.1611799102975	5181.307305207301	5479.898526321542	6704.022136752895	7010.712933142292	4853.478988137562	6394.685388141673	6061.591294556794	6285.039121524732	7631.365303836587	8140.8957163805	8376.183518880885	8313.49166048695	7318.785244928654	6064.042243121994	3692.738191709249	4099.606152475162	6499.365525023362	7021.847241033672	9602.895066076495	9626.813519261661	6721.21277066424	8015.029482727682	5587.3799555540645	5607.331815562842	6192.650208249392	6235.372841048738	6903.646716564093	8901.250242166905	7117.261564400722	7513.869693868761	6663.178388882335	9397.128558441224	9082.552957889562	5903.984112081614	6693.294087562831	4673.296904264504	8320.269883230452	7851.43481023766	6375.882639548847	9999.708055964922	6883.67520337224	7333.833353727219	7955.775608061469	7230.089131570013	4242.9983315276795	6502.3453403035555	6119.999353122809	5235.2538928169415	7983.942948828819	6742.204107738527	5206.831491223035	5665.871461954983	7377.34477887751	5362.83488097672	9498.949281882093	5177.273911486664	7507.982717319642	7955.920765030235	9469.43469647938	7985.745957779759	6478.431918626252	8141.786000723735	7237.260475282122	6996.975537820785	6906.904238343103	9267.575804011567	6814.954186873251	7407.802634212123	8789.590179387433	7286.261705392598	6816.429394513344	9997.572863094185	7979.697817773636	6884.93397037627	10166.166299881666	6479.443093328598	10171.843850290677	6292.3813238629	5249.216056099056	9588.453549933274	10010.788837174316	8132.1448167815	13587.435077246504	7172.054234838531	8316.00201524717	9410.783585252102	8260.69414622678	9229.313595489779	14999.011315733702	5090.242162794499	15071.689584130934	7467.6248619872595	19592.467735419734	14016.51408573837	8421.491067568631	9849.812528435234	9925.109506615763	7838.958161665354	16408.612272280236	7083.309298052237	14011.178360111397	4929.289166062874	13510.761005580383	9983.622709000156	6477.92889403736
HISDEG-PWY	6839.418072530487	7005.290031983746	4884.091496054453	7152.481508112965	10357.990308606219	6465.186124553703	8462.170254547395	7677.825192327555	7007.40151462816	9375.593626661928	8452.29181486904	7404.984734094907	9426.00779177214	8867.860079360682	8133.135279242826	5830.294113281174	5443.027921968992	7902.610319635317	7857.243066150971	7598.672265212277	6793.462390784782	7727.2190909948995	6018.598575082522	5633.528471448844	8392.233207583484	7528.404575296326	10029.8078689999	5902.788014508992	7461.451949078076	9914.324908281633	6363.491067728205	7633.479064046971	8239.51095142606	9230.658125161575	7354.753018696062	5186.527211475688	5865.720298422592	6927.410436667594	7346.990322034121	5911.076952740874	8019.079447568579	5960.738257772667	7757.21797779598	8809.29339500885	5596.528736401561	5397.404806381184	8708.831376431448	6382.746333109881	6334.562583893378	7202.751014048608	8561.680275219864	5894.614542975612	5915.915084205997	7609.967588820564	4033.342265344507	4442.912682242757	3143.9587144063476	4137.997850284454	6233.340556146324	6181.7389806473675	5616.1568004974915	5081.54727951671	6385.927500529944	7141.59214967034	6030.422418244875	6549.697204038094	7732.266844716931	6014.780393290733	6037.342849528628	5638.9728783128285	6859.281627309105	6923.598273696187	7022.684750863048	5820.923616533637	5954.660055757666	8382.753253349028	7299.369888978692	10783.303986534005	6405.38440838596	6452.359627018861	10372.731795344262	7378.7706104798135	7710.249171350079	9580.145600893544	7026.864688108399	6077.4976483528	6721.652915802081	7243.544396804413	7659.563557758861	8520.493167729624	4622.486910680455	9822.562323209848	6915.404480687747	13042.10249062264	9270.759178492708	6081.772722821092	5573.467985029041	8139.717393811892	6650.50891117965	10978.768177554555	5621.865449025936	8870.81899493665	7644.222485636532	11190.879897191506	10840.336979280777	6102.931234245622
HISTSYN-PWY	15805.705108224272	18275.023036355447	19851.7838926502	18123.442405625916	18751.202464955328	16800.794050059507	21822.800057930297	20183.14706134868	22037.594076355366	24869.64853541473	20687.912653786534	18333.96095799664	24105.148102112777	14835.395735767634	14519.456043734328	16749.43936862234	16594.72575468345	20354.792409218506	21596.294626317955	24576.47167643711	21604.164569153254	17562.930423938724	16211.516283897716	18144.611294501137	16198.603835577258	24177.558327893952	20947.052352057508	18274.383230044685	20257.250149063693	17807.14139191413	14957.600635815268	20279.828652160628	19872.482779366295	19453.222185333612	18750.836211188387	14591.371338160885	14895.873164807203	15036.45478158679	18099.90134910787	17271.26143114664	16845.02780488934	19443.785638190748	16823.380320668955	19689.848079531657	18384.51581154415	17555.976672170505	18111.807524198655	17477.995297918267	15388.31260406705	16758.243976148733	17758.75128778471	15010.00944350421	12958.540617178482	19372.234317069197	18892.1107201318	20471.776927290583	24391.967257533855	16552.32122037371	26138.962405348673	19836.241871362072	16833.49685333809	15795.364137136035	18537.6164147701	16694.14004485911	15130.387002550355	15549.279897130798	19068.853172872583	16594.37204980435	18920.211411744363	18627.382835535605	14715.51086654487	18639.119921100126	21700.617284650638	20047.19308738783	18669.66203535752	21447.757785178892	19761.244316322893	22467.925970697408	19343.219219290142	15408.875589722562	27727.41828793613	21473.082678741957	22059.674778509176	25342.881040109478	18776.14644322811	20200.5543877376	22852.618661817647	20689.567254215668	18898.800819554548	34916.65969427	12805.473126022089	30831.385258397728	18792.32650087819	30837.088352141724	26076.96340743458	20201.864762733938	17461.73383162781	18500.761514602866	16580.210397135525	32104.559406880042	16431.006348031566	28766.85916994707	14266.347948654315	25092.05212004014	25555.679647429988	16851.118248326446
HOMOSER-METSYN-PWY	5368.501968915363	3325.8247302440136	3640.16761731028	5431.327374747576	5701.508027086337	4110.125147935857	4968.38414215193	4279.0217295390985	5492.487674830278	6562.8006343231	7156.422272678773	6819.061706597402	7482.532307383067	5651.267955906227	4634.996155652261	3313.4520742168966	3812.990403979736	4026.898557895535	5502.000106889928	7749.740624528116	6988.260654435655	6931.087685947172	5930.575688097099	3849.984343024262	5133.24875421413	4771.458351973436	5727.153839391746	4727.296965307177	7038.137543356841	5855.145184361459	5827.5391525723	5444.373695986618	6642.01995403567	7500.077778711456	5075.782880075276	5077.947171507577	3868.9235356195254	5915.011306560309	5434.5820713843	4888.9076163397	7007.072429534595	5559.62807912947	5967.861853349249	7013.5761293425785	6449.957665614148	3939.2926074216925	5027.006543213078	4223.161180714392	3684.5330788561064	7343.104993161236	6130.818802465644	4765.367754936133	5121.337535797327	5313.408393271439	4497.80732001788	5274.552893592725	4054.653287573262	4690.336546124026	6326.900233340595	5404.45487141654	6616.794646423718	5235.2760764655295	5771.714341358931	5864.837948507346	5497.26718901129	5795.542372737138	7267.506070487027	6090.818625644196	5658.049368995446	6865.116932398108	5756.198184032558	5615.036952003261	6838.663051149193	5575.444797016068	6427.218688725587	8186.494621045838	6456.940562869835	8752.989064559804	5797.025984441177	4149.662670479604	8228.602107223945	8446.351333225617	6333.869650785639	11222.06652838601	5664.697931476577	6957.1193929659385	6528.4820036666715	7171.261016596358	6185.823956853458	13601.517767924377	4481.204036792117	10100.079312750237	4902.875210280212	14543.538945663724	8919.773761949007	6337.987761885133	6525.321321576836	8754.916281623975	5591.231158224318	10727.618010425496	5744.761524462454	11591.540849920317	5215.49731770896	11620.006745370965	8071.377913222468	5365.039690699522
HSERMETANA-PWY	12644.719040993064	16336.5452390138	19667.20642247086	15058.65430948048	13073.143174510791	14879.32970005826	19072.49786459441	18086.72566368535	19849.441007732792	21956.02855875509	15953.079258452499	14044.302384208238	20028.75826678054	8037.595846371311	9423.42476193419	15177.977761390492	15200.750946173195	17710.53447142649	18859.445578280698	21378.011022916107	18699.654520242948	12507.728373652177	12964.966551200278	16581.448034528297	11387.69315220227	22698.726112877346	16758.475934732003	16144.174497627579	16262.933612137078	11994.15003710062	10683.481521175981	17702.96064080521	15153.669527992713	13134.128395139876	16239.031562585134	11729.042068949615	12844.92538764326	10033.320121635687	14285.741902084214	15244.272093608552	10687.33159188586	17943.51777854303	11966.635845640503	14968.15931787819	15749.844383842154	16529.914131719255	13325.836777118915	15554.91748652182	13057.888414730465	12250.135380043626	12406.46159795482	12485.33674239262	8745.427526252064	16097.246903649248	18503.529972423228	18789.38289983815	25590.630424005612	15013.455011847642	25399.50379993325	17336.942934235332	13607.708967001707	13335.996956025288	15972.733403713362	12389.346681835916	11964.84690887909	11528.560059813104	14790.060582533792	13215.382959068902	16967.77437074857	15535.098270257711	10537.990118380778	16061.832877752484	18349.692952952504	17915.114794058398	15999.390040479064	16097.56384396111	16812.791111252016	14995.428579208276	16690.79745098313	12673.012599736332	23189.93172168828	17503.273186987924	19053.186238905044	18552.479213043916	15813.718038232124	17785.045094185876	20555.414645260735	17358.18934903574	14864.989751986692	30882.87593869609	10423.475205716739	26335.237720111825	16037.39296161954	19967.440163151703	20644.73657009812	18100.22250913418	14004.213420745438	11929.167331792982	12902.260839151604	26688.700644739438	13487.198085434698	23793.961087524516	9084.11600422665	16043.720309130531	19621.982270316767	14613.852820084061
ILEUSYN-PWY	19132.83085376931	20962.602532246798	22594.663501141884	21690.5179317736	22546.869895419528	19914.745405885187	25522.466004242608	23498.650868172845	26261.77430242069	29574.20168455826	25298.686153122184	22587.320190957762	28837.73636750369	18629.080248553855	17537.184038280633	19450.056533335406	19468.294522704367	23568.283118604766	25377.901852717197	30401.46731433032	25927.067902250372	21896.25153380986	19533.681426305917	21168.21859497612	19742.18799615602	27876.511904676263	25077.32816072041	21583.46937438323	24601.571104046732	21759.121459722584	18434.66275581608	24144.490370361902	24404.471477187963	24066.09157014519	22204.281006043664	17862.69869662818	17554.23357039956	18582.898143332797	21795.413445614882	20397.005667484027	21355.15950059731	22874.665780519666	20512.737108542577	24142.96707205586	22677.013716289715	20437.870653600126	21869.468411905604	20582.86869496494	18035.241373291377	20998.51794264011	21749.907255735445	18100.919218783165	16382.778076609606	23050.335296372206	21980.806574650007	24202.812566531105	27712.832423190317	19782.69131731909	30777.47010178639	23362.10155755833	20823.204605087376	19220.668064500955	22118.305005876537	20326.62264921126	18069.90321819302	19277.151759328142	23150.009237931252	20633.413199186754	22256.365502896908	23033.184991882034	17962.49925321208	22549.19039005253	26198.55926212956	23922.836507252985	22522.939654808426	26384.136106345013	23866.741425501015	27783.075953616717	23638.901301241127	18390.99452983918	33265.33757252816	26370.949554836378	26282.512017161873	31328.041624770638	22362.456991173214	24337.19110711106	27332.451421167247	25301.628620610147	22911.923601175145	42843.60737591413	15742.943275892818	37116.750446879756	22389.675448101283	38709.84944527992	31790.78576799829	24304.24541995893	21403.836570499385	23457.377392456914	20228.935063773213	38769.88238405287	20248.368775531562	35369.3628612857	17845.330546446403	31539.64251991848	31264.377709079887	20280.74305251203
KDO-NAGLIPASYN-PWY	1939.6057130972715	2566.9248489925176	3665.1049068646175	2053.179796530435	2067.255134763133	1817.5259491367606	2329.1794851388618	2454.268075640353	2554.924703468244	1937.734515747117	5573.174829779227	2106.9830427800985	2681.016649431327	3494.746192449038	1537.8394152849964	1543.3170647450613	2420.362944314225	3709.1107394083847	2780.2349233535388	7479.997543763059	2352.9252746655075	4507.3088117122825	1431.1031546825996	2363.1112620311915	1931.2756377714688	3917.5790376926307	2235.2175162326043	2888.4959541399608	6878.697493302249	2804.811560427477	6222.083144622602	2953.629675913109	6391.480998598387	4830.003482279847	1647.7803873097148	3943.107539700418	1498.7397948753603	4302.4972010338515	4484.383773464633	2590.71082684445	4888.294107281155	3204.9435039113837	2750.9656624811832	3058.366041569994	2621.7273315211087	2524.2059350870904	3440.192104728588	3396.687256736311	2582.118898920136	2796.5930800892615	2884.3740596090393	1871.8245306160802	2598.771726513908	4418.654035960637	2483.2545322972296	6273.384588628529	3126.0632501021455	4710.654657894969	3395.67634397039	6547.568082710026	1998.58156913202	4108.037535064404	2315.710515451784	5409.921040713546	2002.5399658102317	5096.305542456787	2172.618390584528	4877.216209622017	2364.646517832792	6956.246351675896	1964.639376774354	3080.9500218587546	4466.558351020722	3315.9968217537016	4137.863123889327	3918.8195493541552	3964.5837643149275	3908.7814193318454	3787.659123040245	1880.658262184318	4452.61177141136	3090.9592257527365	4196.995967726816	4455.494654578425	3367.57547648633	3132.990211976355	5027.674878677035	3454.833204483667	4309.552952776484	1663.0506258764467	1731.0598148516397	3691.1883328215154	4628.913802561805	4436.3150748179905	9944.180144212583	3620.3995111086833	6225.474179500235	3371.153459940834	4764.289360401461	6941.15912523396	4438.388420045301	4911.654330924344	2268.091273629761	3572.3545060691645	5189.770112487728	1863.3170189037291
