pathway	Plate1_1174R_0_M_S2_week9_S56_L001	Plate1_160R_0_F_S2_week10_S49_L001	Plate1_160R_L_F_S2_week10_S50_L001	Plate1_2446R_0_F_S2_week9_S55_L001	Plate1_3795R_R_F_S2_week10_S51_L001	Plate1_3896R_0_M_S2_week10_S52_L001	Plate1_3896R_L_M_S2_week10_S53_L001	Plate1_3909R_R_M_S2_week10_S54_L001	Plate2_073R_0_M_S2_week5_S52_L001	Plate2_073R_0_M_S2_week9_S55_L001	Plate2_1067R_R_M_S2_week5_S56_L001	Plate2_1067R_R_M_S2_week9_S59_L001	Plate2_1152R_0_M_S2_week9_S60_L001	Plate2_2404R_R_F_S2_week5_S35_L001	Plate2_2404R_R_F_S2_week9_S38_L001	Plate2_2446R_L_F_S2_week5_S39_L001	Plate2_2446R_L_F_S2_week9_S42_L001	Plate2_3795R_0_F_S2_week5_S43_L001	Plate2_3795R_0_F_S2_week9_S46_L001	Plate2_3909R_0_M_S2_week5_S61_L001	Plate2_3909R_0_M_S2_week9_S64_L001	Plate2_3918R_R_M_S2_week5_S65_L001	Plate2_3918R_R_M_S2_week9_S68_L001	Plate2_3969R_0_F_S2_week5_S47_L001	Plate2_3969R_0_F_S2_week9_S50_L001	Plate2_3980R_0_F_S2_week9_S51_L001	Plate3_073R_R_M_S2_Pellet_week9_S61_L001	Plate3_073R_R_M_S2_week5_S33_L001	Plate3_1067R_0_M_S2_week5_S34_L001	Plate3_1067R_0_M_S2_week9_S62_L001	Plate3_1067R_L_M_S2_week5_S35_L001	Plate3_1067R_L_M_S2_week9_S63_L001	Plate3_1152R_0_M_S2_week5_S36_L001	Plate3_1152R_L_M_S2_week5_S37_L001	Plate3_1152R_L_M_S2_week9_S64_L001	Plate3_1152R_R_M_S2_week5_S38_L001	Plate3_1152R_R_M_S2_week9_S65_L001	Plate3_1174R_0_M_S2_week5_S39_L001	Plate3_2404R_0_F_S2_week5_S40_L001	Plate3_2404R_0_F_S2_week9_S66_L001	Plate3_2404R_L_F_S2_week5_S41_L001	Plate3_2404R_L_F_S2_week9_S67_L001	Plate3_2446R_0_F_S2_week5_S42_L001	Plate3_2446R_RL_F_S2_Pellet_week9_S69_L001	Plate3_2446R_RL_F_S2_week5_S44_L001	Plate3_2446R_R_F_S2_Pellet_week9_S68_L001	Plate3_2446R_R_F_S2_week5_S43_L001	Plate3_2453R_0_F_S2_Pellet_week9_S70_L001	Plate3_2453R_0_F_S2_week5_S45_L001	Plate3_2453R_L_F_S2_Pellet_week9_S71_L001	Plate3_2453R_L_F_S2_week5_S46_L001	Plate3_2453R_R_F_S2_Pellet_week9_S72_L001	Plate3_2453R_R_F_S2_week5_S47_L001	Plate3_3795R_L_F_S2_week5_S48_L001	Plate3_3795R_L_F_S2_week9_S73_L001	Plate3_3880R_0_F_S2_week5_S49_L001	Plate3_3880R_0_F_S2_week9_S74_L001	Plate3_3880R_L_F_S2_week5_S50_L001	Plate3_3880R_L_F_S2_week9_S75_L001	Plate3_3880R_R_F_S2_week5_S51_L001	Plate3_3880R_R_F_S2_week9_S76_L001	Plate3_3909R_L_M_S2_week5_S52_L001	Plate3_3909R_L_M_S2_week9_S77_L001	Plate3_3918R_0_M_S2_week5_S53_L001	Plate3_3918R_0_M_S2_week9_S78_L001	Plate3_3918R_L_M_S2_week5_S54_L001	Plate3_3918R_L_M_S2_week9_S79_L001	Plate3_3918R_RL_M_S2_week5_S55_L001	Plate3_3918R_RL_M_S2_week9_S80_L001	Plate3_3918R_RR_M_S2_week5_S56_L001	Plate3_3918R_RR_M_S2_week9_S81_L001	Plate3_3969R_R_F_S2_Pellet_week9_S82_L001	Plate3_3969R_R_F_S2_week5_S57_L001	Plate3_3980R_0_F_S2_week5_S58_L001	Plate3_3980R_L_F_S2_Pellet_week9_S83_L001	Plate3_3980R_L_F_S2_week5_S59_L001	Plate3_3980R_R_F_S2_Pellet_week9_S84_L001	Plate3_3980R_R_F_S2_week5_S60_L001	Plate5_048R_S2_R_Female_week5_S61_L001	Plate5_048R_S2_R_Female_week9_S75_L001	Plate5_1050R_S2_L_Male_week5_S68_L001	Plate5_1050R_S2_L_Male_week9_S82_L001	Plate5_1050R_S2_RR_Male_week5_S70_L001	Plate5_1050R_S2_RR_Male_week9_S84_L001	Plate5_1050R_S2_R_Male_week5_S69_L001	Plate5_1050R_S2_R_Male_week9_S83_L001	Plate5_1127R_S2_0_Female_week5_S62_L001	Plate5_1127R_S2_0_Female_week9_S76_L001	Plate5_1127R_S2_R_Female_week5_S63_L001	Plate5_1127R_S2_R_Female_week9_S77_L001	Plate5_2514R_S2_L_Male_week5_S71_L001	Plate5_2514R_S2_L_Male_week9_S85_L001	Plate5_2514R_S2_R_Male_week5_S72_L001	Plate5_2514R_S2_R_Male_week9_S86_L001	Plate5_3995R_S2_0_Female_week5_S64_L001	Plate5_3995R_S2_0_Female_week9_S78_L001	Plate5_3995R_S2_L_Female_week5_S65_L001	Plate5_3995R_S2_L_Female_week9_S79_L001	Plate5_3995R_S2_RR_Female_week5_S67_L001	Plate5_3995R_S2_RR_Female_week9_S81_L001	Plate5_3995R_S2_R_Female_week5_S66_L001	Plate5_3995R_S2_R_Female_week9_S80_L001	Plate5_3997R_S2_L_Male_week5_S73_L001	Plate5_3997R_S2_L_Male_week9_S87_L001	Plate5_3997R_S2_R_Male_week5_S74_L001	Plate5_3997R_S2_R_Male_week9_S88_L001
PWY-5837	8490.001369134852	12228.245612320086	14350.196316864673	10565.448961193362	9415.15898871483	10489.195963758768	13876.347010470057	12937.268720136872	14787.145792172314	15324.676448310063	12133.239143607983	9636.838579105646	13977.011738031979	6804.336978206857	7190.975551748622	11497.966437920204	11322.987159168644	13496.523458599428	13645.68814298402	16308.347203559413	12802.88811920135	9469.977459442756	8800.66624340826	12646.519624444456	8433.332461879074	17033.46412083351	11478.738785092399	12026.578281875025	12540.497850655389	8753.636229189193	8680.425561391276	12420.754694915442	11744.378337238386	10307.874914496038	11336.655616020635	8874.752636302384	9108.104358824625	7791.783478991735	10937.727119181056	10726.839206511046	8339.123898092812	11938.842911090347	8782.773490905072	10047.408524520439	11074.519700470366	11991.004758526453	10256.690370634642	11275.785070615646	9581.676361935557	7654.899613927093	9520.182021991775	8627.899401962022	6703.891516521232	12087.074192897926	13433.895628294238	14509.167343482393	18832.678687633215	11411.999093925002	17936.47830911265	13257.67548695731	8960.831589421925	9991.812066103706	10911.466355675455	9589.067562314875	8108.187823867116	8851.076563742785	9782.099879278296	9993.722994560605	11593.199073278576	11987.811782602841	7073.188305584024	11172.876011845521	13535.290092738327	13216.424768270614	11217.841359065293	11423.82751249277	11744.692472633982	11304.145243839483	12567.844240377075	9102.896769930838	17128.847067017996	11730.73960549415	14056.90206186668	12464.262097148552	11396.37006382203	12174.472347217048	15065.652000933465	12112.393540588448	10737.685471368573	20621.448118408876	7436.927991812703	18081.709714818386	12311.618963723182	13560.079992627101	16178.31357776497	12532.485756141901	10657.058033339836	8216.040749133153	9665.19519477611	18855.553956579577	9997.227939643628	15951.647200145619	7251.942575854722	11270.12144052422	14726.596696451059	9832.908441009853
PWY-5838	11446.11954168464	15330.919611141877	16472.40940998907	13799.432807185882	13656.846637315693	13462.521994354107	17744.191715237273	16476.34683317253	18135.07361456994	19364.80153770919	15839.851772847645	12949.418173081225	18048.81531640098	10633.979878019096	10520.002891635208	14230.770768113953	13624.114579082774	17260.013752806528	17193.229181623126	19857.79712762296	15957.445538912665	12829.924247481218	11509.848632812078	15333.710952841582	11888.769165261843	20340.145763082404	15944.996716702808	14956.882288888644	15742.705703540394	12813.718615502565	11416.694143303928	15832.725059165537	15730.237025980747	14429.090795204773	14679.832393661733	11279.327807862068	11723.488517123937	11023.796938660416	14564.77295623766	13363.760511502847	12057.142216104641	14544.6344567885	12437.959341079777	13828.890480896487	13917.075618365041	14317.765193260402	14322.934224768363	14212.661666789963	12614.87589618257	10665.214986129302	13424.36408510587	11238.668941099077	9499.836704481671	15691.038943170415	15262.695397333247	17286.17576408216	20264.58565324954	13620.226946684503	20880.87664314126	16519.44549720276	11627.635418488317	12363.771741142884	13924.196108734654	12773.313403158309	10689.334805689787	11744.188028146626	13121.366637849796	12690.844859432755	14236.54450331174	14538.950338034185	9957.39785743098	14233.547102782693	17078.790787508857	16064.968117676317	13713.18780973506	15460.544177705457	14929.842017838435	16300.731693981295	15560.53306322825	11881.380967836298	21783.97189276528	15010.006924577363	17686.16668715838	16902.06497528942	14715.73104003633	14872.141884846053	18195.973834072087	15296.77341039225	14419.920292884464	24173.40915431103	9628.45617418121	23128.91689690538	15624.471424218875	19438.218835169355	20861.27247662598	15389.34667146401	13496.724559139142	11712.13636730921	12951.749023661478	24120.84940323085	12643.520662183677	19877.927273259123	10595.456477709673	15927.618727573892	19833.261902982053	12515.884203753707
PWY-5840	10736.268961539743	13675.007582385133	12588.10855563225	12658.42127579393	12864.049521533581	12009.034798177407	15985.515425364008	14581.728035429973	15742.891946076035	17233.147267177643	14964.75071573233	12201.68787710448	16572.090315125355	9953.281570695628	9862.74327780819	12470.332819659132	11796.048667355786	15595.505232307012	15344.853375416444	17561.032484492767	14271.51899609988	12306.441001231988	10574.627660176215	13188.774595844365	11270.72721748943	17169.708465725595	15152.034785927757	13096.720219022307	14582.043400134966	12033.172348938653	11005.947088359391	14171.7578851627	14899.554842012458	13752.034523832754	13225.751194333116	10363.862969883492	10611.51713774642	10501.523086112733	13634.83306066741	11742.34946873762	11583.736804969605	12162.336199497597	11870.098725217147	13208.621394994567	12476.607359113768	11998.460506865402	13688.704390213383	12554.667714859515	11549.867642935338	10229.571045765397	12783.345578973307	10296.169017308728	9043.340800003249	14430.917283693487	11923.613067523556	15055.903596753229	13972.297293138592	11639.579946766715	16769.751791901308	14439.736390776952	10940.419656162647	11068.440365420673	12327.164245871785	12241.36516342402	9968.089694027394	11229.546664509167	12299.464183275033	11719.721090322384	12249.905629768884	13011.000275332279	9489.75304514939	12758.306950201473	15188.666813918484	13786.90710153752	12149.002937262425	14563.753308011546	13472.316843167057	15452.459103733709	13900.857131505669	11038.601763170886	19868.259567678204	13787.183293107339	15807.126440045893	16098.096827004489	13338.28377674208	13114.978636550799	15586.109600142825	13815.708857816255	13466.151170717785	21961.09368800798	8785.04864529212	21170.34020159943	14111.642371914028	18975.64195987752	19240.197941984246	13451.206809404537	12258.995517480113	11366.332304143925	12138.373084833382	21891.390347787063	11486.701311602226	18526.55880190953	9957.307264844969	15373.431849948834	18808.08019168357	11101.224256218837
PWY-5845	10736.268961539743	13675.007582385133	12588.10855563225	12658.42127579393	12864.049521533581	12009.034798177407	15985.515425364008	14581.728035429973	15742.891946076035	17233.147267177643	14964.75071573233	12201.68787710448	16572.090315125355	9785.23472009892	9862.74327780819	12470.332819659132	11796.048667355786	15595.505232307012	15344.853375416444	17561.032484492767	13950.059303387327	12306.441001231988	10574.627660176215	13188.774595844365	11270.72721748943	17169.708465725595	15152.034785927757	13096.720219022307	14582.043400134966	12033.172348938653	11005.947088359391	14171.7578851627	14899.554842012458	13752.034523832754	13225.751194333116	10363.862969883492	10611.51713774642	10501.523086112733	13634.83306066741	11742.34946873762	11431.203575889209	12151.139997661754	11870.098725217147	13208.621394994567	12167.573314673018	11998.460506865402	13688.704390213383	12554.667714859515	11549.867642935338	10208.272292754875	12783.345578973307	10296.169017308728	9043.340800003249	14430.917283693487	11613.58239788152	14009.316174314787	11676.46892375878	11403.941568881623	16126.581742900307	14439.736390776952	10493.472550308714	11068.440365420673	12327.164245871785	12241.36516342402	9968.089694027394	11229.546664509167	12299.464183275033	11719.721090322384	12249.905629768884	13011.000275332279	9489.75304514939	12758.306950201473	15188.666813918484	13786.90710153752	12149.002937262425	14563.753308011546	13472.316843167057	15452.459103733709	13900.857131505669	11038.601763170886	19868.259567678204	13564.757845523443	15807.126440045893	15936.164880797702	13338.28377674208	12795.816545937503	15586.109600142825	13815.708857816255	13466.151170717785	20274.70000537401	8785.04864529212	20207.18137585237	14111.642371914028	18498.92608604505	19240.197941984246	13077.753939871198	12230.861005608149	11110.88045173341	12138.373084833382	21630.41267703384	11486.701311602226	17581.942970510925	9957.307264844969	15108.021635566245	18808.08019168357	11101.224256218837
PWY-5850	10736.268961539743	13675.007582385133	12588.10855563225	12658.42127579393	12864.049521533581	12009.034798177407	15985.515425364008	14581.728035429973	15742.891946076035	17233.147267177643	14964.75071573233	12201.68787710448	16572.090315125355	9785.23472009892	9862.74327780819	12470.332819659132	11796.048667355786	15595.505232307012	15344.853375416444	17561.032484492767	13950.059303387327	12306.441001231988	10574.627660176215	13188.774595844365	11270.72721748943	17169.708465725595	15152.034785927757	13096.720219022307	14582.043400134966	12033.172348938653	11005.947088359391	14171.7578851627	14899.554842012458	13752.034523832754	13225.751194333116	10363.862969883492	10611.51713774642	10501.523086112733	13634.83306066741	11742.34946873762	11431.203575889209	12151.139997661754	11870.098725217147	13208.621394994567	12167.573314673018	11998.460506865402	13688.704390213383	12554.667714859515	11549.867642935338	10208.272292754875	12783.345578973307	10296.169017308728	9043.340800003249	14430.917283693487	11613.58239788152	14009.316174314787	11676.46892375878	11403.941568881623	16126.581742900307	14439.736390776952	10493.472550308714	11068.440365420673	12327.164245871785	12241.36516342402	9968.089694027394	11229.546664509167	12299.464183275033	11719.721090322384	12249.905629768884	13011.000275332279	9489.75304514939	12758.306950201473	15188.666813918484	13786.90710153752	12149.002937262425	14563.753308011546	13472.316843167057	15452.459103733709	13900.857131505669	11038.601763170886	19868.259567678204	13564.757845523443	15807.126440045893	15936.164880797702	13338.28377674208	12795.816545937503	15586.109600142825	13815.708857816255	13466.151170717785	20274.70000537401	8785.04864529212	20207.18137585237	14111.642371914028	18498.92608604505	19240.197941984246	13077.753939871198	12230.861005608149	11110.88045173341	12138.373084833382	21630.41267703384	11486.701311602226	17581.942970510925	9957.307264844969	15108.021635566245	18808.08019168357	11101.224256218837
PWY-5855	4378.991367597994	3644.9236210083586	4962.52120119996	4165.647596209312	5280.7223335725475	4059.6964801997947	4627.218772503582	5127.130518871883	3667.1106771313375	5807.402434789089	4232.618357513429	4208.45637620846	5538.8334141091045	3527.145324538996	3501.599987395602	2842.137923922989	3032.105308831048	4016.9121780145388	4483.784706072288	4579.607500293211	4902.817661456727	3437.707605776418	3488.241621719265	2683.8238968644914	4067.828861332129	4908.138610651266	5923.395989484274	3143.888755190304	4346.676280997279	5220.986521507308	3327.7379568862834	5098.877366377302	4208.539780997811	3721.0431021697736	4528.722343006705	2847.6829781922315	3420.4802173689145	3599.076760625505	3581.0086057245812	3918.626430242768	3863.813781579541	5923.34604865455	3650.8884947409533	5404.343240519347	3412.8024807129887	3929.473563913291	4227.740780383331	4389.887412638203	3515.1929422733306	5282.593853332891	3511.4502326747365	3830.2486682876233	2843.861864179321	4022.5934531544976	3216.3598623290945	3384.6211390449057	4175.196392999491	2867.0030954465888	5798.765392418283	4480.753357352323	4258.486510512976	2955.724278839942	4482.309944265105	3644.4859650034523	3781.4038089963597	3485.8159830714617	4917.392307399397	3303.5659468720733	4607.396775463845	4006.8805453400046	4093.722316108109	4771.964633080315	3820.44286428986	3392.4209008177913	4816.1113378645	4488.145005253212	4951.1754937025635	4839.84355169194	3106.1840114012543	3309.936321497299	4746.551355766997	5021.997627363238	3993.0211358982247	5756.1439387457785	4048.993227293444	4510.3856293395265	4384.20357556073	4687.728087658833	4240.79542972419	4761.561922272203	2276.448836680095	6676.563187017559	3214.9600430676837	7318.07702720788	5604.590353419021	4695.54731128119	3621.444483755071	5012.196396630594	3663.6673518500443	7500.702633228704	3355.6071745227323	6454.304884990553	2847.173546751732	6373.789363415121	5069.781220893136	4389.0186995632275
PWY-5856	4378.991367597994	3644.9236210083586	4962.52120119996	4165.647596209312	5280.7223335725475	4059.6964801997947	4627.218772503582	5127.130518871883	3667.1106771313375	5807.402434789089	4232.618357513429	4208.45637620846	5538.8334141091045	3527.145324538996	3501.599987395602	2842.137923922989	3032.105308831048	4016.9121780145388	4483.784706072288	4579.607500293211	4902.817661456727	3437.707605776418	3488.241621719265	2683.8238968644914	4067.828861332129	4908.138610651266	5923.395989484274	3143.888755190304	4346.676280997279	5220.986521507308	3327.7379568862834	5098.877366377302	4208.539780997811	3721.0431021697736	4528.722343006705	2847.6829781922315	3420.4802173689145	3599.076760625505	3581.0086057245812	3918.626430242768	3863.813781579541	5923.34604865455	3650.8884947409533	5404.343240519347	3412.8024807129887	3929.473563913291	4227.740780383331	4389.887412638203	3515.1929422733306	5282.593853332891	3511.4502326747365	3830.2486682876233	2843.861864179321	4022.5934531544976	3216.3598623290945	3384.6211390449057	4175.196392999491	2867.0030954465888	5798.765392418283	4480.753357352323	4258.486510512976	2955.724278839942	4482.309944265105	3644.4859650034523	3781.4038089963597	3485.8159830714617	4917.392307399397	3303.5659468720733	4607.396775463845	4006.8805453400046	4093.722316108109	4771.964633080315	3820.44286428986	3392.4209008177913	4816.1113378645	4488.145005253212	4951.1754937025635	4839.84355169194	3106.1840114012543	3309.936321497299	4746.551355766997	5021.997627363238	3993.0211358982247	5756.1439387457785	4048.993227293444	4510.3856293395265	4384.20357556073	4687.728087658833	4240.79542972419	4761.561922272203	2276.448836680095	6676.563187017559	3214.9600430676837	7318.07702720788	5604.590353419021	4695.54731128119	3621.444483755071	5012.196396630594	3663.6673518500443	7500.702633228704	3355.6071745227323	6454.304884990553	2847.173546751732	6373.789363415121	5069.781220893136	4389.0186995632275
PWY-5857	4378.991367597994	3644.9236210083586	4962.52120119996	4165.647596209312	5280.7223335725475	4059.6964801997947	4627.218772503582	5127.130518871883	3667.1106771313375	5807.402434789089	4232.618357513429	4208.45637620846	5538.8334141091045	3527.145324538996	3501.599987395602	2842.137923922989	3032.105308831048	4016.9121780145388	4483.784706072288	4579.607500293211	4902.817661456727	3437.707605776418	3488.241621719265	2683.8238968644914	4067.828861332129	4908.138610651266	5923.395989484274	3143.888755190304	4346.676280997279	5220.986521507308	3327.7379568862834	5098.877366377302	4208.539780997811	3721.0431021697736	4528.722343006705	2847.6829781922315	3420.4802173689145	3599.076760625505	3581.0086057245812	3918.626430242768	3863.813781579541	5923.34604865455	3650.8884947409533	5404.343240519347	3412.8024807129887	3929.473563913291	4227.740780383331	4389.887412638203	3515.1929422733306	5282.593853332891	3511.4502326747365	3830.2486682876233	2843.861864179321	4022.5934531544976	3216.3598623290945	3384.6211390449057	4175.196392999491	2867.0030954465888	5798.765392418283	4480.753357352323	4258.486510512976	2955.724278839942	4482.309944265105	3644.4859650034523	3781.4038089963597	3485.8159830714617	4917.392307399397	3303.5659468720733	4607.396775463845	4006.8805453400046	4093.722316108109	4771.964633080315	3820.44286428986	3392.4209008177913	4816.1113378645	4488.145005253212	4951.1754937025635	4839.84355169194	3106.1840114012543	3309.936321497299	4746.551355766997	5021.997627363238	3993.0211358982247	5756.1439387457785	4048.993227293444	4510.3856293395265	4384.20357556073	4687.728087658833	4240.79542972419	4761.561922272203	2276.448836680095	6676.563187017559	3214.9600430676837	7318.07702720788	5604.590353419021	4695.54731128119	3621.444483755071	5012.196396630594	3663.6673518500443	7500.702633228704	3355.6071745227323	6454.304884990553	2847.173546751732	6373.789363415121	5069.781220893136	4389.0186995632275
PWY-5860	9394.004221902223	12115.556740429834	10912.917227117741	11189.724511147038	11122.621390213679	10548.83954296288	14060.142154617237	12845.297328810473	13813.501623181557	15261.511671818333	13114.211025951498	10879.683236366156	14611.297948002051	8146.462534952919	8500.82906432485	10874.45826189677	10399.95922869414	13701.21955796584	13564.794111958661	15524.659248732463	12445.326405680129	10721.661330296156	9406.988100267803	11591.368828961167	9756.060255950822	15075.098270866038	13234.634565957967	11541.128323772782	12846.937455486577	10340.567740465818	9681.166458684453	12520.763601667071	13110.209664146292	11882.065723823831	11590.393755298364	9174.467252535898	9333.939569240394	9157.030758401832	11953.417818573147	10404.208177080423	9923.984848960836	10660.619774730658	10293.682847958	11722.056514860738	10707.418091154534	10515.598037251075	11862.02778626449	11071.951520039624	10090.28704024544	8983.50991961628	11020.807398095036	9052.006311223462	7809.650130776909	12669.192576126772	10041.028936678922	12498.334751308883	9537.157872618858	10123.673553775487	14005.67800140736	12843.868800973472	9347.608485264422	9771.284237112694	10931.276606473628	10726.317105908667	8811.07465576114	9835.070229391884	10916.088470178036	10346.34042250129	10810.715160344578	11544.259501282719	8335.474200636063	11287.361961733357	13471.147717813323	12190.780859220618	10785.300445503824	12859.75268451161	11845.983439158957	13239.300546620208	12246.795703421742	9813.668289110372	17456.467576186522	11998.851806556662	13857.021325518499	14029.564398134704	11695.89860689996	11301.674093698944	13801.223918504105	12215.839140638614	11932.917063992101	17798.05392044716	7713.239607026318	18073.435555756907	12368.455676673091	16509.218649698203	17183.223801700038	11576.337638722034	10935.734487975631	9728.998916156408	10673.468447421514	19448.49412300543	10172.303231484684	15677.034204665491	8393.544745101439	13242.353375239889	16460.924006802492	9804.440947013618
PWY-5861	10226.379549950336	14146.10322711371	15739.1561421146	12567.608127831922	12028.21538822915	12298.363773025567	16175.264006035168	15146.779694814235	16715.561206251266	17875.376527744324	14141.178374446732	11790.2353224585	16384.173399895248	9048.32137998802	9247.819883794253	12973.783866179665	12643.520409452494	15695.946381662236	15819.968677447265	18337.069290105337	14964.452451993486	11325.552915762775	10550.954133517072	14212.280958224532	10462.247453091517	18969.147198877778	14157.064456591037	13811.691292863874	14233.751971523225	11221.692351996779	10163.641620984732	14542.598801488419	14092.440203977883	12651.448210595247	13325.472917587387	10282.65735063342	10669.134591987367	9761.949850417626	13049.0467231544	12404.476042398619	10643.53072651262	13607.518730285263	10943.604040731276	12466.396433649683	12837.63368211855	13360.813671644048	12586.474809462237	13092.340702389853	11345.480466057408	9522.03635008327	11746.131032190713	10177.572661625767	8328.041249656793	14167.497397500452	14553.686256963749	16746.605307532787	19837.214032365162	12924.033195894357	19911.772371973566	15436.809091488556	10748.499691977195	11345.27176320436	12899.183949238872	11347.437282123226	9676.782571372265	10435.851058345446	11909.194723997603	11512.967565467248	13260.217977456314	13421.519609018062	8885.278275970608	13087.457379958249	15797.011704092265	15014.746614737576	12716.882625084741	13929.95711061099	13596.693614934384	14188.18627350218	14256.240021358024	10838.948591191818	19744.887313670217	13756.299159648615	16107.282104881633	15174.720734610783	13338.037873293983	13866.477405135449	17049.245552481603	14015.659137444516	13083.153820582755	22596.960577255846	8719.096538060126	21761.522142558653	14172.561682446132	17651.00599832142	19179.834599560356	14460.36747672078	12509.253896118313	10432.426709025474	11637.421815032765	22594.824482604858	11579.676055492206	18541.40124301358	9085.445067539338	14203.272438266842	17659.264739603557	11531.09012424057
PWY-5862	9394.004221902223	12115.556740429834	10912.917227117741	11189.724511147038	11122.621390213679	10548.83954296288	14060.142154617237	12845.297328810473	13813.501623181557	15261.511671818333	13114.211025951498	10879.683236366156	14611.297948002051	8146.462534952919	8500.82906432485	10874.45826189677	10399.95922869414	13701.21955796584	13564.794111958661	15524.659248732463	12445.326405680129	10721.661330296156	9406.988100267803	11591.368828961167	9756.060255950822	15075.098270866038	13234.634565957967	11541.128323772782	12846.937455486577	10340.567740465818	9681.166458684453	12520.763601667071	13110.209664146292	11882.065723823831	11590.393755298364	9174.467252535898	9333.939569240394	9157.030758401832	11953.417818573147	10404.208177080423	9923.984848960836	10660.619774730658	10293.682847958	11722.056514860738	10707.418091154534	10515.598037251075	11862.02778626449	11071.951520039624	10090.28704024544	8983.50991961628	11020.807398095036	9052.006311223462	7809.650130776909	12669.192576126772	10041.028936678922	12498.334751308883	9537.157872618858	10123.673553775487	14005.67800140736	12843.868800973472	9347.608485264422	9771.284237112694	10931.276606473628	10726.317105908667	8811.07465576114	9835.070229391884	10916.088470178036	10346.34042250129	10810.715160344578	11544.259501282719	8335.474200636063	11287.361961733357	13471.147717813323	12190.780859220618	10785.300445503824	12859.75268451161	11845.983439158957	13239.300546620208	12246.795703421742	9813.668289110372	17456.467576186522	11998.851806556662	13857.021325518499	14029.564398134704	11695.89860689996	11301.674093698944	13801.223918504105	12215.839140638614	11932.917063992101	17798.05392044716	7713.239607026318	18073.435555756907	12368.455676673091	16509.218649698203	17183.223801700038	11576.337638722034	10935.734487975631	9728.998916156408	10673.468447421514	19448.49412300543	10172.303231484684	15677.034204665491	8393.544745101439	13242.353375239889	16460.924006802492	9804.440947013618
PWY-5863	8973.08135005976	12689.044724167457	14770.900286455142	11095.640355890488	10002.923590411396	10957.480246516208	14466.683009347269	13480.220020843733	15341.739498386618	16021.739030020006	12739.479084582425	10205.645842895643	14680.87959630855	7280.196509652797	7647.987917637718	11900.475565203351	11728.588705341255	14016.73639535934	14230.682757473576	16955.060261746155	13424.859239224397	10011.021889788894	9293.230010755527	13071.65676751684	8937.188361825636	17583.661997249845	12117.29620788373	12496.656101974297	13105.470697190629	9317.394518635052	9123.970927406031	12993.224646224879	12330.05092834824	10915.151811655987	11869.3507941414	9290.523392571702	9526.489739152314	8260.494819075151	11456.788393631117	11204.466474527635	8880.592845290916	12475.48691302066	9304.724935587492	10662.819452623093	11603.982092859005	12414.532562592507	10797.921932594174	11740.10171930634	10007.303900435581	8185.0012389585445	10068.315800011103	9070.311861701332	7109.592963331096	12623.28576057713	13849.934711454633	14973.839470064191	19248.279977660008	11809.286068235959	18565.15403989321	13757.30883430335	9476.409622371208	10422.483244251096	11451.1409732852	10082.528330956098	8566.821878837976	9318.509906476023	10373.465414635883	10472.309588046426	12117.087962215797	12487.973076630524	7536.5426875172525	11711.2121278066	14136.700356773656	13734.196279213456	11742.567619444559	12083.884548359585	12314.806552272217	12010.187606170464	13084.475095576374	9553.359368436002	17907.349541260173	12382.302318613492	14655.415591333121	13257.311569390322	11928.638596104385	12745.939242859049	15657.097271343076	12722.190210844927	11305.016135489768	21629.512086976665	7816.658087285404	18979.392410503428	12811.244251683083	14536.179066797738	16910.93473340943	13093.55438996107	11153.166829831343	8801.038297686364	10154.658563322098	19790.440826560138	10464.8817818805	16817.722465625033	7702.755840583372	12061.802746502692	15487.836135672904	10325.434505237417
PWY-5896	10736.268961539743	13675.007582385133	12588.10855563225	12658.42127579393	12864.049521533581	12009.034798177407	15985.515425364008	14581.728035429973	15742.891946076035	17233.147267177643	14964.75071573233	12201.68787710448	16572.090315125355	9785.23472009892	9862.74327780819	12470.332819659132	11796.048667355786	15595.505232307012	15344.853375416444	17561.032484492767	13950.059303387327	12306.441001231988	10574.627660176215	13188.774595844365	11270.72721748943	17169.708465725595	15152.034785927757	13096.720219022307	14582.043400134966	12033.172348938653	11005.947088359391	14171.7578851627	14899.554842012458	13752.034523832754	13225.751194333116	10363.862969883492	10611.51713774642	10501.523086112733	13634.83306066741	11742.34946873762	11431.203575889209	12151.139997661754	11870.098725217147	13208.621394994567	12167.573314673018	11998.460506865402	13688.704390213383	12554.667714859515	11549.867642935338	10208.272292754875	12783.345578973307	10296.169017308728	9043.340800003249	14430.917283693487	11613.58239788152	14009.316174314787	11676.46892375878	11403.941568881623	16126.581742900307	14439.736390776952	10493.472550308714	11068.440365420673	12327.164245871785	12241.36516342402	9968.089694027394	11229.546664509167	12299.464183275033	11719.721090322384	12249.905629768884	13011.000275332279	9489.75304514939	12758.306950201473	15188.666813918484	13786.90710153752	12149.002937262425	14563.753308011546	13472.316843167057	15452.459103733709	13900.857131505669	11038.601763170886	19868.259567678204	13564.757845523443	15807.126440045893	15936.164880797702	13338.28377674208	12795.816545937503	15586.109600142825	13815.708857816255	13466.151170717785	20274.70000537401	8785.04864529212	20207.18137585237	14111.642371914028	18498.92608604505	19240.197941984246	13077.753939871198	12230.861005608149	11110.88045173341	12138.373084833382	21630.41267703384	11486.701311602226	17581.942970510925	9957.307264844969	15108.021635566245	18808.08019168357	11101.224256218837
