pathway	Plate1_1174R_0_M_S2_week9_S56_L001	Plate1_160R_0_F_S2_week10_S49_L001	Plate1_160R_L_F_S2_week10_S50_L001	Plate1_2446R_0_F_S2_week9_S55_L001	Plate1_3795R_R_F_S2_week10_S51_L001	Plate1_3896R_0_M_S2_week10_S52_L001	Plate1_3896R_L_M_S2_week10_S53_L001	Plate1_3909R_R_M_S2_week10_S54_L001	Plate2_073R_0_M_S2_week5_S52_L001	Plate2_073R_0_M_S2_week9_S55_L001	Plate2_1067R_R_M_S2_week5_S56_L001	Plate2_1067R_R_M_S2_week9_S59_L001	Plate2_1152R_0_M_S2_week9_S60_L001	Plate2_2404R_R_F_S2_week5_S35_L001	Plate2_2404R_R_F_S2_week9_S38_L001	Plate2_2446R_L_F_S2_week5_S39_L001	Plate2_2446R_L_F_S2_week9_S42_L001	Plate2_3795R_0_F_S2_week5_S43_L001	Plate2_3795R_0_F_S2_week9_S46_L001	Plate2_3909R_0_M_S2_week5_S61_L001	Plate2_3909R_0_M_S2_week9_S64_L001	Plate2_3918R_R_M_S2_week5_S65_L001	Plate2_3918R_R_M_S2_week9_S68_L001	Plate2_3969R_0_F_S2_week5_S47_L001	Plate2_3969R_0_F_S2_week9_S50_L001	Plate2_3980R_0_F_S2_week9_S51_L001	Plate3_073R_R_M_S2_Pellet_week9_S61_L001	Plate3_073R_R_M_S2_week5_S33_L001	Plate3_1067R_0_M_S2_week5_S34_L001	Plate3_1067R_0_M_S2_week9_S62_L001	Plate3_1067R_L_M_S2_week5_S35_L001	Plate3_1067R_L_M_S2_week9_S63_L001	Plate3_1152R_0_M_S2_week5_S36_L001	Plate3_1152R_L_M_S2_week5_S37_L001	Plate3_1152R_L_M_S2_week9_S64_L001	Plate3_1152R_R_M_S2_week5_S38_L001	Plate3_1152R_R_M_S2_week9_S65_L001	Plate3_1174R_0_M_S2_week5_S39_L001	Plate3_2404R_0_F_S2_week5_S40_L001	Plate3_2404R_0_F_S2_week9_S66_L001	Plate3_2404R_L_F_S2_week5_S41_L001	Plate3_2404R_L_F_S2_week9_S67_L001	Plate3_2446R_0_F_S2_week5_S42_L001	Plate3_2446R_RL_F_S2_Pellet_week9_S69_L001	Plate3_2446R_RL_F_S2_week5_S44_L001	Plate3_2446R_R_F_S2_Pellet_week9_S68_L001	Plate3_2446R_R_F_S2_week5_S43_L001	Plate3_2453R_0_F_S2_Pellet_week9_S70_L001	Plate3_2453R_0_F_S2_week5_S45_L001	Plate3_2453R_L_F_S2_Pellet_week9_S71_L001	Plate3_2453R_L_F_S2_week5_S46_L001	Plate3_2453R_R_F_S2_Pellet_week9_S72_L001	Plate3_2453R_R_F_S2_week5_S47_L001	Plate3_3795R_L_F_S2_week5_S48_L001	Plate3_3795R_L_F_S2_week9_S73_L001	Plate3_3880R_0_F_S2_week5_S49_L001	Plate3_3880R_0_F_S2_week9_S74_L001	Plate3_3880R_L_F_S2_week5_S50_L001	Plate3_3880R_L_F_S2_week9_S75_L001	Plate3_3880R_R_F_S2_week5_S51_L001	Plate3_3880R_R_F_S2_week9_S76_L001	Plate3_3909R_L_M_S2_week5_S52_L001	Plate3_3909R_L_M_S2_week9_S77_L001	Plate3_3918R_0_M_S2_week5_S53_L001	Plate3_3918R_0_M_S2_week9_S78_L001	Plate3_3918R_L_M_S2_week5_S54_L001	Plate3_3918R_L_M_S2_week9_S79_L001	Plate3_3918R_RL_M_S2_week5_S55_L001	Plate3_3918R_RL_M_S2_week9_S80_L001	Plate3_3918R_RR_M_S2_week5_S56_L001	Plate3_3918R_RR_M_S2_week9_S81_L001	Plate3_3969R_R_F_S2_Pellet_week9_S82_L001	Plate3_3969R_R_F_S2_week5_S57_L001	Plate3_3980R_0_F_S2_week5_S58_L001	Plate3_3980R_L_F_S2_Pellet_week9_S83_L001	Plate3_3980R_L_F_S2_week5_S59_L001	Plate3_3980R_R_F_S2_Pellet_week9_S84_L001	Plate3_3980R_R_F_S2_week5_S60_L001	Plate5_048R_S2_R_Female_week5_S61_L001	Plate5_048R_S2_R_Female_week9_S75_L001	Plate5_1050R_S2_L_Male_week5_S68_L001	Plate5_1050R_S2_L_Male_week9_S82_L001	Plate5_1050R_S2_RR_Male_week5_S70_L001	Plate5_1050R_S2_RR_Male_week9_S84_L001	Plate5_1050R_S2_R_Male_week5_S69_L001	Plate5_1050R_S2_R_Male_week9_S83_L001	Plate5_1127R_S2_0_Female_week5_S62_L001	Plate5_1127R_S2_0_Female_week9_S76_L001	Plate5_1127R_S2_R_Female_week5_S63_L001	Plate5_1127R_S2_R_Female_week9_S77_L001	Plate5_2514R_S2_L_Male_week5_S71_L001	Plate5_2514R_S2_L_Male_week9_S85_L001	Plate5_2514R_S2_R_Male_week5_S72_L001	Plate5_2514R_S2_R_Male_week9_S86_L001	Plate5_3995R_S2_0_Female_week5_S64_L001	Plate5_3995R_S2_0_Female_week9_S78_L001	Plate5_3995R_S2_L_Female_week5_S65_L001	Plate5_3995R_S2_L_Female_week9_S79_L001	Plate5_3995R_S2_RR_Female_week5_S67_L001	Plate5_3995R_S2_RR_Female_week9_S81_L001	Plate5_3995R_S2_R_Female_week5_S66_L001	Plate5_3995R_S2_R_Female_week9_S80_L001	Plate5_3997R_S2_L_Male_week5_S73_L001	Plate5_3997R_S2_L_Male_week9_S87_L001	Plate5_3997R_S2_R_Male_week5_S74_L001	Plate5_3997R_S2_R_Male_week9_S88_L001
GLYCOLYSIS	10729.504911589607	9286.010745087668	6751.1096635956455	11224.14175279428	14563.891218869503	9160.626423780603	12100.991669121357	10465.967798555846	11266.478592901238	13679.399134169344	14676.932670029726	13022.531973486452	15083.023401011686	13797.711236940648	11949.26585332642	8336.953165198685	8218.837944359113	10978.600064629562	11905.40087591994	13959.55379533741	12423.916612819183	13640.01384164609	10858.791861255482	8739.191307118494	12623.321687069703	10672.093734153706	13805.951108543535	9635.55769073812	13494.62732517317	14412.986850035983	11640.39076805495	11397.20332451708	13933.325358525455	15804.447603126206	10717.41953895097	9644.093872686472	8542.724426315113	12069.448891029731	11947.501143733978	9413.857589907046	14154.738048920184	9307.57923472968	12719.40368582495	13939.26750514903	10683.300538635374	7856.449709875334	13068.062055963544	9146.789020818183	8943.367416707888	12826.185719626035	13849.681975888407	9402.706381985474	10394.911066018998	11818.288326850867	7283.382231620506	8775.56424820253	5398.122980046048	7966.271516829347	10383.579780294753	10257.932479609912	10960.690154191994	9428.930647019817	10792.404557041127	12141.131162250704	10425.942196499436	11511.552151438938	13463.332507838322	10959.519813708288	10031.651539208162	11382.818470007614	11376.372876036157	10921.084965971775	12638.666963502086	10379.296708494836	11044.408926393811	15305.210552559432	11975.980003535275	18268.087430595162	11252.63840599029	9661.207511197605	17080.035654594463	14292.12965672461	12766.352997230804	19240.710807024912	11383.610993633081	11505.07139718422	11775.688487968384	13250.927534760762	12555.92435456173	20831.95021578562	8340.84587646269	17564.617580505066	10925.574186519434	25508.40509838974	16775.18955107484	10665.985058530949	11122.297870435958	15614.819479081285	11196.180919266986	19335.053475132467	10299.904254670766	18477.129243272342	12042.348078923267	21237.56339613176	17695.179153291734	9823.803156868657
GLYCOLYSIS-E-D	875.9445901639344	465.4631693989071	477.8797814207651	860.9747540983607	668.2084153005464	809.0504918032786	782.0832786885246	478.4522404371585	1524.9528961748633	1089.9487431693988	1946.967213114754	1137.7637158469945	1277.8490710382512	1501.3728961748634	447.26021857923496	710.5860109289617	809.9378142076503	803.1358469945355	772.1311475409836	3170.856612021858	760.6932240437159	2221.8045901639343	347.8142076502732	873.0663387978142	915.0163934426229	982.435081967213	1019.6448087431693	1128.1850273224043	1997.9794535519125	845.8183606557377	1919.9692896174863	956.8142076502734	2198.2513661202183	1662.485573770492	821.5368306010929	1364.9604371584699	546.7199999999999	1372.4392349726777	1389.9651366120218	576.6926775956284	1467.42	497.6250273224043	1103.034863387978	1246.7704918032787	1637.924262295082	731.4631693989071	1328.5396721311474	927.6939890710382	707.6755191256831	1181.7970491803278	1473.9932240437156	849.28	1785.5300546448086	1324.7246994535517	813.9979234972677	1807.364043715847	805.8477595628415	1521.808743169399	1271.028087431694	1533.0601092896175	1268.345573770492	1497.1727868852458	490.56360655737706	1744.5144262295084	268.46994535519127	1875.4207650273224	533.311475409836	2123.934426229508	466.8079781420765	2601.536284153005	462.1837158469945	1238.6515846994535	1623.398907103825	1211.3497267759562	1384.444699453552	1623.359344262295	1471.8600000000001	1913.1597814207648	2008.7642622950818	526.0260109289617	1672.326557377049	1371.0942076502731	1332.4582513661203	1553.2958469945354	1031.7507103825137	1099.0075409836065	1684.8511475409837	1209.2984699453552	1318.4009836065572	1976.6632786885245	980.804043715847	1636.4774863387977	1007.3887431693988	1859.0382513661202	2927.474644808743	1306.2302732240437	2007.3093989071037	1594.8537704918033	1653.228743169399	2008.168087431694	1979.1209836065573	1855.2664480874316	1686.195956284153	1770.955519125683	2257.3955191256828	843.6229508196722
GLYCOLYSIS-TCA-GLYOX-BYPASS	209.07918367346937	279.38938775510206	433.46938775510205	218.30693877551022	217.04326530612246	190.81469387755104	243.71265306122453	261.75673469387755	272.6742857142857	196.06040816326532	753.795918367347	226.49142857142857	284.429387755102	442.08000000000004	160.79510204081635	158.48816326530613	268.0604081632653	428.0179591836735	301.2244897959184	1093.4302040816326	251.69142857142856	600.7738775510204	148.40816326530614	256.7167346938776	205.71428571428572	442.9175510204082	233.6326530612245	328.0995918367347	1062.1616326530614	314.65469387755104	1105.817142857143	327.6734693877551	943.3469387755102	633.7322448979593	168.7738775510204	543.8791836734694	155.96081632653062	609.164081632653	581.0400000000001	291.1444897959184	707.2016326530613	371.12326530612245	315.2865306122449	346.7755102040816	296.3902040816327	279.38938775510206	402.81795918367345	402.6122448979592	293.04	329.56897959183675	327.8791836734694	202.5697959183674	317.38775510204084	551.6522448979592	275.40734693877556	955.7338775510204	352.22693877551023	677.3877551020408	374.26775510204084	993.3061224489796	218.73306122448983	557.5297959183674	252.30857142857144	800.3902040816328	220.40816326530614	768.4897959183673	233.6326530612245	700.8979591836735	257.56897959183675	1194.1861224489796	216.6318367346939	353.9167346938776	553.9591836734694	384.9795918367347	528.3477551020409	470.40979591836737	481.3273469387755	456.77387755102046	455.9363265306123	201.51183673469387	507.1444897959184	350.97795918367353	500.01795918367355	537.3697959183673	394.6334693877551	360.83755102040817	636.450612244898	401.77469387755104	547.4497959183674	163.9395918367347	192.06367346938777	401.98040816326534	597.6146938775511	509.8775510204082	1691.6914285714286	431.5738775510204	1046.835918367347	411.2228571428572	667.5281632653061	878.8995918367348	613.7779591836735	589.4302040816326	256.0995918367347	405.9771428571429	628.2661224489796	198.3673469387755
GLYOXYLATE-BYPASS	162.61714285714285	217.3028571428571	337.1428571428571	169.7942857142857	168.81142857142856	148.4114285714286	189.55428571428573	203.5885714285714	212.07999999999998	152.49142857142857	586.2857142857142	176.15999999999997	221.22285714285712	343.84	125.06285714285714	123.26857142857142	208.49142857142857	332.90285714285716	234.28571428571428	850.4457142857142	195.76	467.2685714285714	115.42857142857142	199.66857142857143	160.0	344.49142857142857	181.7142857142857	255.1885714285714	826.1257142857143	244.73142857142855	860.08	254.85714285714283	733.7142857142857	492.90285714285716	131.26857142857142	423.0171428571428	121.30285714285714	473.7942857142857	451.91999999999996	226.44571428571425	550.0457142857143	288.65142857142854	245.22285714285712	269.7142857142857	230.5257142857143	217.3028571428571	313.30285714285714	313.1428571428571	227.92	256.33142857142855	255.01714285714283	157.55428571428573	246.85714285714283	429.0628571428571	214.2057142857143	743.3485714285713	273.95428571428573	526.8571428571428	291.09714285714284	772.5714285714286	170.12571428571428	433.6342857142857	196.24	622.5257142857143	171.42857142857142	597.7142857142857	181.7142857142857	545.1428571428571	200.33142857142855	928.8114285714286	168.49142857142857	275.2685714285714	430.85714285714283	299.4285714285714	410.9371428571428	365.8742857142857	374.36571428571426	355.2685714285714	354.6171428571429	156.73142857142855	394.44571428571425	272.98285714285714	388.90285714285716	417.9542857142857	306.9371428571428	280.65142857142854	495.0171428571428	312.49142857142857	425.7942857142857	127.50857142857141	149.38285714285715	312.65142857142854	464.8114285714285	396.57142857142856	1315.76	335.6685714285714	814.2057142857142	319.84	519.1885714285714	683.5885714285714	477.3828571428571	458.44571428571425	199.1885714285714	315.76	488.65142857142854	154.28571428571428
HEME-BIOSYNTHESIS-II	142.29	190.14	295.0	148.57	147.71	129.86	165.86	178.14	185.57	133.43	513.0	154.14	193.57	300.86	109.43	107.86	182.43	291.29	205.0	744.14	171.29	408.86	101.0	174.71	140.0	301.43	159.0	223.29	722.86	214.14	752.57	223.0	642.0	431.29	114.86	370.14	106.14	414.57	395.43	198.14	481.29	252.57	214.57	236.0	201.71	190.14	274.14	274.0	199.43	224.29	223.14	137.86	216.0	375.43	187.43	650.43	239.71	461.0	254.71	676.0	148.86	379.43	171.71	544.71	150.0	523.0	159.0	477.0	175.29	812.71	149.6	243.53	377.0	262.0	359.57	320.14	327.57	310.86	310.29	137.14	345.14	238.86	340.29	365.71	268.57	245.57	433.14	273.43	372.57	111.57	130.71	273.57	406.71	347.0	1151.29	293.71	712.43	279.86	454.29	598.14	417.71	401.14	174.29	276.29	427.57	135.0
HEMESYN2-PWY	142.29	190.14	295.0	148.57	147.71	129.86	165.86	178.14	185.57	133.43	513.0	154.14	193.57	300.86	109.43	107.86	182.43	291.29	205.0	744.14	171.29	408.86	101.0	174.71	140.0	301.43	159.0	223.29	722.86	214.14	752.57	223.0	642.0	431.29	114.86	370.14	106.14	414.57	395.43	198.14	481.29	252.57	214.57	236.0	201.71	190.14	274.14	274.0	199.43	224.29	223.14	137.86	216.0	375.43	187.43	650.43	239.71	461.0	254.71	676.0	148.86	379.43	171.71	544.71	150.0	523.0	159.0	477.0	175.29	812.71	147.43	240.86	377.0	262.0	359.57	320.14	327.57	310.86	310.29	137.14	345.14	238.86	340.29	365.71	268.57	245.57	433.14	273.43	372.57	111.57	130.71	273.57	406.71	347.0	1151.29	293.71	712.43	279.86	454.29	598.14	417.71	401.14	174.29	276.29	427.57	135.0
HEXITOLDEGSUPER-PWY	209.07918367346937	279.38938775510206	433.46938775510205	218.30693877551022	217.04326530612246	190.81469387755104	243.71265306122453	261.75673469387755	272.6742857142857	196.06040816326532	753.795918367347	226.49142857142857	284.429387755102	442.08000000000004	160.79510204081635	158.48816326530613	268.0604081632653	428.0179591836735	301.2244897959184	1093.4302040816326	251.69142857142856	600.7738775510204	148.40816326530614	256.7167346938776	205.71428571428572	442.9175510204082	233.6326530612245	328.0995918367347	1062.1616326530614	314.65469387755104	1105.817142857143	327.6734693877551	943.3469387755102	633.7322448979593	168.7738775510204	543.8791836734694	155.96081632653062	609.164081632653	581.0400000000001	291.1444897959184	707.2016326530613	371.12326530612245	315.2865306122449	346.7755102040816	296.3902040816327	279.38938775510206	402.81795918367345	402.6122448979592	293.04	329.56897959183675	327.8791836734694	202.5697959183674	317.38775510204084	551.6522448979592	275.40734693877556	955.7338775510204	352.22693877551023	677.3877551020408	374.26775510204084	993.3061224489796	218.73306122448983	557.5297959183674	252.30857142857144	800.3902040816328	220.40816326530614	768.4897959183673	233.6326530612245	700.8979591836735	257.56897959183675	1194.1861224489796	216.6318367346939	353.9167346938776	553.9591836734694	384.9795918367347	528.3477551020409	470.40979591836737	481.3273469387755	456.77387755102046	455.9363265306123	201.51183673469387	507.1444897959184	350.97795918367353	500.01795918367355	537.3697959183673	394.6334693877551	360.83755102040817	636.450612244898	401.77469387755104	547.4497959183674	163.9395918367347	192.06367346938777	401.98040816326534	597.6146938775511	509.8775510204082	1691.6914285714286	431.5738775510204	1046.835918367347	411.2228571428572	667.5281632653061	878.8995918367348	613.7779591836735	589.4302040816326	256.0995918367347	405.9771428571429	628.2661224489796	198.3673469387755
HISDEG-PWY	6757.729610389611	6945.523896103897	4821.9518181818175	7068.667532467532	10244.467142857142	6407.615584415585	8385.94987012987	7597.623896103895	6925.087532467532	9262.695324675322	8332.84909090909	7308.183636363637	9324.062077922075	8769.055454545454	8041.814675324676	5770.213246753247	5377.148051948052	7823.646233766234	7763.706883116884	7493.05090909091	6698.631558441559	7646.625584415586	5938.0831168831155	5566.982077922076	8285.543116883115	7443.9688311688315	9921.703896103896	5838.816363636364	7355.7467532467535	9789.36116883117	6285.186623376624	7542.227922077921	8131.565844155843	9119.174155844155	7279.250129870129	5104.171428571428	5802.80948051948	6833.990259740258	7253.387142857142	5840.154285714286	7902.465454545455	5874.2706493506485	7677.211428571429	8692.108181818181	5519.256103896103	5335.985454545454	8600.914935064937	6304.228051948052	6273.279999999999	7088.8893506493505	8474.92883116883	5816.716883116883	5842.2070129870135	7528.768051948051	3982.821298701298	4378.377272727273	3095.8798701298697	4080.845064935065	6150.062987012986	6107.331558441557	5537.244415584415	5011.7188311688315	6308.575324675326	7055.307662337663	5958.212337662338	6457.498441558441	7628.044025974025	5918.072077922077	5966.185974025974	5539.225584415584	6771.960129870129	6824.444805194805	6923.124415584416	5732.826233766234	5866.370129870129	8268.325584415583	7215.516623376623	10671.852337662336	6330.665584415584	6365.195714285714	10238.427142857145	7276.950259740258	7629.315454545456	9462.38064935065	6948.825844155844	5993.678181818181	6627.60038961039	7146.454415584414	7561.700909090908	8430.194285714286	4556.736493506493	9691.750649350648	6812.813376623376	12847.966493506494	9138.225324675324	5994.526883116883	5491.105974025974	8017.297402597401	6568.719740259739	10808.91220779221	5544.385974025974	8722.144805194805	7568.939220779221	11020.257272727273	10691.074285714283	6020.724935064935
HISTSYN-PWY	15464.429999999997	17957.39230769231	19531.474615384617	17753.603846153845	18365.91538461538	16480.94307692308	21406.166153846156	19799.040769230767	21670.656923076924	24377.510769230772	20257.20076923076	17917.294615384613	23615.656153846146	14535.547692307695	14212.266153846153	16463.465384615385	16312.34538461538	19989.32461538462	21191.650769230768	24123.182307692303	21126.312307692308	17217.46153846153	15839.452307692305	17834.64153846154	15854.645384615385	23782.806153846155	20522.199999999997	17937.174615384618	19835.47846153846	17412.900769230768	14678.625384615387	19881.292307692314	19482.189230769236	19029.60076923077	18387.767692307694	14277.503846153844	14604.94153846154	14703.589999999997	17720.890769230766	16930.44076923077	16508.200769230767	19036.440769230765	16468.271538461537	19255.949999999993	18032.235384615382	17250.08076923077	17737.26615384615	17149.663846153846	15086.274615384616	16366.443846153845	17385.003846153842	14693.111538461539	12690.226153846153	18994.683846153843	18585.390000000003	20120.588461538453	24095.56307692308	16254.099230769232	25689.048461538452	19456.903846153848	16457.536923076917	15476.815384615382	18135.9676923077	16357.961538461537	14787.03769230769	15224.877692307691	18618.809230769228	16291.457692307693	18522.956923076927	18275.706153846153	14375.393846153846	18253.649230769228	21260.830769230757	19661.58384615384	18273.73538461538	20996.349230769232	19373.35153846154	22001.641538461536	19011.956923076916	15089.67	27162.89923076923	20993.986153846145	21626.223846153847	24782.537692307695	18386.981538461532	19790.92076923076	22419.816923076924	20228.33769230769	18519.402307692308	34179.91692307692	12557.896153846154	30195.65153846153	18456.640769230755	30139.201538461537	25584.57076923076	19833.291538461537	17099.738461538465	18124.777692307693	16267.964615384615	31424.676153846154	16132.85923076923	28148.47461538462	14003.243846153842	24527.453846153854	25060.679230769223	16515.869230769233
HOMOSER-METSYN-PWY	3195.7099999999996	1878.176	2110.1459999999997	3307.7599999999998	3251.52	2535.41	2944.92	2623.3899999999994	3334.926	3890.0659999999993	4192.5960000000005	4480.026	4413.264	3462.77	2693.34	1825.9540000000002	2137.04	2300.296	3244.794	5001.849999999999	4743.412	4192.929999999999	3847.1439999999993	2293.874	2930.9839999999995	2664.3959999999997	3248.24	2952.6659999999997	4146.795999999999	3436.9639999999995	3430.936	3318.1739999999995	4151.924	4617.71	2979.414	3203.68	2229.216	3786.2260000000006	3332.1959999999995	3007.714	4655.21	3408.3140000000003	3680.446	4280.849999999999	4345.246	2236.894	2877.5399999999995	2504.634	2119.296	4726.166	3694.2399999999993	2855.906	3274.476	3144.5939999999996	2828.274	3992.9559999999997	2569.6899999999996	3222.0	4171.86	3579.724	4569.582	3302.2199999999993	3858.7079999999996	3393.566	3382.3799999999997	3452.2999999999997	4634.835999999999	3744.8739999999993	3510.044	4396.540000000001	3594.959999999999	3487.4200000000005	4504.0	3572.03	4016.9500000000003	5314.3060000000005	3914.8959999999997	5496.36	3626.248	2437.3999999999996	4836.724	5611.134	3865.3699999999994	7545.494	3458.374	4568.486	4183.87	4726.160000000001	3948.666	9523.254	2828.4799999999996	7069.530000000001	2863.02	10141.529999999999	5833.15	4162.46	4421.71	5826.989999999999	3509.5099999999998	7210.2	3634.75	7854.890000000001	3031.72	7603.029999999999	4769.299999999999	3335.6600000000003
HSERMETANA-PWY	11726.379545454545	13608.295454545454	17774.994363636364	13534.932909090909	11304.818727272728	12955.791454545455	16319.659090909088	15418.23009090909	17587.058545454543	19549.94663636364	14448.802272727273	13468.497727272726	18243.247727272726	7738.8130909090905	8330.249454545454	12999.113090909092	13357.120454545453	14611.81590909091	16510.70109090909	19169.487545454547	17560.60281818182	11971.442	12518.14827272727	14391.690363636364	10019.605636363636	19828.623818181815	14340.994909090909	14284.356272727273	14689.889181818182	10565.368727272727	9710.91081818182	15559.689181818181	13276.675	12390.540363636363	14421.479545454544	10791.147727272728	11239.066454545455	9533.427818181819	12354.361363636363	13740.283545454546	10324.80509090909	16518.838090909092	11049.99090909091	13887.343727272726	14986.829	14764.217636363635	11155.051727272727	13481.378999999999	11047.21309090909	12650.007363636363	11328.925000000001	11425.322181818183	8517.929545454546	13867.03809090909	17308.342636363635	16724.884636363637	24327.36190909091	13591.08009090909	23508.786363636365	15057.927272727273	13558.604545454546	12192.466454545454	14693.431818181816	11036.821	11461.602818181818	10522.645454545454	14420.664181818182	12128.510818181818	15775.698272727272	14347.599999999999	10273.142636363636	14460.866454545454	16662.34718181818	16148.094909090909	15150.542636363636	15437.877272727274	15524.251727272727	14536.291454545455	15051.854545454544	10869.716454545454	20611.525545454544	17449.259636363637	17000.216454545454	19441.452818181817	14212.108545454546	17178.995454545453	18584.040363636363	16335.740363636363	13265.795454545454	31673.19945454545	9798.051727272727	24774.53181818182	13588.384636363637	22106.952818181817	18187.935818181817	16903.463636363635	12987.173272727274	13159.43409090909	11510.956818181818	24635.069909090907	12461.102818181818	23985.540363636363	8493.425545454545	17579.524454545455	17250.46081818182	13608.827818181817
ILEUSYN-PWY	18356.95026240964	20442.943487191704	22029.00262362357	20868.606050223923	21756.776113722535	19197.436759782053	24721.828397211426	22836.762437096622	25148.179190538664	28484.675313977958	24153.783941703994	21608.02357213362	27721.822127921776	17753.949219330094	16927.560172456837	18826.95574189054	18785.178857857612	22891.340569700293	24537.653196811432	28762.644551125813	24978.26215919627	20740.712327740534	18840.449463254296	20465.894885421694	18966.38162960866	27043.110176368784	24137.574940786577	20772.018156382204	23507.55180162152	20946.71357085382	17543.72992932957	23261.997528926127	23241.287094506657	22972.819802553084	21387.06856015062	17046.487967391127	16957.749767097645	17757.06291199562	20890.24958975614	19703.210822535308	20326.366316957156	22113.72077935499	19649.2868242577	23111.628981319744	21504.2141292072	19765.17645700702	20971.174300555336	19860.103102746074	17449.083449487458	20071.376850931745	20774.070596773356	17356.196109855846	15485.227508898533	22164.13634119973	21226.77021952091	23247.55304702377	26927.430299134598	18934.919606769297	29632.07266662308	22508.85614517186	19867.596176415183	18304.989682437645	21361.224769532884	19392.62536756947	17475.118107466653	18313.989382309857	22304.9854107361	19474.612879231412	21541.367155016356	21777.89954376828	17303.248321548417	21616.551093158083	25074.848155761618	22971.18623816931	21560.219576292	25203.889670144592	22827.842272907183	26504.515395298982	22458.152873184998	17756.62252978099	31960.399067589668	25227.839719982312	25285.127696748314	29988.71390541436	21533.45256674747	23340.66302605023	26227.505748322274	24254.741610764595	21974.365348970376	40971.68861562262	15011.99051270071	35633.16182834737	21568.296288280682	37062.7210750426	30310.89397237474	23286.719220993036	20385.888561316213	22363.256295969502	19284.171351517685	37215.09769429824	19195.42969946594	33809.11545728583	16914.843627806786	30143.546979179257	29824.743050324207	19471.901698746828
KDO-NAGLIPASYN-PWY	169.33685950413224	226.28231404958677	351.07438016528926	176.8105785123967	175.78710743801653	154.54413223140497	197.38710743801656	212.0013223140496	220.84363636363636	158.7927272727273	610.5123966942149	183.4393388429752	230.36429752066115	358.0482644628099	130.2307438016529	128.3623140495868	217.10677685950415	346.65917355371903	243.96694214876032	885.5880991735537	203.8492561983471	486.5771900826447	120.19834710743802	207.91933884297524	166.61157024793388	358.72661157024794	189.22314049586777	265.7335537190083	860.2631404958678	254.84429752066114	895.6204958677687	265.38842975206614	764.0330578512397	513.2707438016529	136.69289256198348	440.49719008264464	126.31537190082645	493.3725619834711	470.5943801652893	235.80297520661156	572.7748760330579	300.579173553719	255.35603305785125	280.8595041322314	240.0515702479339	226.28231404958677	326.2492561983471	326.08264462809916	237.33818181818182	266.9236363636364	265.555041322314	164.06479338842976	257.05785123966945	446.7927272727273	223.05719008264464	774.0654545454545	285.2747107438017	548.6280991735538	303.12595041322317	804.4958677685951	177.15570247933886	451.5530578512397	204.34909090909093	648.249917355372	178.51239669421489	622.4132231404959	189.22314049586777	567.6694214876034	208.6095867768595	967.1920661157026	175.4538842975207	286.64330578512397	448.6611570247934	311.801652892562	427.91801652892565	380.99305785123966	389.83537190082643	369.94909090909096	369.27074380165294	163.20793388429752	410.7451239669421	284.2631404958678	404.9732231404959	435.22512396694214	319.62049586776857	292.2485950413223	515.4723966942149	325.40429752066115	443.3890909090909	132.777520661157	155.55570247933886	325.5709090909091	484.0185123966942	412.9586776859504	1370.1302479338842	349.53917355371897	847.8505785123966	333.0565289256199	540.6426446280992	711.8360330578513	497.1094214876033	477.3897520661157	207.4195041322314	328.80793388429754	508.8436363636364	160.6611570247934
KETOGLUCONMET-PWY	227.664	304.224	472.0	237.712	236.336	207.77600000000004	265.37600000000003	285.024	296.912	213.48800000000003	820.8000000000001	246.624	309.712	481.37600000000003	175.08800000000002	172.57600000000002	291.88800000000003	466.0640000000001	328.0	1190.624	274.064	654.176	161.60000000000002	279.536	224.0	482.288	254.4	357.264	1156.576	342.624	1204.112	356.8	1027.2	690.0640000000001	183.776	592.224	169.824	663.312	632.6880000000001	317.024	770.0640000000001	404.112	343.312	377.6	322.73600000000005	304.224	438.624	438.40000000000003	319.088	358.86400000000003	357.024	220.57600000000002	345.6	600.688	299.88800000000003	1040.6879999999999	383.53600000000006	737.6	407.53600000000006	1081.6000000000001	238.17600000000004	607.0880000000001	274.73600000000005	871.5360000000001	240.0	836.8000000000001	254.4	763.2	280.464	1300.3360000000002	235.88800000000003	385.37600000000003	603.2	419.20000000000005	575.312	512.224	524.112	497.37600000000003	496.46400000000006	219.42399999999998	552.224	382.17600000000004	544.464	585.136	429.712	392.91200000000003	693.024	437.48800000000006	596.112	178.512	209.13600000000002	437.712	650.736	555.2	1842.064	469.936	1139.888	447.77600000000007	726.864	957.024	668.336	641.8240000000001	278.864	442.0640000000001	684.1120000000001	216.0
