	Pathways	Naive	MinPath	Total families	Families found	Ontology - pathway type	Names	Common-Name-Taxa
225	PWY0-1313	Yes	Yes	1	1	CARBOXYLATES-DEG	acetate conversion to acetyl-CoA // acetic acid conversion to acetyl-CoA	Cupriavidus necator,Escherichia coli,Haloarcula marismortui,Halobacteria,Halococcus saccharolyticus,Haloferax volcanii,Halorubrum saccharovorum,Homo sapiens,Mammalia,Saccharomyces cerevisiae
226	PWY-6863	Yes	No	9	1	Energy-Metabolism	pyruvate fermentation to hexanol (engineered) // pyruvic acid fermentation to hexanol (engineered)	Clostridium acetobutylicum,Clostridium beijerinckii,Clostridium saccharobutylicum,Cupriavidus necator,Escherichia coli,Euglena gracilis
227	PWY-6317	Yes	Yes	5	4	Carbohydrates-Degradation	D-galactose degradation I (Leloir pathway) // Leloir pathway	Escherichia coli,Glycine max,Mycoplasmoides pneumoniae,Streptococcus thermophilus,Vicia faba,Arabidopsis thaliana
228	PWY-7153	Yes	No	5	2	SECONDARY-METABOLITE-BIOSYNTHESIS	grixazone biosynthesis	Streptomyces griseus
229	PWY-6077	Yes	Yes	2	1	AROMATIC-COMPOUNDS-DEGRADATION	anthranilate degradation II (aerobic) // 2-aminobenzoate degradation (aerobic)	Aromatoleum evansii
230	PWY-701	Yes	Yes	1	1	Amino-Acid-Degradation	L-methionine degradation II	Citrobacter intermedius,Cladosporium cladosporioides,Entamoeba histolytica,Pseudomonas putida,Arabidopsis thaliana
231	MENAQUINONESYN-PWY	Yes	Yes	1	1	Cofactor-Biosynthesis	menaquinol-8 biosynthesis // vitamin K<sub>2</sub> biosynthesis I // menaquinone-8 biosynthesis	Aeromonas caviae,Aeromonas hydrophila,Allochromatium vinosum,Bacillus thuringiensis,Citrobacter freundii,Deinococcus radiodurans,Deinococcus radiophilus,Enterococcus casseliflavus,Escherichia coli,Glutamicibacter nicotianae,Halobacterium salinarum,Halococcus morrhuae,Haloferax volcanii,Halorubrum saccharovorum,Halorubrum trapanicum,Klebsiella aerogenes,Liquorilactobacillus mali,Micrococcus luteus,Mycolicibacterium phlei,Myxococcus fulvus,Nesterenkonia halobia,Pectobacterium carotovorum,Planococcus citreus,Proteus mirabilis,Proteus vulgaris,Rubrivivax gelatinosus,Salinivibrio costicola,Serratia marcescens,Staphylococcus aureus,Thermus aquaticus,Virgibacillus pantothenticus
232	PWY-6148	Yes	No	11	2	Cofactor-Biosynthesis	tetrahydromethanopterin biosynthesis // H<sub>4</sub>MPT biosynthesis	Methanocaldococcus jannaschii,Methanosarcina mazei,Methanosarcina thermophila,Methanothermobacter marburgensis,Methanothermobacter thermautotrophicus,Methylorubrum extorquens
233	PWY-7124	Yes	No	8	2	Super-Pathways // HORMONE-SYN	ethene biosynthesis V (engineered) // ethylene biosynthesis V (engineered)	Pseudomonas savastanoi,Saccharomyces cerevisiae,Synechococcus elongatus,Synechocystis sp. PCC 6803
234	PWY-6644	Yes	No	5	1	SECONDARY-METABOLITE-BIOSYNTHESIS	fluoroacetate and fluorothreonine biosynthesis	Streptantibioticus cattleyicolor
235	PWY-8511	Yes	No	5	2	Cofactor-Biosynthesis	NAD biosynthesis from nicotinamide II (deamidated pathway) // deamidated NAD salvage pathway	Escherichia coli,Salmonella enterica,Thermotoga maritima
236	PWY-8365	Yes	Yes	9	1	Lipid-Biosynthesis	C<sub>25,25</sub> CDP-archaeol biosynthesis // CDP-C<sub>25,25</sub> diether lipid biosynthesis	Aeropyrum pernix
237	PWY-5392	Yes	Yes	10	5	C1-COMPOUNDS	reductive TCA cycle II // reductive tricarboxylic acid cycle // reductive tricarboxylic acid pathway // reductive citric acid cycle // reverse citric acid cycle // carbon fixation // CO<SUB>2</SUB> fixation // reductive carboxylic acid cycle	Aquifex aeolicus,Hydrogenobacter thermophilus
238	PWY-6942	Yes	No	6	2	Carbohydrates-Biosynthesis	dTDP-D-desosamine biosynthesis	Micromonospora megalomicea,Saccharopolyspora erythraea,Streptomyces venezuelae
239	PWY-7219	Yes	Yes	3	3	Nucleotide-Biosynthesis	adenosine ribonucleotides <i>de novo</i> biosynthesis	Escherichia coli,Homo sapiens,Salmonella enterica
240	PWY-6871	Yes	Yes	3	1	Other-biosynthesis	3-methylbutanol biosynthesis (engineered)	Escherichia coli,Lactococcus lactis,Saccharomyces cerevisiae
241	PWY-5265	Yes	Yes	5	3	Super-Pathways // Cell-Structure-Biosynthesis	peptidoglycan biosynthesis II (staphylococci)	Aerococcus viridans,Arthrobacter citreus,Arthrobacter crystallopoietes,Enterococcus faecalis,Kocuria rosea,Lactococcus lactis,Leuconostoc mesenteroides,Ligilactobacillus salivarius,Micrococcus luteus,Pseudarthrobacter polychromogenes,Sporosarcina pasteurii,Sporosarcina ureae,Staphylococcus aureus,Staphylococcus epidermidis,Staphylococcus haemolyticus,Streptococcus equinus,Streptococcus pasteurianus,Streptococcus thermophilus,Weissella viridescens,Arthrobacter aurescens
242	PWY-5497	Yes	No	17	7	NUCLEO-DEG // Energy-Metabolism	purine nucleobases degradation II (anaerobic) // purine fermentation	Clostridium,Gottschalkia acidurici,Clostridium cylindrosporum
243	PWY-7316	Yes	Yes	4	2	Carbohydrates-Biosynthesis	dTDP-<i>N</i>-acetylviosamine biosynthesis // dTDP-4-acetamido-4,6-dideoxy-&alpha;-D-glucose biosynthesis	Escherichia coli
244	PWY-5981	Yes	Yes	5	3	Lipid-Biosynthesis	CDP-diacylglycerol biosynthesis III	Bacillus subtilis,Pseudomonas aeruginosa,Staphylococcus aureus,Streptococcus pneumoniae,Synechocystis sp. PCC 6803
245	PWY-7723	Yes	Yes	8	2	Bioluminescence	bacterial bioluminescence	Aliivibrio fischeri,Photobacterium leiognathi,Photobacterium phosphoreum,Vibrio harveyi
246	PWY-7185	Yes	No	5	2	NUCLEO-DEG	UTP and CTP dephosphorylation I // pyrimidine nucleotides dephosphorylation	Allium cepa,Aquifex aeolicus,Homo sapiens,Pisum sativum,Arabidopsis thaliana
247	PWY2PN3-7	Yes	No	4	1	Energy-Metabolism	photosynthesis light reactions II (cytochrome <i>c</i><sub>6</sub>)	Synechocystis sp. PCC 6803,Parasynechococcus marenigrum,Synechococcus elongatus
248	P122-PWY	Yes	Yes	18	10	Energy-Metabolism	heterolactic fermentation // lactate heterofermentation // glucose fermentation to lactate // phosphoketolase pathway // lactic acid heterofermentation // glucose fermentation to lactic acid	Fructilactobacillus sanfranciscensis,Lacticaseibacillus casei,Lentilactobacillus buchneri,Leuconostoc lactis,Leuconostoc mesenteroides,Levilactobacillus brevis,Limosilactobacillus fermentum,Limosilactobacillus reuteri,Oenococcus oeni,Weissella confusa,Weissella paramesenteroides
249	GLYSYN-PWY	Yes	Yes	1	1	Amino-Acid-Biosynthesis	glycine biosynthesis I	Escherichia coli,Saccharomyces cerevisiae,Arabidopsis thaliana
250	PWY-8504	Yes	No	9	2	SECONDARY-METABOLITE-BIOSYNTHESIS	spectinomycin biosynthesis	Streptomyces hygroscopicus,Streptomyces netropsis,Streptomyces spectabilis
251	PWY-3781	Yes	No	4	1	Energy-Metabolism	aerobic respiration I (cytochrome c)	Homo sapiens,Pseudomonas putida,Solanum tuberosum,Arabidopsis thaliana
252	PWY-7790	Yes	Yes	6	6	Nucleotide-Biosynthesis	UMP biosynthesis II // uridine-5'-phosphate biosynthesis II // <i>de novo</i> biosynthesis of uridine-5'-phosphate II // <i>de novo</i> biosynthesis of uridine-5'-monophosphate II	Lactococcus cremoris,Saccharomyces cerevisiae,Trypanosoma cruzi
253	PWY-7852	Yes	Yes	3	2	Other-biosynthesis	6-hydroxymethyl-dihydropterin diphosphate biosynthesis IV (Plasmodium)	Aureococcus anophagefferens,Clostridium botulinum,Phaeodactylum tricornutum,Phytophthora infestans,Plasmodium falciparum 3D7,Thalassiosira pseudonana
254	PWY0-1391	Yes	Yes	1	1	NUCLEO-DEG	<i>S</i>-methyl-5'-thioadenosine degradation IV // methylthioadenosine degradation IV	Escherichia coli
255	PWY-7807	Yes	No	7	2	Noncarbon-Nutrients	glyphosate degradation III // glyphosate C-P lyase enzyme system	Rhizobium rhizogenes,Burkholderia pseudomallei,Nostoc sp. PCC 7120 = FACHB-418,Brucella anthropi,Sinorhizobium meliloti
256	PWY-7942	Yes	Yes	4	1	Protein-Modification	5-oxo-L-proline metabolism // L-pyroglutamate metabolism	Bacillus subtilis,Escherichia coli,Homo sapiens,Myxococcus xanthus,Pseudomonas putida,Rattus norvegicus,Saccharomyces cerevisiae,Staphylococcus aureus
257	PWY-5122	Yes	Yes	1	1	Polyprenyl-Biosynthesis	geranyl diphosphate biosynthesis // GPP biosynthesis	Escherichia coli,Hevea brasiliensis,Mentha x piperita,Methanothermobacter marburgensis,Saccharomyces cerevisiae,Arabidopsis thaliana
258	PWY-6153	Yes	No	3	1	SECONDARY-METABOLITE-BIOSYNTHESIS	autoinducer AI-2 biosynthesis I	Escherichia coli,Porphyromonas gingivalis,Salmonella enterica
259	SAM-PWY	Yes	Yes	1	1	Cofactor-Biosynthesis	S-adenosyl-L-methionine biosynthesis // S-adenosylmethionine biosynthesis	Escherichia coli,Helicobacter pylori,Saccharomyces cerevisiae,Arabidopsis thaliana
260	PWY0-862	Yes	Yes	6	5	Lipid-Biosynthesis	(5Z)-dodecenoate biosynthesis I // (5Z)-dodec-5-enoate biosynthesis I // <i>cis</i>-dodecenoate biosynthesis I	Enterococcus faecalis,Escherichia coli,Streptococcus pneumoniae
261	PWY-8086	Yes	Yes	13	8	Energy-Metabolism	(<i>S</i>)-lactate fermentation to propanoate, acetate and hydrogen	Veillonella parvula
262	PWY-8131	Yes	No	4	1	NUCLEO-DEG	5'-deoxyadenosine degradation II // 5'-deoxyadenosine salvage II	Bacillus anthracis,Bacillus cereus,Bacillus thuringiensis,Clostridium botulinum,Clostridium tetani,Escherichia coli
263	PWY-8015	Yes	Yes	2	1	Amino-Acid-Degradation // Energy-Metabolism	glycine degradation (reductive Stickland reaction) // glycine fermentation // glycine reductive fermentation	Acetoanaerobium sticklandii,Clostridioides difficile,Clostridium aceticum,Clostridium botulinum,Clostridium sporogenes,Gottschalkia purinilytica,Peptoclostridium acidaminophilum,Peptoclostridium litorale,Treponema denticola
264	PWY-8274	Yes	Yes	1	1	Energy-Metabolism	pyruvate fermentation to (<i>R</i>)-lactate // pyruvic acid fermentation to D-lactic acid	Leuconostoc mesenteroides,Lactiplantibacillus plantarum,Escherichia coli,Enterococcus faecium,Chlamydomonas reinhardtii,Anaerotignum propionicum
265	PWY-3462	Yes	No	4	1	Amino-Acid-Biosynthesis	L-phenylalanine biosynthesis II	Nicotiana sylvestris,Oryza sativa,Sorghum bicolor,Spinacia oleracea,Arabidopsis thaliana
266	ASPASN-PWY	Yes	Yes	3	2	Super-Pathways // Amino-Acid-Biosynthesis	superpathway of L-aspartate and L-asparagine biosynthesis // Interconversion of L-aspartate and L-asparagine	Escherichia coli
267	PWY-8303	Yes	Yes	9	5	C1-COMPOUNDS	reductive glycine pathway of autotrophic CO<sub>2</sub> fixation // carbon fixation VI // glycine synthase-reductase pathway	Clostridium drakei,Desulfovibrio desulfuricans
268	PWY-8362	Yes	Yes	10	5	Energy-Metabolism	photorespiration II	Synechocystis sp. PCC 6803
269	PWY-5851	Yes	Yes	1	1	Cofactor-Biosynthesis	demethylmenaquinol-9 biosynthesis // demethylmenaquinone-9 biosynthesis	Mycobacterium tuberculosis,Glutamicibacter protophormiae,Lederbergia lenta,Blastochloris viridis,Brevibacterium fuscum,Clavibacter michiganensis,Clavibacter nebraskensis,Clavibacter sepedonicus,Corynebacterium diphtheriae,Curtobacterium citreum,Curtobacterium flaccumfaciens,Curtobacterium luteum,Dermatophilus congolensis,Enterococcus faecalis,Eisenibacter elegans,Gordonia bronchialis,Gordonia rubripertincta,Gordonia terrae,Jonesia denitrificans,Liquorilactobacillus mali,Lactococcus lactis,Lactococcus cremoris,Micrococcus luteus,Mycobacterium avium,Mycobacterium tuberculosis variant bovis,Mycolicibacterium farcinogenes,Mycobacterium intracellulare,Mycolicibacterium phlei,Mycolicibacterium smegmatis,Myxococcus fulvus,Odoribacter splanchnicus,Magnetospirillum fulvum,Magnetospirillum molischianum,Porphyromonas asaccharolytica,Porphyromonas levii,Tsukamurella paurometabola
270	PWY-8328	Yes	Yes	1	1	Energy-Metabolism	acetate and ATP formation from acetyl-CoA III // acetic acid formation from acetyl-CoA III	Syntrophus aciditrophicus
271	PWY-6387	Yes	Yes	8	8	Cell-Structure-Biosynthesis	UDP-<i>N</i>-acetylmuramoyl-pentapeptide biosynthesis I (<i>meso</i>-diaminopimelate containing)	Escherichia coli,Mycobacterium tuberculosis
272	ORN-AMINOPENTANOATE-CAT-PWY	Yes	Yes	1	1	Amino-Acid-Degradation // Amino-Acid-Biosynthesis	L-ornithine degradation I (L-proline biosynthesis)	Agrobacterium tumefaciens,Clostridium sporogenes,Pseudomonas putida
273	PWY-5659	Yes	Yes	4	4	Carbohydrates-Biosynthesis	GDP-mannose biosynthesis	Candida albicans,Escherichia coli,Homo sapiens,Pseudomonas aeruginosa,Pyrococcus horikoshii,Saccharomyces cerevisiae,Spinacia oleracea,Sus scrofa,Arabidopsis thaliana
274	PWY-6583	Yes	No	8	1	Energy-Metabolism	pyruvate fermentation to butanol I // pyruvic acid fermentation to butanol I	Clostridium acetobutylicum,Clostridium beijerinckii,Clostridium saccharobutylicum
275	PWY-6397	Yes	No	9	1	Glycan-Pathways // Cell-Structure-Biosynthesis	mycolyl-arabinogalactan-peptidoglycan complex biosynthesis // arabinogalactan biosynthesis // mAGP	Mycobacterium avium,Mycobacterium leprae,Mycobacterium tuberculosis,Mycolicibacterium smegmatis
276	PWY2DNV-3	Yes	Yes	5	1	Glycan-Pathways // Cell-Structure-Biosynthesis // Lipid-Biosynthesis	(Kdo)<sub>2</sub>-lipid A modification (<i>H. pylori</i>)	Helicobacter pylori
277	PWY-5939	Yes	Yes	2	1	Energy-Metabolism	pyruvate fermentation to (<i>R</i>)-acetoin II // D-acetoin biosynthesis II // pyruvic acid fermentation to (<i>R</i>)-acetoin II	Aeromonas hydrophila,Bacillus subtilis,Corynebacterium glutamicum,Klebsiella aerogenes,Klebsiella pneumoniae,Levilactobacillus brevis,Lacticaseibacillus casei,Lactobacillus helveticus,Lactiplantibacillus plantarum,Lactococcus lactis,Leuconostoc lactis,Leuconostoc mesenteroides,Oenococcus oeni,Pediococcus pentosaceus,Raoultella terrigena,Serratia marcescens,Brevibacillus brevis
278	PWY-621	Yes	No	4	1	Carbohydrates-Degradation	sucrose degradation III (sucrose invertase) // sucrose mobilization	Saccharomyces cerevisiae,Methylotuvimicrobium alcaliphilum,Nicotiana tabacum,Oryza sativa,Spinacia oleracea,Arabidopsis thaliana
279	PWY-8165	Yes	Yes	1	1	Cofactor-Biosynthesis	cytidylyl molybdenum cofactor sulfurylation // sulfo-cytidylyl molybdopterin cofactor biosynthesis // MCD sulfulylation	Escherichia coli,Rhodobacter capsulatus
280	LARABITOLUTIL-PWY	Yes	Yes	2	1	Alcohol-Degradation // Carbohydrates-Degradation	xylitol degradation I // L-arabitol and xylitol utilization // L-arabitol and xylitol degradation	Aspergillus niger,Aspergillus oryzae,Bos taurus,Cavia porcellus,Morganella morganii,Providencia stuartii,Serratia marcescens,Trichoderma reesei
281	PWY-6120	Yes	No	4	1	Amino-Acid-Biosynthesis	L-tyrosine biosynthesis III	Actinoplanes missouriensis,Zea mays
282	PWY0-1608	Yes	Yes	3	2	Amino-Acid-Degradation	glycine degradation	Escherichia coli
283	GLYCOCAT-PWY	Yes	Yes	7	5	Polymer-Degradation // Carbohydrates-Degradation // Glycan-Pathways	glycogen degradation I // glycogen catabolism I	Escherichia coli
284	PWY0-1582	Yes	Yes	2	2	Energy-Metabolism	glycerol-3-phosphate to fumarate electron transfer	Escherichia coli
285	PWY-5785	Yes	Yes	2	2	Cofactor-Biosynthesis // Polyprenyl-Biosynthesis	di-<i>trans</i>,poly-<i>cis</i>-undecaprenyl phosphate biosynthesis	Escherichia coli
286	BGALACT-PWY	Yes	Yes	1	1	Carbohydrates-Degradation	lactose degradation III // lactose degradation 3	Escherichia coli,Sinorhizobium meliloti Rm2011
287	PWY-2161	Yes	Yes	3	2	Cofactor-Biosynthesis	folate polyglutamylation	Corynebacterium sp.,Escherichia coli,Lacticaseibacillus casei,Solanum lycopersicum,Arabidopsis thaliana
288	ASPARTATE-DEG1-PWY	Yes	Yes	1	1	Amino-Acid-Degradation	L-aspartate degradation I	Haloferax mediterranei,Pseudoalteromonas translucida,Rattus norvegicus,Saccharolobus solfataricus,Saccharomyces cerevisiae
289	PWY-4261	Yes	Yes	2	1	Alcohol-Degradation // Carbohydrates-Degradation	glycerol degradation I	Escherichia coli,Saccharomyces cerevisiae,Arabidopsis thaliana
290	PWY-5940	Yes	No	11	1	SECONDARY-METABOLITE-BIOSYNTHESIS	streptomycin biosynthesis	Streptomyces ornatus,Streptomyces galbus,Streptomyces bikiniensis,Streptomyces griseus
291	P101-PWY	Yes	No	5	2	Polyamine-Biosynthesis	ectoine biosynthesis	Halomonas elongata,Chromohalobacter israelensis
292	PWY-8004	Yes	Yes	7	5	Carbohydrates-Degradation // Super-Pathways // Energy-Metabolism	Entner-Doudoroff pathway I // ED pathway I	Escherichia coli,Thermotoga maritima
293	2AMINOBENZDEG-PWY	Yes	Yes	1	1	AROMATIC-COMPOUNDS-DEGRADATION	anthranilate degradation III (anaerobic) // 2-aminobenzoate degradation (anaerobic)	Aromatoleum evansii,Thauera aromatica
294	PWY-8016	Yes	No	5	1	Amino-Acid-Degradation // Energy-Metabolism	L-tyrosine degradation V (reductive Stickland reaction) // L-tyrosine fermentation // L-tyrosine reductive fermentation	Clostridium botulinum,Clostridium sporogenes
295	PWY-7226	Yes	Yes	2	1	Nucleotide-Biosynthesis	guanosine deoxyribonucleotides <i>de novo</i> biosynthesis I	Escherichia coli,Homo sapiens,Saccharomyces cerevisiae,Salmonella enterica,Arabidopsis thaliana
296	CENTFERM-PWY	Yes	Yes	7	3	Energy-Metabolism	pyruvate fermentation to butanoate // central fermentation pathway // acetobutylicum fermentation // pyruvate fermentation to butyrate // pyruvic acid fermentation to butanoic acid	Butyrivibrio fibrisolvens,Clostridium acetobutylicum,Clostridium beijerinckii,Clostridium pasteurianum
297	PWY-7104	Yes	No	6	2	Carbohydrates-Biosynthesis	dTDP-&beta;-L-megosamine biosynthesis	Micromonospora megalomicea
298	PWY0-1324	Yes	No	3	1	Carbohydrates-Degradation	<i>N</i>-acetylneuraminate and <i>N</i>-acetylmannosamine degradation I // <i>N</i>-acetylneuraminate and <i>N</i>-acetylmannosamine degradation	Clostridium perfringens,Escherichia coli
299	GLYOXYLATE-BYPASS	Yes	No	6	1	Energy-Metabolism	glyoxylate cycle // glyoxylate bypass // glyoxylate shunt	Escherichia coli,Haloferax volcanii,Arabidopsis thaliana
300	PWY-6894	Yes	Yes	2	1	Cofactor-Biosynthesis	thiamine diphosphate biosynthesis I (E. coli) // vitamin B<sub>1</sub> biosynthesis // thiamin diphosphate biosynthesis I (E. coli)	Escherichia coli,Salmonella enterica
301	NAGLIPASYN-PWY	Yes	Yes	6	6	Glycan-Pathways // Cell-Structure-Biosynthesis // Lipid-Biosynthesis	lipid IV<sub>A</sub> biosynthesis (<i>E. coli</i>) // lipid-A-precursor biosynthesis (<i>E. coli</i>)	Caulobacter vibrioides,Escherichia coli
302	PWY0-1587	Yes	Yes	3	2	Nucleic-Acid-Processing	N<sup>6</sup>-L-threonylcarbamoyladenosine<sup>37</sup>-modified tRNA biosynthesis	Saccharomyces cerevisiae,Escherichia coli
303	PWY-7254	Yes	No	9	3	Energy-Metabolism	TCA cycle VII (acetate-producers) // tricarboxylic acid cycle // citric acid cycle // Krebs cycle // Szent-Gyorgyi-Krebs cycle // TCA cycle VII (acetic acid-producers)	Acetobacter aceti,Geobacter sulfurreducens
304	GLUCONEO-PWY	Yes	Yes	13	11	Carbohydrates-Biosynthesis	gluconeogenesis I	Brassica napus,Cucumis sativus,Escherichia coli,Glycine max,Hordeum vulgare,Nicotiana tabacum,Oryza sativa,Pisum sativum,Ricinus communis,Solanum lycopersicum,Solanum tuberosum,Vicia faba,Zea mays,Arabidopsis thaliana
305	GLUCOSE1PMETAB-PWY	Yes	No	5	2	Carbohydrates-Degradation	glucose and glucose-1-phosphate degradation	Escherichia coli
306	PROSYN-PWY	Yes	Yes	3	3	Amino-Acid-Biosynthesis	L-proline biosynthesis I (from L-glutamate)	Escherichia coli,Homo sapiens,Hordeum vulgare,Nicotiana tabacum,Vigna aconitifolia,Arabidopsis thaliana
307	PWY1A0-6120	Yes	No	13	6	SECONDARY-METABOLITE-BIOSYNTHESIS	streptorubin B biosynthesis	Streptomyces coelicolor
308	PWY-8174	Yes	Yes	12	6	Lipid-Biosynthesis	odd <i>iso</i>-branched-chain fatty acid biosynthesis I	Bacillus subtilis
309	PWY-5852	Yes	Yes	1	1	Cofactor-Biosynthesis	demethylmenaquinol-8 biosynthesis I // demethylmenaquinone-8 biosynthesis I	Enterococcus faecalis,Aeromonas hydrophila,Proteus vulgaris,Proteus mirabilis,Klebsiella aerogenes,Citrobacter freundii,Pectobacterium carotovorum,Escherichia coli
310	ARGDEG-III-PWY	Yes	No	3	1	Amino-Acid-Degradation	L-arginine degradation IV (arginine decarboxylase/agmatine deiminase pathway)	Pseudomonas aeruginosa,Aeromonas caviae
311	PWY-6854	Yes	Yes	2	1	HORMONE-SYN	ethene biosynthesis III (microbes) // ethylene biosynthesis III (microbes)	Penicillium digitatum,Ralstonia solanacearum,Cryptococcus albidus,Escherichia coli
312	PWY0-321	Yes	Yes	9	1	AROMATIC-COMPOUNDS-DEGRADATION	phenylacetate degradation I (aerobic)	Paraburkholderia caledonica,Aromatoleum evansii,Escherichia coli,Pseudomonas sp. Y2,Pseudomonas putida
313	PWY-7456	Yes	Yes	7	4	Polymer-Degradation // Carbohydrates-Degradation // Glycan-Pathways	&beta;-(1,4)-mannan degradation // plant mannan degradation	Bacteroides fragilis,Ruminococcus albus
314	PWY-7581	Yes	Yes	2	2	Carbohydrates-Degradation	<i>N</i>-acetylneuraminate and <i>N</i>-acetylmannosamine degradation II	Bacteroides fragilis
315	PWY-6383	Yes	No	5	1	Cofactor-Biosynthesis // Polyprenyl-Biosynthesis	<i>trans</i>,octa-<i>cis</i> decaprenyl phosphate biosynthesis // mono-<i>trans</i>,poly-<i>cis</i> decaprenyl phosphate biosynthesis	Mycobacterium tuberculosis,Mycolicibacterium smegmatis
316	PWY-8060	Yes	No	3	1	Carbohydrates-Degradation	2-deoxy-D-ribose degradation I // deoxyribose degradation I	Salmonella enterica,Citrobacter freundii,Enterobacter cloacae,Escherichia coli,Klebsiella oxytoca,Lactiplantibacillus plantarum,Raoultella terrigena,Vibrio parahaemolyticus,Yersinia sp. EA015
317	PWY-8543	Yes	Yes	1	1	SECONDARY-METABOLITE-BIOSYNTHESIS	gaburedin biosynthesis	Streptomyces venezuelae
318	PWY-7414	Yes	No	5	2	Carbohydrates-Biosynthesis	dTDP-&alpha;-D-mycaminose biosynthesis	Streptomyces fradiae,Streptomyces mycarofaciens
319	PWY-7854	Yes	No	13	2	C1-COMPOUNDS	crotonyl-CoA/ethylmalonyl-CoA/hydroxybutyryl-CoA cycle (engineered) // CO<sub>2</sub> fixation (engineered) // CETCH 5.4 cycle // crotonyl-CoA/ethylmalonyl-CoA/hydroxybutyryl-CoA cycle // carbon dioxide fixation (engineered)	Clostridium kluyveri,Escherichia coli,Homo sapiens,Methylorubrum extorquens,Nitrosopumilus maritimus,Rhodobacter capsulatus,Cereibacter sphaeroides,Arabidopsis thaliana
320	PWY-101	Yes	No	4	1	Energy-Metabolism	photosynthesis light reactions I (plastocyanin)	Chlamydomonas reinhardtii,Synechococcus elongatus,Synechocystis sp. PCC 6803,Arabidopsis thaliana
321	PWY-6906	Yes	Yes	7	1	Carbohydrates-Degradation	chitin derivatives degradation	Vibrio cholerae non-O1,Vibrio cholerae O1,Vibrio furnissii
322	PWY-6964	Yes	Yes	2	1	Noncarbon-Nutrients	ammonia assimilation cycle II // GS/GOGAT pathway	Lupinus angustifolius,Oryza sativa,Pisum sativum,Synechococcus elongatus,Vitis vinifera,Zea mays,Arabidopsis thaliana
323	PWY-8462	Yes	Yes	1	1	Carbohydrates-Biosynthesis	UDP-<i>N</i>-acetyl-&alpha;-D-mannosamine biosynthesis	Bacillus subtilis,Escherichia coli,Staphylococcus aureus,Salmonella enterica
324	PWY0-166	Yes	No	10	4	Super-Pathways // Nucleotide-Biosynthesis	superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis (<i>E. coli</i>)	Escherichia coli,Mycobacterium tuberculosis,Salmonella enterica
325	PWY0-1319	Yes	Yes	4	4	Lipid-Biosynthesis	CDP-diacylglycerol biosynthesis II	Escherichia coli,Arabidopsis thaliana
326	PWY-7791	Yes	Yes	6	6	Nucleotide-Biosynthesis	UMP biosynthesis III // uridine-5'-phosphate biosynthesis III // <i>de novo</i> biosynthesis of uridine-5'-phosphate III // <i>de novo</i> biosynthesis of uridine-5'-monophosphate III	Bacillus subtilis,Lactococcus lactis
327	PWY-8132	Yes	No	5	1	NUCLEO-DEG // Amino-Acid-Biosynthesis	<i>S</i>-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation III // dihydroxyacetone phosphate-ethylene shunt	Rhodopseudomonas palustris,Rhodospirillum rubrum
328	PWY0-1433	Yes	No	3	1	HORMONE-SYN	tetrahydromonapterin biosynthesis	Agrobacterium fabrum,Escherichia coli,Pseudomonas aeruginosa
329	PWY-2941	Yes	Yes	8	6	Amino-Acid-Biosynthesis	L-lysine biosynthesis II	Bacillus cereus,Niallia circulans,Bacillus licheniformis,Priestia megaterium,Bacillus mycoides,Bacillus pumilus,Bacillus subtilis,Brevibacillus laterosporus,Geobacillus stearothermophilus,Paenibacillus macerans,Paenibacillus polymyxa,Virgibacillus pantothenticus
330	DETOX1-PWY-1	Yes	No	4	1	REACTIVE-OXYGEN-SPECIES-DEGRADATION // Super-Pathways	reactive oxygen species degradation // removal of superoxide radicals	Homo sapiens
331	FUCCAT-PWY	Yes	Yes	4	1	Carbohydrates-Degradation	L-fucose degradation I // L-fucose catabolism	Escherichia coli
332	PWY-7883	Yes	No	9	3	Other-Degradation	peptidoglycan recycling II // 1,6-anhydro-<i>N</i>-acetylmuramic acid recycling II // cell wall recycling II // anhydromuropeptides recycling II	Pseudomonas aeruginosa,Pseudomonas putida
333	PWY-7400	Yes	No	9	3	Amino-Acid-Biosynthesis	L-arginine biosynthesis IV (archaea)	Halalkalicoccus,Haloarcula,Haloferax,Halomicrobium,Haloterrigena,Ignicoccus,Metallosphaera sedula,Natrialba,Natronomonas,Pyrobaculum,Sphaerobacter,Sulfolobus acidocaldarius,Thermobaculum,Thermomicrobium,Thermoproteus
334	PWY0-1021	Yes	Yes	1	1	Amino-Acid-Biosynthesis	L-alanine biosynthesis III	Bacillus subtilis,Escherichia coli,Homo sapiens
335	PWY-7090	Yes	Yes	5	2	Carbohydrates-Biosynthesis	UDP-2,3-diacetamido-2,3-dideoxy-&alpha;-D-mannuronate biosynthesis // UDP-ManNAc(3NAc)A biosynthesis // Wbp pathway	Bordetella pertussis,Chromobacterium violaceum,Porphyromonas gingivalis,Pseudomonas aeruginosa,Thermus thermophilus
336	NONOXIPENT-PWY	Yes	Yes	4	3	Energy-Metabolism	pentose phosphate pathway (non-oxidative branch) I	Escherichia coli
337	PWY-8277	Yes	Yes	6	4	Cofactor-Biosynthesis	NAD <i>de novo</i> biosynthesis IV (anaerobic) // nicotinamide adenine dinucleotide biosynthesis	Escherichia coli,Porphyromonas gingivalis,Pyrococcus horikoshii
