S_S2_Bs_063_v1v9_1	NADH-DEHYDROG-A-RXN
S_S2_Bs_063_v1v9_737	XYLULOKIN-RXN
S_S2_Bs_063_v1v9_738	3.4.13.9-RXN
S_S2_Bs_063_v1v9_739	3.4.13.9-RXN
S_S2_Bs_063_v1v9_740	3.4.13.9-RXN
S_S2_Bs_063_v1v9_741	ALTRODEHYDRAT-RXN
S_S2_Bs_063_v1v9_742	ALTRODEHYDRAT-RXN
S_S2_Bs_063_v1v9_743	OROTATE-REDUCTASE-NADH-RXN
S_S2_Bs_063_v1v9_744	3.2.1.55-RXN
S_S2_Bs_063_v1v9_745	3.2.1.55-RXN
S_S2_Bs_063_v1v9_746	3.2.1.55-RXN
S_S2_Bs_063_v1v9_747	DTDPDEHYDRHAMEPIM-RXN
S_S2_Bs_063_v1v9_748	BETA-PHOSPHOGLUCOMUTASE-RXN
S_S2_Bs_063_v1v9_752	RXN0-2605
S_S2_Bs_063_v1v9_753	RXN-7644
S_S2_Bs_063_v1v9_753	L-IDITOL-2-DEHYDROGENASE-RXN
S_S2_Bs_063_v1v9_754	L-GLN-FRUCT-6-P-AMINOTRANS-RXN
S_S2_Bs_063_v1v9_755	3.6.3.3-RXN
S_S2_Bs_063_v1v9_756	3.6.3.3-RXN
S_S2_Bs_063_v1v9_757	CYTIDEAM2-RXN
S_S2_Bs_063_v1v9_757	CYTIDEAM-RXN
S_S2_Bs_063_v1v9_758	RHAMNULOKIN-RXN
S_S2_Bs_063_v1v9_759	RHAMNULOKIN-RXN
S_S2_Bs_063_v1v9_760	RXN0-5205
S_S2_Bs_063_v1v9_761	RXN0-5205
S_S2_Bs_063_v1v9_762	RIBULPEPIM-RXN
S_S2_Bs_063_v1v9_763	GLYCEROL-KIN-RXN
S_S2_Bs_063_v1v9_764	5.4.2.10-RXN
S_S2_Bs_063_v1v9_765	3.6.3.40-RXN
S_S2_Bs_063_v1v9_766	ADENINE-DEAMINASE-RXN
S_S2_Bs_063_v1v9_767	ADENINE-DEAMINASE-RXN
S_S2_Bs_063_v1v9_768	RXN-15261
S_S2_Bs_063_v1v9_768	GUANINE-DEAMINASE-RXN
S_S2_Bs_063_v1v9_769	PHOSPHATE-BUTYRYLTRANSFERASE-RXN
S_S2_Bs_063_v1v9_770	3.4.21.107-RXN
S_S2_Bs_063_v1v9_771	3.4.21.107-RXN
S_S2_Bs_063_v1v9_772	3.4.21.107-RXN
S_S2_Bs_063_v1v9_773	BUTYRATE-KINASE-RXN
S_S2_Bs_063_v1v9_774	RIB5PISOM-RXN
S_S2_Bs_063_v1v9_775	RXN-1461
S_S2_Bs_063_v1v9_775	RXN-9985
S_S2_Bs_063_v1v9_776	TRE6PHYDRO-RXN
S_S2_Bs_063_v1v9_777	DEPHOSPHOCOAKIN-RXN
S_S2_Bs_063_v1v9_778	3.2.2.21-RXN
S_S2_Bs_063_v1v9_779	3.2.2.21-RXN
S_S2_Bs_063_v1v9_780	3.2.2.21-RXN
S_S2_Bs_063_v1v9_781	BTUR2-RXN
S_S2_Bs_063_v1v9_781	COBALADENOSYLTRANS-RXN
S_S2_Bs_063_v1v9_781	R344-RXN
S_S2_Bs_063_v1v9_782	L-LACTATE-DEHYDROGENASE-RXN
S_S2_Bs_063_v1v9_783	L-LACTATE-DEHYDROGENASE-RXN
S_S2_Bs_063_v1v9_784	URIDINEKIN-RXN
S_S2_Bs_063_v1v9_784	CYTIKIN-RXN
S_S2_Bs_063_v1v9_784	URKI-RXN
S_S2_Bs_063_v1v9_784	CYTIDINEKIN-RXN
S_S2_Bs_063_v1v9_785	3.1.26.11-RXN
S_S2_Bs_063_v1v9_786	3.1.26.11-RXN
S_S2_Bs_063_v1v9_787	RXN0-6254
S_S2_Bs_063_v1v9_788	KDPGALDOL-RXN
S_S2_Bs_063_v1v9_789	CHER-RXN
S_S2_Bs_063_v1v9_790	DEOXYGLUCONOKIN-RXN
S_S2_Bs_063_v1v9_791	MCPMETEST-RXN
S_S2_Bs_063_v1v9_793	RXN0-4641
S_S2_Bs_063_v1v9_794	PNKIN-RXN
S_S2_Bs_063_v1v9_794	PYRAMKIN-RXN
S_S2_Bs_063_v1v9_794	PYRIDOXKIN-RXN
S_S2_Bs_063_v1v9_795	MANNONDEHYDRAT-RXN
S_S2_Bs_063_v1v9_796	5.3.1.23-RXN
S_S2_Bs_063_v1v9_797	ACETYL-COA-CARBOXYLTRANSFER-RXN
S_S2_Bs_063_v1v9_797	RXN0-5055
S_S2_Bs_063_v1v9_798	ACETYL-COA-CARBOXYLTRANSFER-RXN
S_S2_Bs_063_v1v9_798	RXN0-5055
S_S2_Bs_063_v1v9_799	ACETYL-COA-CARBOXYLTRANSFER-RXN
S_S2_Bs_063_v1v9_799	RXN0-5055
S_S2_Bs_063_v1v9_800	ACETYL-COA-CARBOXYLTRANSFER-RXN
S_S2_Bs_063_v1v9_800	RXN0-5055
S_S2_Bs_063_v1v9_801	RXN-8953
S_S2_Bs_063_v1v9_802	2.3.1.128-RXN
S_S2_Bs_063_v1v9_803	2.3.1.128-RXN
S_S2_Bs_063_v1v9_804	2.3.1.128-RXN
S_S2_Bs_063_v1v9_805	2.3.1.128-RXN
S_S2_Bs_063_v1v9_806	2.3.1.128-RXN
S_S2_Bs_063_v1v9_807	GLUC1PADENYLTRANS-RXN
S_S2_Bs_063_v1v9_808	GLUC1PADENYLTRANS-RXN
S_S2_Bs_063_v1v9_809	METHGLYSYN-RXN
S_S2_Bs_063_v1v9_810	1.1.1.39-RXN
S_S2_Bs_063_v1v9_810	OXALODECARB-RXN
S_S2_Bs_063_v1v9_811	1.1.1.39-RXN
S_S2_Bs_063_v1v9_811	OXALODECARB-RXN
S_S2_Bs_063_v1v9_812	1.1.1.39-RXN
S_S2_Bs_063_v1v9_812	OXALODECARB-RXN
S_S2_Bs_063_v1v9_813	1.1.1.39-RXN
S_S2_Bs_063_v1v9_813	OXALODECARB-RXN
S_S2_Bs_063_v1v9_814	RXN0-5228
S_S2_Bs_063_v1v9_815	CYCLOMALTODEXTRINASE-RXN
S_S2_Bs_063_v1v9_816	3.2.1.135-RXN
S_S2_Bs_063_v1v9_817	3.2.1.133-RXN
S_S2_Bs_063_v1v9_818	4-NITROPHENYLPHOSPHATASE-RXN
S_S2_Bs_063_v1v9_822	MALTOSE-6-PHOSPHATE-GLUCOSIDASE-RXN
S_S2_Bs_063_v1v9_823	RXN0-5224
S_S2_Bs_063_v1v9_823	CARBODEHYDRAT-RXN
S_S2_Bs_063_v1v9_824	RXN0-5224
S_S2_Bs_063_v1v9_824	CARBODEHYDRAT-RXN
S_S2_Bs_063_v1v9_825	RXN-8348
S_S2_Bs_063_v1v9_827	UDP-NACMUR-ALA-LIG-RXN
S_S2_Bs_063_v1v9_828	NICOTINATEPRIBOSYLTRANS-RXN
S_S2_Bs_063_v1v9_830	RXN-14338
S_S2_Bs_063_v1v9_831	RXN-14338
S_S2_Bs_063_v1v9_832	RXN-14338
S_S2_Bs_063_v1v9_837	XANPRIBOSYLTRAN-RXN
S_S2_Bs_063_v1v9_838	RXN-12302
S_S2_Bs_063_v1v9_838	RXN-1824
S_S2_Bs_063_v1v9_839	5-METHYLTHIORIBOSE-KINASE-RXN
S_S2_Bs_063_v1v9_840	3.2.1.8-RXN
S_S2_Bs_063_v1v9_841	5.3.1.17-RXN
S_S2_Bs_063_v1v9_842	NQOR-RXN
S_S2_Bs_063_v1v9_842	RXN-12303
S_S2_Bs_063_v1v9_847	UDPSUGARHYDRO-RXN
S_S2_Bs_063_v1v9_848	RXN-14064
S_S2_Bs_063_v1v9_848	CYCPHOSDIESTER-RXN
S_S2_Bs_063_v1v9_848	RXN-14091
S_S2_Bs_063_v1v9_848	RXN-14113
S_S2_Bs_063_v1v9_848	RXN-14112
S_S2_Bs_063_v1v9_849	RXN-14064
S_S2_Bs_063_v1v9_849	CYCPHOSDIESTER-RXN
S_S2_Bs_063_v1v9_849	RXN-14091
S_S2_Bs_063_v1v9_849	RXN-14113
S_S2_Bs_063_v1v9_849	RXN-14112
S_S2_Bs_063_v1v9_850	RXN-14124
S_S2_Bs_063_v1v9_850	RXN-14126
S_S2_Bs_063_v1v9_850	3-NUCLEOTID-RXN
S_S2_Bs_063_v1v9_850	RXN-14090
S_S2_Bs_063_v1v9_850	RXN-14115
S_S2_Bs_063_v1v9_851	RXN-14124
S_S2_Bs_063_v1v9_851	RXN-14126
S_S2_Bs_063_v1v9_851	3-NUCLEOTID-RXN
S_S2_Bs_063_v1v9_851	RXN-14090
S_S2_Bs_063_v1v9_851	RXN-14115
S_S2_Bs_063_v1v9_852	RXN-15275
S_S2_Bs_063_v1v9_852	3.4.17.14-RXN
S_S2_Bs_063_v1v9_853	TRANS-RXN-250
S_S2_Bs_063_v1v9_853	3.6.3.2-RXN
S_S2_Bs_063_v1v9_858	TRANS-HEXAPRENYLTRANSTRANSFERASE-RXN
S_S2_Bs_063_v1v9_859	TRANS-HEXAPRENYLTRANSTRANSFERASE-RXN
S_S2_Bs_063_v1v9_860	DUTP-PYROP-RXN
S_S2_Bs_063_v1v9_861	3.2.1.136-RXN
S_S2_Bs_063_v1v9_861	RXN-12344
S_S2_Bs_063_v1v9_863	RXN-11051
S_S2_Bs_063_v1v9_866	FLAVONADPREDUCT-RXN
S_S2_Bs_063_v1v9_866	1.18.1.2-RXN
S_S2_Bs_063_v1v9_867	FLAVONADPREDUCT-RXN
S_S2_Bs_063_v1v9_867	1.18.1.2-RXN
S_S2_Bs_063_v1v9_868	BUTYRYL-COA-DEHYDROGENASE-RXN
S_S2_Bs_063_v1v9_868	RXN-13449
S_S2_Bs_063_v1v9_869	BUTYRYL-COA-DEHYDROGENASE-RXN
S_S2_Bs_063_v1v9_869	RXN-13449
S_S2_Bs_063_v1v9_870	RXN-13290
S_S2_Bs_063_v1v9_870	RXN-16389
S_S2_Bs_063_v1v9_870	RXN-9673
S_S2_Bs_063_v1v9_870	ACYLCOASYN-RXN
S_S2_Bs_063_v1v9_870	RXN-12184
S_S2_Bs_063_v1v9_870	RXN-16380
S_S2_Bs_063_v1v9_870	R223-RXN
S_S2_Bs_063_v1v9_870	LINOLENOYL-RXN
S_S2_Bs_063_v1v9_870	RXN66-469
S_S2_Bs_063_v1v9_870	RXN-16401
S_S2_Bs_063_v1v9_870	RXN-16402
S_S2_Bs_063_v1v9_870	RXN66-483
S_S2_Bs_063_v1v9_870	RXN66-480
S_S2_Bs_063_v1v9_870	RXN66-484
S_S2_Bs_063_v1v9_870	RXN-9623
S_S2_Bs_063_v1v9_870	RXN-9644
S_S2_Bs_063_v1v9_870	RXN-16393
S_S2_Bs_063_v1v9_870	RXN-13614
S_S2_Bs_063_v1v9_870	RXN-7904
S_S2_Bs_063_v1v9_870	RXN-12978
S_S2_Bs_063_v1v9_870	RXN66-477
S_S2_Bs_063_v1v9_870	RXN-16418
S_S2_Bs_063_v1v9_870	RXN-16415
S_S2_Bs_063_v1v9_871	RXN-13290
S_S2_Bs_063_v1v9_871	RXN-16389
S_S2_Bs_063_v1v9_871	RXN-9673
S_S2_Bs_063_v1v9_871	ACYLCOASYN-RXN
S_S2_Bs_063_v1v9_871	RXN-12184
S_S2_Bs_063_v1v9_871	RXN-16380
S_S2_Bs_063_v1v9_871	R223-RXN
S_S2_Bs_063_v1v9_871	LINOLENOYL-RXN
S_S2_Bs_063_v1v9_871	RXN66-469
S_S2_Bs_063_v1v9_871	RXN-16401
S_S2_Bs_063_v1v9_871	RXN-16402
S_S2_Bs_063_v1v9_871	RXN66-483
S_S2_Bs_063_v1v9_871	RXN66-480
S_S2_Bs_063_v1v9_871	RXN66-484
S_S2_Bs_063_v1v9_871	RXN-9623
S_S2_Bs_063_v1v9_871	RXN-9644
S_S2_Bs_063_v1v9_871	RXN-16393
S_S2_Bs_063_v1v9_871	RXN-13614
S_S2_Bs_063_v1v9_871	RXN-7904
S_S2_Bs_063_v1v9_871	RXN-12978
S_S2_Bs_063_v1v9_871	RXN66-477
S_S2_Bs_063_v1v9_871	RXN-16418
S_S2_Bs_063_v1v9_871	RXN-16415
S_S2_Bs_063_v1v9_872	RXN-13290
S_S2_Bs_063_v1v9_872	RXN-16389
S_S2_Bs_063_v1v9_872	RXN-9673
S_S2_Bs_063_v1v9_872	ACYLCOASYN-RXN
S_S2_Bs_063_v1v9_872	RXN-12184
S_S2_Bs_063_v1v9_872	RXN-16380
S_S2_Bs_063_v1v9_872	R223-RXN
S_S2_Bs_063_v1v9_872	LINOLENOYL-RXN
S_S2_Bs_063_v1v9_872	RXN66-469
S_S2_Bs_063_v1v9_872	RXN-16401
S_S2_Bs_063_v1v9_872	RXN-16402
S_S2_Bs_063_v1v9_872	RXN66-483
S_S2_Bs_063_v1v9_872	RXN66-480
S_S2_Bs_063_v1v9_872	RXN66-484
S_S2_Bs_063_v1v9_872	RXN-9623
S_S2_Bs_063_v1v9_872	RXN-9644
S_S2_Bs_063_v1v9_872	RXN-16393
S_S2_Bs_063_v1v9_872	RXN-13614
S_S2_Bs_063_v1v9_872	RXN-7904
S_S2_Bs_063_v1v9_872	RXN-12978
S_S2_Bs_063_v1v9_872	RXN66-477
S_S2_Bs_063_v1v9_872	RXN-16418
S_S2_Bs_063_v1v9_872	RXN-16415
S_S2_Bs_063_v1v9_873	RXN-12173
S_S2_Bs_063_v1v9_874	RXN-12173
S_S2_Bs_063_v1v9_875	GLYOHMETRANS-RXN
S_S2_Bs_063_v1v9_876	UDPNACETYLMURAMATEDEHYDROG-RXN
S_S2_Bs_063_v1v9_877	ALTRO-OXIDOREDUCT-RXN
S_S2_Bs_063_v1v9_878	RXN-15138
S_S2_Bs_063_v1v9_878	2-HALOACID-DEHALOGENASE-RXN
S_S2_Bs_063_v1v9_879	RXN-15138
S_S2_Bs_063_v1v9_879	2-HALOACID-DEHALOGENASE-RXN
S_S2_Bs_063_v1v9_880	RIBOSYLHOMOCYSTEINASE-RXN
S_S2_Bs_063_v1v9_881	RXN0-5260
S_S2_Bs_063_v1v9_881	RXN-15740
S_S2_Bs_063_v1v9_881	RXN-15745
S_S2_Bs_063_v1v9_882	PPENTOMUT-RXN
S_S2_Bs_063_v1v9_882	D-PPENTOMUT-RXN
S_S2_Bs_063_v1v9_883	RXN-14148
S_S2_Bs_063_v1v9_884	RXN-14148
S_S2_Bs_063_v1v9_885	RXN-14148
S_S2_Bs_063_v1v9_886	RXN-14148
S_S2_Bs_063_v1v9_887	MYO-INOSITOL-2-DEHYDROGENASE-RXN
S_S2_Bs_063_v1v9_888	MYO-INOSITOL-2-DEHYDROGENASE-RXN
S_S2_Bs_063_v1v9_889	MYO-INOSITOL-2-DEHYDROGENASE-RXN
S_S2_Bs_063_v1v9_890	MYO-INOSITOL-2-DEHYDROGENASE-RXN
S_S2_Bs_063_v1v9_891	GLU6PDEHYDROG-RXN
S_S2_Bs_063_v1v9_893	RXN-9952
S_S2_Bs_063_v1v9_894	RXN-9952
S_S2_Bs_063_v1v9_895	RXN-9952
S_S2_Bs_063_v1v9_896	6.1.1.24-RXN
S_S2_Bs_063_v1v9_897	ADENOSYLHOMOCYSTEINE-NUCLEOSIDASE-RXN
S_S2_Bs_063_v1v9_898	BIOTIN-CARBOXYL-RXN
S_S2_Bs_063_v1v9_899	BIOTIN-CARBOXYL-RXN
S_S2_Bs_063_v1v9_900	ASPARTATE-RACEMASE-RXN
S_S2_Bs_063_v1v9_901	3.2.2.23-RXN
S_S2_Bs_063_v1v9_902	TRANSALDOL-RXN
S_S2_Bs_063_v1v9_903	RXN-7933
S_S2_Bs_063_v1v9_903	ACETYLORNDEACET-RXN
S_S2_Bs_063_v1v9_906	CHOLOYLGLYCINE-HYDROLASE-RXN
S_S2_Bs_063_v1v9_907	RXN-12480
S_S2_Bs_063_v1v9_908	RXN-3341
S_S2_Bs_063_v1v9_909	RXN-3341
S_S2_Bs_063_v1v9_910	RXN-3341
S_S2_Bs_063_v1v9_911	3.4.21.105-RXN
S_S2_Bs_063_v1v9_912	GKI-RXN
S_S2_Bs_063_v1v9_913	RHAMNISOM-RXN
S_S2_Bs_063_v1v9_914	RXN0-5306
S_S2_Bs_063_v1v9_915	ASPARAGHYD-RXN
S_S2_Bs_063_v1v9_916	ASPARAGHYD-RXN
S_S2_Bs_063_v1v9_917	PYROGLUTAMYL-PEPTIDASE-I-RXN
S_S2_Bs_063_v1v9_918	TRNA-S-TRANSFERASE-RXN
S_S2_Bs_063_v1v9_919	RXN-14531
S_S2_Bs_063_v1v9_920	PEPCARBOXYKIN-RXN
S_S2_Bs_063_v1v9_921	RXN-13854
S_S2_Bs_063_v1v9_922	RXN-13854
S_S2_Bs_063_v1v9_923	RXN-13854
S_S2_Bs_063_v1v9_924	ASNSYNB-RXN
S_S2_Bs_063_v1v9_925	ASNSYNB-RXN
S_S2_Bs_063_v1v9_926	THRESYN-RXN
S_S2_Bs_063_v1v9_927	PEPSYNTH-RXN
S_S2_Bs_063_v1v9_928	PEPSYNTH-RXN
S_S2_Bs_063_v1v9_929	3.4.21.88-RXN
S_S2_Bs_063_v1v9_930	3-HYDROXYISOBUTYRATE-DEHYDROGENASE-RXN
S_S2_Bs_063_v1v9_931	HISTPRATPHYD-RXN
S_S2_Bs_063_v1v9_932	UROGENDECARBOX-RXN
S_S2_Bs_063_v1v9_932	RXN-10642
S_S2_Bs_063_v1v9_933	LYSOPHOSPHOLIPASE-RXN
S_S2_Bs_063_v1v9_933	RXN-15035
S_S2_Bs_063_v1v9_934	3.4.19.11-RXN
S_S2_Bs_063_v1v9_935	RXN-15117
S_S2_Bs_063_v1v9_935	RXN-15118
S_S2_Bs_063_v1v9_936	RXN-15117
S_S2_Bs_063_v1v9_936	RXN-15118
S_S2_Bs_063_v1v9_937	F16BDEPHOS-RXN
S_S2_Bs_063_v1v9_938	F16BDEPHOS-RXN
S_S2_Bs_063_v1v9_939	PSERTRANSAMPYR-RXN
S_S2_Bs_063_v1v9_939	PSERTRANSAM-RXN
S_S2_Bs_063_v1v9_940	GLUTRACE-RXN
S_S2_Bs_063_v1v9_941	GLUTRACE-RXN
S_S2_Bs_063_v1v9_942	CDP-GLUCOSE-46-DEHYDRATASE-RXN
S_S2_Bs_063_v1v9_943	2.7.7.33-RXN
S_S2_Bs_063_v1v9_944	RXN0-6515
S_S2_Bs_063_v1v9_945	THIAMIN-PYROPHOSPHOKINASE-RXN
S_S2_Bs_063_v1v9_946	3.4.17.19-RXN
S_S2_Bs_063_v1v9_947	URA-PHOSPH-RXN
S_S2_Bs_063_v1v9_947	URPHOS-RXN
S_S2_Bs_063_v1v9_947	THYM-PHOSPH-RXN
S_S2_Bs_063_v1v9_948	RXN-12472
S_S2_Bs_063_v1v9_950	GALACTURIDYLYLTRANS-RXN
S_S2_Bs_063_v1v9_952	RXN-9238
S_S2_Bs_063_v1v9_952	RXN-9231
S_S2_Bs_063_v1v9_952	RXN-15309
S_S2_Bs_063_v1v9_952	3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN
S_S2_Bs_063_v1v9_952	RXN-9223
S_S2_Bs_063_v1v9_953	GLYCOGENSYN-RXN
S_S2_Bs_063_v1v9_954	RXN-2043
S_S2_Bs_063_v1v9_955	RXN-2043
S_S2_Bs_063_v1v9_956	3.4.21.53-RXN
S_S2_Bs_063_v1v9_957	3.4.21.53-RXN
S_S2_Bs_063_v1v9_958	TRNA-CYTIDYLYLTRANSFERASE-RXN
S_S2_Bs_063_v1v9_959	RXN-12444
S_S2_Bs_063_v1v9_960	HOMSUCTRAN-RXN
S_S2_Bs_063_v1v9_961	ARABISOM-RXN
S_S2_Bs_063_v1v9_962	GLUTAMATE-SYNTHASE-FERREDOXIN-RXN
S_S2_Bs_063_v1v9_963	GLUTAMATE-SYNTHASE-FERREDOXIN-RXN
S_S2_Bs_063_v1v9_964	1PFRUCTPHOSN-RXN
S_S2_Bs_063_v1v9_965	RXN0-5227
S_S2_Bs_063_v1v9_965	RXN-16664
S_S2_Bs_063_v1v9_965	3.4.17.13-RXN
S_S2_Bs_063_v1v9_966	RXN0-5227
S_S2_Bs_063_v1v9_966	RXN-16664
S_S2_Bs_063_v1v9_966	3.4.17.13-RXN
S_S2_Bs_063_v1v9_967	SUCCSEMIALDDEHYDROG-RXN
S_S2_Bs_063_v1v9_968	RXN-14280
S_S2_Bs_063_v1v9_968	ALDHDEHYDROG-RXN
S_S2_Bs_063_v1v9_968	RXN-9758
S_S2_Bs_063_v1v9_968	RXN-14225
S_S2_Bs_063_v1v9_968	RXN-14224
S_S2_Bs_063_v1v9_968	RXN-10089
S_S2_Bs_063_v1v9_968	R222-RXN
S_S2_Bs_063_v1v9_968	RXN-37
S_S2_Bs_063_v1v9_968	RXN66-3
S_S2_Bs_063_v1v9_968	RXN-15819
S_S2_Bs_063_v1v9_968	RXN-15855
S_S2_Bs_063_v1v9_968	RXN6666-5
S_S2_Bs_063_v1v9_968	RXN-3443
S_S2_Bs_063_v1v9_968	RXN-10780
S_S2_Bs_063_v1v9_968	RXN-4142
S_S2_Bs_063_v1v9_968	RXN-10912
S_S2_Bs_063_v1v9_968	RXN-10917
S_S2_Bs_063_v1v9_968	RXN-10715
S_S2_Bs_063_v1v9_968	RXN66-479
S_S2_Bs_063_v1v9_968	RXN66-472
S_S2_Bs_063_v1v9_968	RXN66-476
S_S2_Bs_063_v1v9_968	RXN-16654
S_S2_Bs_063_v1v9_968	RXN-16655
S_S2_Bs_063_v1v9_968	RXN-16656
S_S2_Bs_063_v1v9_968	RXN-16653
S_S2_Bs_063_v1v9_968	RXN-15822
S_S2_Bs_063_v1v9_969	RXN-14280
S_S2_Bs_063_v1v9_969	ALDHDEHYDROG-RXN
S_S2_Bs_063_v1v9_969	RXN-9758
S_S2_Bs_063_v1v9_969	RXN-14225
S_S2_Bs_063_v1v9_969	RXN-14224
S_S2_Bs_063_v1v9_969	RXN-10089
S_S2_Bs_063_v1v9_969	R222-RXN
S_S2_Bs_063_v1v9_969	RXN-37
S_S2_Bs_063_v1v9_969	RXN66-3
S_S2_Bs_063_v1v9_969	RXN-15819
S_S2_Bs_063_v1v9_969	RXN-15855
S_S2_Bs_063_v1v9_969	RXN6666-5
S_S2_Bs_063_v1v9_969	RXN-3443
S_S2_Bs_063_v1v9_969	RXN-10780
S_S2_Bs_063_v1v9_969	RXN-4142
S_S2_Bs_063_v1v9_969	RXN-10912
S_S2_Bs_063_v1v9_969	RXN-10917
S_S2_Bs_063_v1v9_969	RXN-10715
S_S2_Bs_063_v1v9_969	RXN66-479
S_S2_Bs_063_v1v9_969	RXN66-472
S_S2_Bs_063_v1v9_969	RXN66-476
S_S2_Bs_063_v1v9_969	RXN-16654
S_S2_Bs_063_v1v9_969	RXN-16655
S_S2_Bs_063_v1v9_969	RXN-16656
S_S2_Bs_063_v1v9_969	RXN-16653
S_S2_Bs_063_v1v9_969	RXN-15822
S_S2_Bs_063_v1v9_970	RXN-14280
S_S2_Bs_063_v1v9_970	ALDHDEHYDROG-RXN
S_S2_Bs_063_v1v9_970	RXN-9758
S_S2_Bs_063_v1v9_970	RXN-14225
S_S2_Bs_063_v1v9_970	RXN-14224
S_S2_Bs_063_v1v9_970	RXN-10089
S_S2_Bs_063_v1v9_970	R222-RXN
S_S2_Bs_063_v1v9_970	RXN-37
S_S2_Bs_063_v1v9_970	RXN66-3
S_S2_Bs_063_v1v9_970	RXN-15819
S_S2_Bs_063_v1v9_970	RXN-15855
S_S2_Bs_063_v1v9_970	RXN6666-5
S_S2_Bs_063_v1v9_970	RXN-3443
S_S2_Bs_063_v1v9_970	RXN-10780
S_S2_Bs_063_v1v9_970	RXN-4142
S_S2_Bs_063_v1v9_970	RXN-10912
S_S2_Bs_063_v1v9_970	RXN-10917
S_S2_Bs_063_v1v9_970	RXN-10715
S_S2_Bs_063_v1v9_970	RXN66-479
S_S2_Bs_063_v1v9_970	RXN66-472
S_S2_Bs_063_v1v9_970	RXN66-476
S_S2_Bs_063_v1v9_970	RXN-16654
S_S2_Bs_063_v1v9_970	RXN-16655
S_S2_Bs_063_v1v9_970	RXN-16656
S_S2_Bs_063_v1v9_970	RXN-16653
S_S2_Bs_063_v1v9_970	RXN-15822
S_S2_Bs_063_v1v9_971	RXN-14280
S_S2_Bs_063_v1v9_971	ALDHDEHYDROG-RXN
S_S2_Bs_063_v1v9_971	RXN-9758
S_S2_Bs_063_v1v9_971	RXN-14225
S_S2_Bs_063_v1v9_971	RXN-14224
S_S2_Bs_063_v1v9_971	RXN-10089
S_S2_Bs_063_v1v9_971	R222-RXN
S_S2_Bs_063_v1v9_971	RXN-37
S_S2_Bs_063_v1v9_971	RXN66-3
S_S2_Bs_063_v1v9_971	RXN-15819
S_S2_Bs_063_v1v9_971	RXN-15855
S_S2_Bs_063_v1v9_971	RXN6666-5
S_S2_Bs_063_v1v9_971	RXN-3443
S_S2_Bs_063_v1v9_971	RXN-10780
S_S2_Bs_063_v1v9_971	RXN-4142
S_S2_Bs_063_v1v9_971	RXN-10912
S_S2_Bs_063_v1v9_971	RXN-10917
S_S2_Bs_063_v1v9_971	RXN-10715
S_S2_Bs_063_v1v9_971	RXN66-479
S_S2_Bs_063_v1v9_971	RXN66-472
S_S2_Bs_063_v1v9_971	RXN66-476
S_S2_Bs_063_v1v9_971	RXN-16654
S_S2_Bs_063_v1v9_971	RXN-16655
S_S2_Bs_063_v1v9_971	RXN-16656
S_S2_Bs_063_v1v9_971	RXN-16653
S_S2_Bs_063_v1v9_971	RXN-15822
S_S2_Bs_063_v1v9_972	RXN-14280
S_S2_Bs_063_v1v9_972	ALDHDEHYDROG-RXN
S_S2_Bs_063_v1v9_972	RXN-9758
S_S2_Bs_063_v1v9_972	RXN-14225
S_S2_Bs_063_v1v9_972	RXN-14224
S_S2_Bs_063_v1v9_972	RXN-10089
S_S2_Bs_063_v1v9_972	R222-RXN
S_S2_Bs_063_v1v9_972	RXN-37
S_S2_Bs_063_v1v9_972	RXN66-3
S_S2_Bs_063_v1v9_972	RXN-15819
S_S2_Bs_063_v1v9_972	RXN-15855
S_S2_Bs_063_v1v9_972	RXN6666-5
S_S2_Bs_063_v1v9_972	RXN-3443
S_S2_Bs_063_v1v9_972	RXN-10780
S_S2_Bs_063_v1v9_972	RXN-4142
S_S2_Bs_063_v1v9_972	RXN-10912
S_S2_Bs_063_v1v9_972	RXN-10917
S_S2_Bs_063_v1v9_972	RXN-10715
S_S2_Bs_063_v1v9_972	RXN66-479
S_S2_Bs_063_v1v9_972	RXN66-472
S_S2_Bs_063_v1v9_972	RXN66-476
S_S2_Bs_063_v1v9_972	RXN-16654
S_S2_Bs_063_v1v9_972	RXN-16655
S_S2_Bs_063_v1v9_972	RXN-16656
S_S2_Bs_063_v1v9_972	RXN-16653
S_S2_Bs_063_v1v9_972	RXN-15822
S_S2_Bs_063_v1v9_973	RXN-14280
S_S2_Bs_063_v1v9_973	ALDHDEHYDROG-RXN
S_S2_Bs_063_v1v9_973	RXN-9758
S_S2_Bs_063_v1v9_973	RXN-14225
S_S2_Bs_063_v1v9_973	RXN-14224
S_S2_Bs_063_v1v9_973	RXN-10089
S_S2_Bs_063_v1v9_973	R222-RXN
S_S2_Bs_063_v1v9_973	RXN-37
S_S2_Bs_063_v1v9_973	RXN66-3
S_S2_Bs_063_v1v9_973	RXN-15819
S_S2_Bs_063_v1v9_973	RXN-15855
S_S2_Bs_063_v1v9_973	RXN6666-5
S_S2_Bs_063_v1v9_973	RXN-3443
S_S2_Bs_063_v1v9_973	RXN-10780
S_S2_Bs_063_v1v9_973	RXN-4142
S_S2_Bs_063_v1v9_973	RXN-10912
S_S2_Bs_063_v1v9_973	RXN-10917
S_S2_Bs_063_v1v9_973	RXN-10715
S_S2_Bs_063_v1v9_973	RXN66-479
