	feature	metadata	value	coef	stderr	N	N.not.0	pval	qval	Pathways	Names	Level 1	Level 1.1	Level 2.1	Level 1.2	Level 2.2	Level 1.3	Level 2.3
190	GALACTARDEG-PWY	Week_and_consortia	NS1_w9w10	-0.319314722500981	0.0670101949578046	72	72	9.90536077165098e-06	1.57866687298187e-05	GALACTARDEG-PWY	D-galactarate degradation I // D-galactarate catabolism	Degradation/utilization/assimilation						
191	GLUCARGALACTSUPER-PWY	Week_and_consortia	NS1_w9w10	-0.319314722500981	0.0670101949578046	72	72	9.90536077165098e-06	1.57866687298187e-05	GLUCARGALACTSUPER-PWY	superpathway of D-glucarate and D-galactarate degradation // D-glucarate and D-galactarate catabolism super-pathway // aldarate catabolism	Superpathways						
192	GLUCUROCAT-PWY	Week_and_consortia	NS1_w9w10	0.207478360723341	0.0441528428991506	72	72	1.26736097814375e-05	2.00939098089113e-05	GLUCUROCAT-PWY	superpathway of &beta;-D-glucuronides degradation (to pyruvate) // D-glucuronate catabolism // D-glucuronate degradation // glucuronic acid degradation // glucuronate degradation // &beta;-D-glucuronide degradation	Degradation/utilization/assimilation	Degradation/utilization/assimilation	Carbohydrate degradation	Superpathways			
193	COMPLETE-ARO-PWY	Week_and_consortia	NS1_w9w10	-0.0730222163890709	0.0160602087016919	72	72	2.22356918551127e-05	3.48929318341768e-05	COMPLETE-ARO-PWY	superpathway of aromatic amino acid biosynthesis (from phospho<i>enol</i>pyruvate and D-erythrose 4-phosphate) // superpathway of L-phenylalanine, L-tyrosine, and L-tryptophan biosynthesis	Superpathways	Biosynthesis	Amino acid biosynthesis				
194	FAO-PWY	Week_and_consortia	NS1_w9w10	-0.725112750495655	0.159460646676396	72	72	2.21946315726573e-05	3.48929318341768e-05	FAO-PWY	fatty acid &beta;-oxidation I (generic)	Degradation/utilization/assimilation						
195	PWY-5973	Week_and_consortia	NS1_w9w10	0.0262496673316163	0.0057967795898604	72	72	2.37896252637589e-05	3.71409455648481e-05	PWY-5973	<i>cis</i>-vaccenate biosynthesis // <i>cis</i> vaccenic acid acid biosynthesis	Biosynthesis						
196	TCA	Week_and_consortia	NS1_w9w10	0.0899915744987294	0.0202011531721361	72	72	3.1096253461891e-05	4.8301794717455e-05	TCA	TCA cycle I (prokaryotic) // tricarboxylic acid cycle // citric acid cycle // Krebs cycle // Szent-Gyorgyi-Krebs cycle	Generation of precursor metabolites and energy						
197	METHGLYUT-PWY	Week_and_consortia	NS1_w9w10	-0.812319058133937	0.187577271099372	72	72	4.86454944867707e-05	7.51794005704638e-05	METHGLYUT-PWY	superpathway of methylglyoxal degradation	Degradation/utilization/assimilation	Superpathways					
198	GLYCOL-GLYOXDEG-PWY	Week_and_consortia	NS1_w9w10	-0.77855966110661	0.180507875074246	72	72	5.1771301549296e-05	7.96081320305757e-05	GLYCOL-GLYOXDEG-PWY	superpathway of glycol metabolism and degradation	Degradation/utilization/assimilation	Superpathways					
199	PWY-7446	Week_and_consortia	NS1_w9w10	-0.812631914615961	0.188874779581757	72	72	5.37810340331925e-05	8.22849820707845e-05	PWY-7446	sulfoquinovose degradation I // sulphoglycolysis // sulfoglycolysis // sulfo-EMP pathway	Degradation/utilization/assimilation						
200	PWY-5695	Week_and_consortia	NS1_w9w10	0.108355586421608	0.0254777404720336	72	72	6.41422433631336e-05	9.7649385418502e-05	PWY-5695	inosine 5'-phosphate degradation // IMP degradation // urate biosynthesis	Degradation/utilization/assimilation						
201	CENTFERM-PWY	Week_and_consortia	NS1_w9w10	-0.728851252015925	0.171742680793622	72	72	6.6243500979957e-05	0.0001003490658409	CENTFERM-PWY	pyruvate fermentation to butanoate // central fermentation pathway // acetobutylicum fermentation // pyruvate fermentation to butyrate // pyruvic acid fermentation to butanoic acid	Generation of precursor metabolites and energy						
202	PWY-7094	Week_and_consortia	NS1_w9w10	-0.759429121729456	0.179161457915461	72	72	6.74409199372387e-05	0.0001016597118265	PWY-7094	fatty acid salvage // &beta;-oxidation degradation - de novo fatty acid biosynthesis shunt	Biosynthesis						
203	PWY-6590	Week_and_consortia	NS1_w9w10	-0.71273457106088	0.168362266703674	72	72	6.87563324990577e-05	0.0001031344987485	PWY-6590	superpathway of <i>Clostridium acetobutylicum</i> acidogenic fermentation // acetobutylicum acidogenic fermentation	Superpathways	Generation of precursor metabolites and energy					
204	GLYCOLYSIS-TCA-GLYOX-BYPASS	Week_and_consortia	NS1_w9w10	-0.758791759630515	0.183358122503917	72	72	9.60492473323262e-05	0.0001433710716277	GLYCOLYSIS-TCA-GLYOX-BYPASS	superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass	Superpathways	Generation of precursor metabolites and energy					
205	AEROBACTINSYN-PWY	Week_and_consortia	NS1_w9w10	-0.807940845383823	0.197831999097496	72	72	0.0001160719554661	0.0001724175649157	AEROBACTINSYN-PWY	aerobactin biosynthesis	Biosynthesis						
206	PWY0-42	Week_and_consortia	NS1_w9w10	-0.794697176929932	0.195926635301191	72	72	0.0001278509488934	0.0001884033377255	PWY0-42	2-methylcitrate cycle I	Degradation/utilization/assimilation						
207	TCA-GLYOX-BYPASS	Week_and_consortia	NS1_w9w10	-0.782458692495041	0.192932323028347	72	72	0.0001280650138787	0.0001884033377255	TCA-GLYOX-BYPASS	superpathway of glyoxylate bypass and TCA	Superpathways						
208	GLYOXYLATE-BYPASS	Week_and_consortia	NS1_w9w10	-0.784666741693519	0.193691611380915	72	72	0.0001300736409564	0.0001904427470462	GLYOXYLATE-BYPASS	glyoxylate cycle // glyoxylate bypass // glyoxylate shunt	Generation of precursor metabolites and energy						
209	PWY-5747	Week_and_consortia	NS1_w9w10	-0.790380501358067	0.195309180947898	72	72	0.0001320204640192	0.0001923726761423	PWY-5747	2-methylcitrate cycle II	Degradation/utilization/assimilation						
210	ENTBACSYN-PWY	Week_and_consortia	NS1_w9w10	-0.692917313848525	0.171731956891748	72	72	0.0001375786964898	0.0001995217114971	ENTBACSYN-PWY	enterobactin biosynthesis	Superpathways	Biosynthesis	Secondary metabolite biosynthesis				
211	PWY-6629	Week_and_consortia	NS1_w9w10	-0.725472509409414	0.179914532832216	72	72	0.0001387991464442	0.0002003421642073	PWY-6629	superpathway of L-tryptophan biosynthesis	Superpathways	Biosynthesis	Amino acid biosynthesis				
212	PWY-5345	Week_and_consortia	NS1_w9w10	-0.188045552963109	0.0468544240992039	72	72	0.0001481480102104	0.0002128323526966	PWY-5345	superpathway of L-methionine biosynthesis (by sulfhydrylation)	Superpathways	Biosynthesis	Amino acid biosynthesis				
213	PWY-6901	Week_and_consortia	NS1_w9w10	0.155575536729133	0.039458362965962	72	72	0.0001886914220027	0.0002698110987516	PWY-6901	superpathway of glucose and xylose degradation	Degradation/utilization/assimilation	Superpathways					
214	LPSSYN-PWY	Week_and_consortia	NS1_w9w10	-0.725450013755481	0.186378408255585	72	72	0.0002239496054665	0.0003187375780128	LPSSYN-PWY	superpathway of Kdo<sub>2</sub>-lipid A biosynthesis	Superpathways	Biosynthesis	Fatty acid and lipid biosynthesis				
215	KDO-NAGLIPASYN-PWY	Week_and_consortia	NS1_w9w10	-0.650474570542533	0.16770808490961	72	72	0.0002346004622315	0.000332350654828	KDO-NAGLIPASYN-PWY	superpathway of (Kdo)<SUB>2</SUB>-lipid A biosynthesis (<i>E. coli</i>)	Superpathways	Glycan pathways		Biosynthesis	Cell structure biosynthesis	Biosynthesis	Fatty acid and lipid biosynthesis
216	AST-PWY	Week_and_consortia	NS1_w9w10	-0.755472466322606	0.196142217589854	72	72	0.0002569255004488	0.0003623004752873	AST-PWY	L-arginine degradation II (AST pathway) // L-arginine succinyltransferase pathway // AST pathway // ammonia-producing L-arginine catabolic pathway // L-arginine catabolism	Degradation/utilization/assimilation						
217	PWY-6897	Week_and_consortia	NS1_w9w10	0.0671698819915859	0.0174524289488739	72	72	0.0002594585888108	0.0003641941659455	PWY-6897	thiamine diphosphate salvage II // thiamin salvage II	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis				
218	PWY-5860	Week_and_consortia	NS1_w9w10	0.161264224688376	0.0424279551954101	72	72	0.0003046068417169	0.0004236804252972	PWY-5860	superpathway of demethylmenaquinol-6 biosynthesis I // superpathway of demethylmenaquinone-6 biosynthesis	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis				
219	PWY-5862	Week_and_consortia	NS1_w9w10	0.161264224688376	0.0424279551954101	72	72	0.0003046068417169	0.0004236804252972	PWY-5862	superpathway of demethylmenaquinol-9 biosynthesis // superpathway of demethylmenaquinone-9 biosynthesis	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis				
220	GALLATE-DEGRADATION-II-PWY	Week_and_consortia	NS1_w9w10	0.732192627822531	0.20372829216177	72	64	0.0006017271329388	0.0008331606456076	GALLATE-DEGRADATION-II-PWY	gallate degradation I	Degradation/utilization/assimilation						
221	PWY-5845	Week_and_consortia	NS1_w9w10	0.127307346149905	0.0356029435862505	72	72	0.0006382186590015	0.0008718522752432	PWY-5845	superpathway of menaquinol-9 biosynthesis // vitamin K<sub>2</sub> biosynthesis // superpathway of menaquinone-9 biosynthesis	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis				
222	PWY-5850	Week_and_consortia	NS1_w9w10	0.127307346149905	0.0356029435862505	72	72	0.0006382186590015	0.0008718522752432	PWY-5850	superpathway of menaquinol-6 biosynthesis // superpathway of menaquinone-6 biosynthesis	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis				
223	PWY-5896	Week_and_consortia	NS1_w9w10	0.127307346149905	0.0356029435862505	72	72	0.0006382186590015	0.0008718522752432	PWY-5896	superpathway of menaquinol-10 biosynthesis // vitamin K<sub>2</sub> biosynthesis // superpathway of menaquinone-10 biosynthesis	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis				
224	P461-PWY	Week_and_consortia	NS1_w9w10	-0.214815174261607	0.0614484582425506	72	72	0.0008246021530107	0.0011214589280946	P461-PWY	hexitol fermentation to lactate, formate, ethanol and acetate // sorbitol metabolism // sorbitol fermentation // mannitol fermentation // sugar alcohol fermentation // hexitol fermentation to lactic acid, formic acid, ethanol and acetic acid	Degradation/utilization/assimilation	Degradation/utilization/assimilation	Carbohydrate degradation	Superpathways		Generation of precursor metabolites and energy	
225	PWY-5837	Week_and_consortia	NS1_w9w10	-0.176222925639351	0.0505913562648605	72	72	0.0008583348918705	0.0011621702518247	PWY-5837	1,4-dihydroxy-2-naphthoate biosynthesis	Biosynthesis						
226	HCAMHPDEG-PWY	Week_and_consortia	NS1_w9w10	-0.68240996329995	0.197831999097496	72	72	0.0009554731482942	0.0012767457789433	HCAMHPDEG-PWY	3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-hydroxypentadienoate // 3-phenylpropionate and 3-(3-hydroxyphenyl)propionate degradation to 2-oxopent-4-enoate	Degradation/utilization/assimilation						
227	PWY-5676	Week_and_consortia	NS1_w9w10	0.240469985300657	0.0696949861303742	72	72	0.0009528250040778	0.0012767457789433	PWY-5676	acetyl-CoA fermentation to butanoate // acetyl-CoA fermentation to butyrate II // acetyl-CoA fermentation to butanoic acid II	Superpathways	Generation of precursor metabolites and energy					
228	PWY-6690	Week_and_consortia	NS1_w9w10	-0.68240996329995	0.197831999097496	72	72	0.0009554731482942	0.0012767457789433	PWY-6690	cinnamate and 3-hydroxycinnamate degradation to 2-hydroxypentadienoate	Degradation/utilization/assimilation						
229	PWY0-1533	Week_and_consortia	NS1_w9w10	-0.639903689539949	0.185960486746498	72	72	0.0009810665276858	0.0013052450324864	PWY0-1533	methylphosphonate degradation I // carbon-phosphorus lyase pathway	Degradation/utilization/assimilation						
230	PWY-5863	Week_and_consortia	NS1_w9w10	-0.161758313821299	0.0475927924429608	72	72	0.0011205736670578	0.0014843962862325	PWY-5863	superpathway of phylloquinol biosynthesis // superpathway of phylloquinone biosynthesis	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis				
231	HEME-BIOSYNTHESIS-II	Week_and_consortia	NS1_w9w10	0.542052495500015	0.16452255218538	72	72	0.001548125184686	0.0020419237349738	HEME-BIOSYNTHESIS-II	heme <i>b</i> biosynthesis I (aerobic)	Biosynthesis	Biosynthesis	Tetrapyrrole biosynthesis				
232	PHOSLIPSYN-PWY	Week_and_consortia	NS1_w9w10	-0.0539028847946506	0.016430615247118	72	72	0.0016164701391775	0.0021229178651859	PHOSLIPSYN-PWY	superpathway of phospholipid biosynthesis III (<i>E. coli</i>)	Superpathways	Biosynthesis	Fatty acid and lipid biosynthesis				
233	PWY-5918	Week_and_consortia	NS1_w9w10	0.51029073583402	0.157297913575421	72	72	0.0018075057736779	0.002363661396348	PWY-5918	superpathway of heme <i>b</i> biosynthesis from glutamate	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis	Biosynthesis	Tetrapyrrole biosynthesis		
234	PWY-7208	Week_and_consortia	NS1_w9w10	0.0277439206789981	0.0086739048787735	72	72	0.0020754232711024	0.0027024660466269	PWY-7208	superpathway of pyrimidine nucleobases salvage	Superpathways	Biosynthesis	Nucleoside and nucleotide biosynthesis				
235	PWY-5840	Week_and_consortia	NS1_w9w10	0.102354061959102	0.0321310430057469	72	72	0.0021586517338123	0.0027989297904515	PWY-5840	superpathway of menaquinol-7 biosynthesis // vitamin K<sub>2</sub> biosynthesis // superpathway of menaquinone-7 biosynthesis	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis				
236	PWY-5384	Week_and_consortia	NS1_w9w10	-0.241010761994326	0.0790810192368006	72	72	0.0032525367297753	0.004199477803001	PWY-5384	sucrose degradation IV (sucrose phosphorylase)	Degradation/utilization/assimilation						
237	TRNA-CHARGING-PWY	Week_and_consortia	NS1_w9w10	0.0235756222561717	0.0078729014519757	72	72	0.0037975589316628	0.0048825757692807	TRNA-CHARGING-PWY	tRNA charging	Macromolecule modification	Metabolic clusters					
238	PWY-5910	Week_and_consortia	NS1_w9w10	-0.613064455449409	0.204811578382639	72	72	0.0038273370428423	0.00490027253184	PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate) // GGPP biosynthesis	Superpathways	Biosynthesis	Polyprenyl biosynthesis	Biosynthesis	Secondary metabolite biosynthesis		
239	PWY-922	Week_and_consortia	NS1_w9w10	-0.615395233393736	0.205716747175731	72	72	0.0038477850841491	0.0049059259822901	PWY-922	mevalonate pathway I (eukaryotes and bacteria) // isoprenoid pathway // MVA pathway // isopentenyl diphosphate biosynthesis // dimethylallyl diphosphate biosynthesis	Biosynthesis						
240	PWY4FS-7	Week_and_consortia	NS1_w9w10	0.0681281828345807	0.0235590360709816	72	72	0.0050993382693718	0.006447923596809	PWY4FS-7	phosphatidylglycerol biosynthesis I (acyl-[acp] donor)	Superpathways	Biosynthesis	Fatty acid and lipid biosynthesis				
241	PWY4FS-8	Week_and_consortia	NS1_w9w10	0.0681281828345807	0.0235590360709816	72	72	0.0050993382693567	0.006447923596809	PWY4FS-8	phosphatidylglycerol biosynthesis II (acyl-CoA donor)	Superpathways	Biosynthesis	Fatty acid and lipid biosynthesis				
242	COLANSYN-PWY	Week_and_consortia	NS1_w9w10	-0.11736746378972	0.0414355940870221	72	72	0.0060270083337359	0.0075584612709967	COLANSYN-PWY	colanic acid building blocks biosynthesis	Superpathways	Biosynthesis	Carbohydrate biosynthesis				
243	FUC-RHAMCAT-PWY	Week_and_consortia	NS1_w9w10	-0.106226146923854	0.0374911530495291	72	72	0.0060128748593578	0.0075584612709967	FUC-RHAMCAT-PWY	superpathway of fucose and rhamnose degradation // fucose and rhamnose catabolism	Superpathways						
244	PWY-5686	Week_and_consortia	NS1_w9w10	0.021981737488372	0.0079041984393657	72	72	0.0069566063882685	0.0086886594073885	PWY-5686	UMP biosynthesis I // uridine-5'-phosphate biosynthesis I // <i>de novo</i> biosynthesis of uridine-5'-phosphate I // <i>de novo</i> biosynthesis of uridine-5'-monophosphate I	Biosynthesis						
245	PWY0-1277	Week_and_consortia	NS1_w9w10	-0.422412109468648	0.153694642573121	72	72	0.0076118690626722	0.0094684224925923	PWY0-1277	3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation // 3-phenylpropionate and 3-(3-hydroxyphenyl)propionate degradation	Degradation/utilization/assimilation	Superpathways					
246	ECASYN-PWY	Week_and_consortia	NS1_w9w10	-0.443125708693587	0.16243268249934	72	72	0.008048101234195	0.009970522176776	ECASYN-PWY	enterobacterial common antigen biosynthesis // ECA biosynthesis	Glycan pathways	Biosynthesis	Carboxylic acid biosynthesis				
247	PWY0-1241	Week_and_consortia	NS1_w9w10	0.150816453976995	0.0565090717857415	72	72	0.0094511325459638	0.0116614780607457	PWY0-1241	ADP-L-<i>glycero</i>-&beta;-D-<i>manno</i>-heptose biosynthesis	Biosynthesis						
248	PWY-7013	Week_and_consortia	NS1_w9w10	0.17671706996561	0.0669021646017405	72	72	0.0101752400625435	0.0125045118840896	PWY-7013	(<i>S</i>)-propane-1,2-diol degradation // propylene glycol degradation // L-1,2-propanediol degradation	Degradation/utilization/assimilation	Generation of precursor metabolites and energy					
249	FUCCAT-PWY	Week_and_consortia	NS1_w9w10	-0.0867020926293774	0.0328315183903306	72	72	0.0102203849032979	0.0125097511216366	FUCCAT-PWY	L-fucose degradation I // L-fucose catabolism	Degradation/utilization/assimilation						
250	PWY-7323	Week_and_consortia	NS1_w9w10	-0.0586184116173994	0.0230273077270373	72	72	0.0131138045516644	0.0159873473817104	PWY-7323	superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	Superpathways	Biosynthesis	Carbohydrate biosynthesis				
251	RHAMCAT-PWY	Week_and_consortia	NS1_w9w10	-0.132424453681942	0.0557635350651545	72	72	0.0203056103068235	0.0246568125154285	RHAMCAT-PWY	L-rhamnose degradation I // rhamnose catabolism // rhamnose degradation	Degradation/utilization/assimilation						
252	GLUCARDEG-PWY	Week_and_consortia	NS1_w9w10	-0.203523325221585	0.0947113354873315	72	72	0.0351040602576396	0.042457875252323	GLUCARDEG-PWY	<i>D</i>-glucarate degradation I // <i>D</i>-glucarate catabolism	Degradation/utilization/assimilation						
253	PWY-2941	Week_and_consortia	NS1_w9w10	-0.47037159821252	0.219640608540177	72	72	0.0357622411702185	0.0430836448743578	PWY-2941	L-lysine biosynthesis II	Biosynthesis						
254	PWY-2942	Week_and_consortia	NS1_w9w10	0.0089321944567739	0.0044994693855537	72	72	0.0510453237929435	0.0612543885515322	PWY-2942	L-lysine biosynthesis III	Biosynthesis						
255	FASYN-INITIAL-PWY	Week_and_consortia	NS1_w9w10	-0.0968161273743914	0.0490836279773386	72	72	0.0525068016022227	0.0623229455499676	FASYN-INITIAL-PWY	superpathway of fatty acid biosynthesis initiation	Superpathways	Biosynthesis	Fatty acid and lipid biosynthesis				
256	PWY-5180	Week_and_consortia	NS1_w9w10	0.169045571124247	0.0857172632769246	72	72	0.052546797228404	0.0623229455499676	PWY-5180	toluene degradation I (aerobic) (<I>via</I> <i>o</I>-cresol)	Degradation/utilization/assimilation	Superpathways					
257	PWY-5182	Week_and_consortia	NS1_w9w10	0.169045571124247	0.0857172632769246	72	72	0.052546797228404	0.0623229455499676									
258	PWY-5913	Week_and_consortia	NS1_w9w10	0.0849251233004938	0.0437073375623284	72	72	0.0560336355744971	0.0662019014895603	PWY-5913	partial TCA cycle (obligate autotrophs) // TCA cycle VI (obligate autotrophs)	Generation of precursor metabolites and energy						
259	PWY-6588	Week_and_consortia	NS1_w9w10	0.139797623538232	0.0763665536292775	72	72	0.0714149762760663	0.0840499336172165	PWY-6588	pyruvate fermentation to acetone // acetone fermentation // pyruvic acid fermentation to acetone	Generation of precursor metabolites and energy						
260	PWY-7211	Week_and_consortia	NS1_w9w10	-0.0653368002610841	0.0365094593052738	72	72	0.0778459158548258	0.0912676254849682	PWY-7211	superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis	Superpathways	Biosynthesis	Nucleoside and nucleotide biosynthesis				
261	PWY-6121	Week_and_consortia	NS1_w9w10	0.0142306049242375	0.0080036569495	72	72	0.0797446738862229	0.0931369091953596	PWY-6121	5-aminoimidazole ribonucleotide biosynthesis I	Biosynthesis						
262	PWY-5304	Week_and_consortia	NS1_w9w10	-0.152418076912218	0.0860358556993264	72	72	0.0808192327474865	0.0940330236529691	PWY-5304	superpathway of sulfur oxidation (<i>Acidianus ambivalens</i>)	Degradation/utilization/assimilation	Superpathways					
263	PWY-1861	Week_and_consortia	NS1_w9w10	-0.196767317147165	0.114970238155978	72	72	0.0914235313765061	0.105968184095496	PWY-1861	formaldehyde assimilation II (assimilatory RuMP Cycle) // ribulose monophosphate cycle // formaldehyde assimilation // assimilatory RuMP pathway	Degradation/utilization/assimilation						
264	PWY-7200	Week_and_consortia	NS1_w9w10	-0.0413792408155456	0.0253818529763978	72	72	0.10753662341647	0.124174365152603	PWY-7200	superpathway of pyrimidine deoxyribonucleoside salvage	Superpathways	Biosynthesis	Nucleoside and nucleotide biosynthesis				
265	FASYN-ELONG-PWY	Week_and_consortia	NS1_w9w10	0.0203421761554187	0.0128117331129216	72	72	0.116843842388648	0.134414345003483	FASYN-ELONG-PWY	fatty acid elongation -- saturated	Biosynthesis						
266	POLYAMINSYN3-PWY	Week_and_consortia	NS1_w9w10	0.185119912064925	0.117226975344808	72	72	0.118808412949254	0.136162450795774	POLYAMINSYN3-PWY	superpathway of polyamine biosynthesis II // polyamn	Superpathways	Biosynthesis	Amide, amidine, amine, and polyamine biosynthesis				
267	ARGSYN-PWY	Week_and_consortia	NS1_w9w10	-0.0246424686601918	0.015821862490176	72	72	0.12386302537074	0.141425693147188	ARGSYN-PWY	L-arginine biosynthesis I (via L-ornithine)	Superpathways	Biosynthesis	Amino acid biosynthesis				
268	ARG-POLYAMINE-SYN	Week_and_consortia	NS1_w9w10	0.12346525657163	0.085765628286692	72	72	0.154447480193892	0.17569118564807									
269	POLYAMSYN-PWY	Week_and_consortia	NS1_w9w10	0.128831024934493	0.0915310244531775	72	72	0.16370077443116	0.185527544355315	POLYAMSYN-PWY	superpathway of polyamine biosynthesis I // spermidine biosynthesis // putrescine biosynthesis // polyamine biosynthesis I // aminopropylcadaverine biosynthesis	Superpathways	Biosynthesis	Amide, amidine, amine, and polyamine biosynthesis				
270	PWY-7400	Week_and_consortia	NS1_w9w10	-0.0216499737156959	0.0155286731704779	72	72	0.167668912521159	0.189323569119832	PWY-7400	L-arginine biosynthesis IV (archaea)	Biosynthesis						
271	PWY490-3	Week_and_consortia	NS1_w9w10	0.414734335046091	0.302043189339698	72	72	0.17416621081296	0.19593698716458	PWY490-3	nitrate reduction VI (assimilatory) // nitrate assimilation	Degradation/utilization/assimilation						
272	PWY-5677	Week_and_consortia	NS1_w9w10	-0.119039736798521	0.0878948641636964	72	72	0.179982988235996	0.201739173627161	PWY-5677	succinate fermentation to butanoate // succinate fermentation to butyrate // succinic acid fermentation to butanoic acid	Generation of precursor metabolites and energy						
273	PWY-6122	Week_and_consortia	NS1_w9w10	-0.0125390618539047	0.0095420864409057	72	72	0.193109442223514	0.214878142983255	PWY-6122	5-aminoimidazole ribonucleotide biosynthesis II	Biosynthesis						
274	PWY-6277	Week_and_consortia	NS1_w9w10	-0.0125390618539047	0.0095420864409057	72	72	0.193109442223514	0.214878142983255	PWY-6277	superpathway of 5-aminoimidazole ribonucleotide biosynthesis (from PRPP)	Superpathways	Biosynthesis	Nucleoside and nucleotide biosynthesis				
275	PWY-6163	Week_and_consortia	NS1_w9w10	-0.0096850049521951	0.0075380702533303	72	72	0.203093228434601	0.225168579351406	PWY-6163	chorismate biosynthesis from 3-dehydroquinate	Biosynthesis						
276	PWY-6630	Week_and_consortia	NS1_w9w10	-0.202819448314922	0.160267326465112	72	72	0.20988571734245	0.23185931229888	PWY-6630	superpathway of L-tyrosine biosynthesis	Superpathways	Biosynthesis	Amino acid biosynthesis				
277	PWY-6628	Week_and_consortia	NS1_w9w10	-0.202413452718097	0.160281850223111	72	72	0.210830255635729	0.232064957642205	PWY-6628	superpathway of L-phenylalanine biosynthesis	Superpathways	Biosynthesis	Amino acid biosynthesis				
278	TEICHOICACID-PWY	Week_and_consortia	NS1_w9w10	0.039948668367292	0.0319992538635335	72	72	0.216034910316732	0.236941514540932	TEICHOICACID-PWY	poly(glycerol phosphate) wall teichoic acid biosynthesis // major teichoic acid biosynthesis // glycerol teichoic acid biosynthesis	Biosynthesis						
279	PWY0-1479	Week_and_consortia	NS1_w9w10	0.20741797306966	0.170638085865762	72	72	0.228242673893696	0.249436636469539	PWY0-1479	tRNA processing	Macromolecule modification						
280	PWY-5097	Week_and_consortia	NS1_w9w10	0.0097441731084468	0.0080358083275131	72	72	0.229361671310187	0.249767513953443	PWY-5097	L-lysine biosynthesis VI	Biosynthesis						
281	HISTSYN-PWY	Week_and_consortia	NS1_w9w10	0.0112994551281833	0.0095592522458189	72	72	0.241188192590835	0.261714847279417	HISTSYN-PWY	L-histidine biosynthesis	Biosynthesis						
282	PWY-5838	Week_and_consortia	NS1_w9w10	0.0343632699977097	0.030401458752684	72	72	0.26220099557324	0.283510617121595	PWY-5838	superpathway of menaquinol-8 biosynthesis I // vitamin K<sub>2</sub> biosynthesis I // superpathway of menaquinone-8 biosynthesis I	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis				
283	PWY-5100	Week_and_consortia	NS1_w9w10	-0.0304909469628513	0.0305003153056799	72	72	0.320902470311913	0.345761112378329	PWY-5100	pyruvate fermentation to acetate and lactate II // pyruvic acid fermentation to acetic acid and lactic acid II	Superpathways	Generation of precursor metabolites and energy					
284	PWY-7003	Week_and_consortia	NS1_w9w10	0.0548034556542562	0.0553477572732511	72	72	0.32550348527256	0.349487952608433	PWY-7003	glycerol degradation to butanol	Superpathways	Generation of precursor metabolites and energy					
285	PWY-7219	Week_and_consortia	NS1_w9w10	0.0103186103183672	0.0104931612556021	72	72	0.32881442241216	0.351808437965458	PWY-7219	adenosine ribonucleotides <i>de novo</i> biosynthesis	Biosynthesis						
286	PWY0-1061	Week_and_consortia	NS1_w9w10	0.0123094083819323	0.0128373398424324	72	72	0.340921845688437	0.363491584601609	PWY0-1061	superpathway of L-alanine biosynthesis	Superpathways	Biosynthesis	Amino acid biosynthesis				
287	PWY-5861	Week_and_consortia	NS1_w9w10	0.0339345818076805	0.0355839758978902	72	72	0.343543537778456	0.365015008889609	PWY-5861	superpathway of demethylmenaquinol-8 biosynthesis I // superpathway of demethylmenaquinone-8 biosynthesis I	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis				
288	PWY-7184	Week_and_consortia	NS1_w9w10	-0.0403769302168096	0.0426134074894347	72	72	0.346634973346322	0.367025265896105	PWY-7184	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I	Metabolic clusters	Biosynthesis	Nucleoside and nucleotide biosynthesis				
289	LACTOSECAT-PWY	Week_and_consortia	NS1_w9w10	-0.14008902159419	0.157759008270314	72	72	0.377628493160293	0.398463168644999	LACTOSECAT-PWY	lactose degradation I // lactose 6-P degradation I // lactose 6-phosphate degradation // lactose 6'-phosphate degradation	Degradation/utilization/assimilation						
290	RUMP-PWY	Week_and_consortia	NS1_w9w10	-0.0903163592482989	0.109708720513806	72	72	0.413168681933733	0.434466036672585	RUMP-PWY	formaldehyde oxidation I // dissimilatory RUMP cycle	Degradation/utilization/assimilation	Generation of precursor metabolites and energy					
291	PWY-6891	Week_and_consortia	NS1_w9w10	-0.108843488305504	0.148019703591509	72	72	0.464594525988304	0.486869606001442	PWY-6891	thiazole component of thiamine diphosphate biosynthesis II // 2-(2-carboxy-4-methylthiazol-5-yl)ethyl phosphate biosynthesis	Biosynthesis						
