	feature	metadata	value	coef	stderr	N	N.not.0	pval	qval	Pathways	Names	Level 1	Level 1.1	Level 2.1	Level 1.2	Level 2.2	Level 1.3	Level 2.3
100	PENTOSE-P-PWY	Week_and_consortia	NS6_w5w6	0.406735156683419	0.0422227412459921	54	54	3.71927651233729e-13	1.1305127616708399e-12	PENTOSE-P-PWY	pentose phosphate pathway // pentose shunt // hexose monophosphate shunt // phosphogluconate pathway // superpathway of oxidative and non-oxidative branches of pentose phosphate pathway // HMP shunt	Superpathways	Generation of precursor metabolites and energy					
101	GALACTARDEG-PWY	Week_and_consortia	NS6_w5w6	0.568443375918765	0.0592631890258483	54	54	4.29620706234525e-13	1.28051996906795e-12	GALACTARDEG-PWY	D-galactarate degradation I // D-galactarate catabolism	Degradation/utilization/assimilation						
102	GLUCARGALACTSUPER-PWY	Week_and_consortia	NS6_w5w6	0.568443375918765	0.0592631890258483	54	54	4.29620706234525e-13	1.28051996906795e-12	GLUCARGALACTSUPER-PWY	superpathway of D-glucarate and D-galactarate degradation // D-glucarate and D-galactarate catabolism super-pathway // aldarate catabolism	Superpathways						
103	PWY-7210	Week_and_consortia	NS6_w5w6	-0.747377929257653	0.0791630709704952	54	54	7.29234729594143e-13	2.15264482678271e-12	PWY-7210	pyrimidine deoxyribonucleotides biosynthesis from CTP	Metabolic clusters	Biosynthesis	Nucleoside and nucleotide biosynthesis				
104	P562-PWY	Week_and_consortia	NS6_w5w6	-2.22962566786422	0.238249283617864	54	54	1.1701326803859799e-12	3.4212450750333e-12	P562-PWY	<I>myo</I>-inositol degradation I	Degradation/utilization/assimilation						
105	UBISYN-PWY	Week_and_consortia	NS6_w5w6	-0.428364440532136	0.0460860327761803	54	54	1.22014774204136e-12	3.53382412081789e-12	UBISYN-PWY	superpathway of ubiquinol-8 biosynthesis (early decarboxylation) // superpathway of ubiquinone-8 biosynthesis (prokaryotic) // superpathway of ubiquinol-8 biosynthesis (prokaryotic)	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis				
106	PWY-7003	Week_and_consortia	NS6_w5w6	-1.13320887216251	0.122530136579342	54	54	1.43788391607771e-12	4.12551740407343e-12	PWY-7003	glycerol degradation to butanol	Superpathways	Generation of precursor metabolites and energy					
107	ARO-PWY	Week_and_consortia	NS6_w5w6	-0.174181905880499	0.0188530154035248	54	54	1.48683435424575e-12	4.2264643217911594e-12	ARO-PWY	chorismate biosynthesis I // aromatic amino acid biosynthesis // shikimate pathway	Superpathways	Biosynthesis	Carboxylic acid biosynthesis				
108	HISDEG-PWY	Week_and_consortia	NS6_w5w6	0.664059748780777	0.0730938190059543	54	54	2.5653493295124498e-12	7.22534168954424e-12	HISDEG-PWY	L-histidine degradation I	Degradation/utilization/assimilation						
109	COMPLETE-ARO-PWY	Week_and_consortia	NS6_w5w6	-0.171565651826398	0.0189681822449758	54	54	2.95838330262146e-12	8.25657885367988e-12	COMPLETE-ARO-PWY	superpathway of aromatic amino acid biosynthesis (from phospho<i>enol</i>pyruvate and D-erythrose 4-phosphate) // superpathway of L-phenylalanine, L-tyrosine, and L-tryptophan biosynthesis	Superpathways	Biosynthesis	Amino acid biosynthesis				
110	PWY-5100	Week_and_consortia	NS6_w5w6	0.240206114320626	0.0266258755538556	54	54	3.21499661759395e-12	8.89192758199408e-12	PWY-5100	pyruvate fermentation to acetate and lactate II // pyruvic acid fermentation to acetic acid and lactic acid II	Superpathways	Generation of precursor metabolites and energy					
111	PWY-5840	Week_and_consortia	NS6_w5w6	-0.204479008907294	0.0227510094509439	54	54	3.62651403463862e-12	9.94053400566121e-12	PWY-5840	superpathway of menaquinol-7 biosynthesis // vitamin K<sub>2</sub> biosynthesis // superpathway of menaquinone-7 biosynthesis	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis				
112	PWY-5910	Week_and_consortia	NS6_w5w6	-2.28476396479237	0.256135268000864	54	54	5.4551591758922996e-12	1.48206536902561e-11	PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate) // GGPP biosynthesis	Superpathways	Biosynthesis	Polyprenyl biosynthesis	Biosynthesis	Secondary metabolite biosynthesis		
113	PWY-922	Week_and_consortia	NS6_w5w6	-2.29569166247427	0.257636907392089	54	54	5.64255012923276e-12	1.51952885059163e-11	PWY-922	mevalonate pathway I (eukaryotes and bacteria) // isoprenoid pathway // MVA pathway // isopentenyl diphosphate biosynthesis // dimethylallyl diphosphate biosynthesis	Biosynthesis						
114	PWY-5022	Week_and_consortia	NS6_w5w6	-0.985403786446937	0.112577892054635	54	54	9.66270960583941e-12	2.5795233469501698e-11	PWY-5022	4-aminobutanoate degradation V // GABA degradation // 4-aminobutyrate degradation V // 4-aminobutanoic acid degradation V	Degradation/utilization/assimilation	Generation of precursor metabolites and energy					
115	PWY-7294	Week_and_consortia	NS6_w5w6	-1.02220938877204	0.119731926977373	54	53	1.8184747405037397e-11	4.8126874597814497e-11	PWY-7294	D-xylose degradation IV // Dahms pathway	Degradation/utilization/assimilation						
116	PWY-5941	Week_and_consortia	NS6_w5w6	0.261338087337261	0.0308060941779274	54	54	2.5378750040744897e-11	6.659210480776649e-11	PWY-5941	glycogen degradation II // glycogenolysis II	Degradation/utilization/assimilation	Degradation/utilization/assimilation	Carbohydrate degradation	Glycan pathways			
117	PWY-7234	Week_and_consortia	NS6_w5w6	-0.722216969940451	0.085677446342764	54	54	3.10412577356159e-11	8.075988241384829e-11	PWY-7234	inosine-5'-phosphate biosynthesis III // IMP biosynthesis I	Biosynthesis						
118	PPGPPMET-PWY	Week_and_consortia	NS6_w5w6	0.409162259745839	0.048581944844164	54	54	3.1400803397754296e-11	8.100879532025679e-11	PPGPPMET-PWY	ppGpp metabolism // guanosine 3'-diphosphate 5'-diphosphate biosynthesis // ppGpp biosynthesis	Biosynthesis						
119	REDCITCYC	Week_and_consortia	NS6_w5w6	-1.49274466105364	0.179717795654183	54	54	4.19295593241845e-11	1.07269789271039e-10	REDCITCYC	TCA cycle VI (Helicobacter) // Krebs cycle // tricarboxylic acid cycle // TCA cycle // citric acid cycle	Generation of precursor metabolites and energy						
120	PWY-7198	Week_and_consortia	NS6_w5w6	-0.753868095750151	0.0910905391622496	54	54	4.6741813335593396e-11	1.18592865239894e-10	PWY-7198	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis IV	Metabolic clusters	Biosynthesis	Nucleoside and nucleotide biosynthesis				
121	PWY-5415	Week_and_consortia	NS6_w5w6	-1.27081585295756	0.15498331518601	54	54	7.05627403544088e-11	1.7756361712134002e-10	PWY-5415	catechol degradation I (<I>meta</I>-cleavage pathway)	Degradation/utilization/assimilation	Superpathways					
122	PWY-6317	Week_and_consortia	NS6_w5w6	-0.424711862038284	0.0521870219770806	54	54	7.702167959899739e-11	1.92241102738961e-10	PWY-6317	D-galactose degradation I (Leloir pathway) // Leloir pathway	Degradation/utilization/assimilation						
123	ANAGLYCOLYSIS-PWY	Week_and_consortia	NS6_w5w6	-0.0832705504095722	0.0102405712778077	54	54	7.89552400977892e-11	1.95477892822752e-10	ANAGLYCOLYSIS-PWY	glycolysis III (from glucose) // anaerobic glycolysis // Embden-Meyerhof-Parnas pathway // EMP pathway // glycolysis III (glucokinase)	Generation of precursor metabolites and energy						
124	PWY-7013	Week_and_consortia	NS6_w5w6	-3.34651853702999	0.410705713353296	54	53	8.485796365979609e-11	2.0841115874845901e-10	PWY-7013	(<i>S</i>)-propane-1,2-diol degradation // propylene glycol degradation // L-1,2-propanediol degradation	Degradation/utilization/assimilation	Generation of precursor metabolites and energy					
125	PWY-5837	Week_and_consortia	NS6_w5w6	-0.449312527765581	0.0558528290697933	54	54	1.08251208142668e-10	2.63754927776184e-10	PWY-5837	1,4-dihydroxy-2-naphthoate biosynthesis	Biosynthesis						
126	PWY-5863	Week_and_consortia	NS6_w5w6	-0.418795842592178	0.0524161114640512	54	54	1.3210731684304002e-10	3.11976509775487e-10	PWY-5863	superpathway of phylloquinol biosynthesis // superpathway of phylloquinone biosynthesis	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis				
127	PWY-5897	Week_and_consortia	NS6_w5w6	-0.275965257461273	0.0345373862683367	54	54	1.31865354690744e-10	3.11976509775487e-10	PWY-5897	superpathway of menaquinol-11 biosynthesis // vitamin K<sub>2</sub> biosynthesis // superpathway of menaquinone-11 biosynthesis	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis				
128	PWY-5898	Week_and_consortia	NS6_w5w6	-0.275965257461273	0.0345373862683367	54	54	1.31865354690744e-10	3.11976509775487e-10	PWY-5898	superpathway of menaquinol-12 biosynthesis // vitamin K<sub>2</sub> biosynthesis // superpathway of menaquinone-12 biosynthesis	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis				
129	PWY-5899	Week_and_consortia	NS6_w5w6	-0.275965257461273	0.0345373862683367	54	54	1.31865354690744e-10	3.11976509775487e-10	PWY-5899	superpathway of menaquinol-13 biosynthesis // vitamin K<sub>2</sub> biosynthesis // superpathway of menaquinone-13 biosynthesis	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis				
130	ALL-CHORISMATE-PWY	Week_and_consortia	NS6_w5w6	-0.612002215878487	0.0774502219570967	54	54	1.81985452635713e-10	4.26484992054686e-10	ALL-CHORISMATE-PWY	superpathway of chorismate metabolism	Superpathways						
131	LACTOSECAT-PWY	Week_and_consortia	NS6_w5w6	-1.92080750665392	0.245149930371391	54	54	2.6278473829656103e-10	6.11173595886699e-10	LACTOSECAT-PWY	lactose degradation I // lactose 6-P degradation I // lactose 6-phosphate degradation // lactose 6'-phosphate degradation	Degradation/utilization/assimilation						
132	PWY-7456	Week_and_consortia	NS6_w5w6	0.409548689835344	0.0532036265485645	54	54	3.83331272107759e-10	8.848323348652791e-10	PWY-7456	&beta;-(1,4)-mannan degradation // plant mannan degradation	Degradation/utilization/assimilation	Degradation/utilization/assimilation	Carbohydrate degradation	Glycan pathways			
133	PWY-5838	Week_and_consortia	NS6_w5w6	-0.255935119050224	0.0332749224231271	54	54	3.92155701336629e-10	8.870426272904771e-10	PWY-5838	superpathway of menaquinol-8 biosynthesis I // vitamin K<sub>2</sub> biosynthesis I // superpathway of menaquinone-8 biosynthesis I	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis				
134	PWY-5860	Week_and_consortia	NS6_w5w6	-0.246955653680439	0.0321098056261585	54	54	3.92956994500016e-10	8.870426272904771e-10	PWY-5860	superpathway of demethylmenaquinol-6 biosynthesis I // superpathway of demethylmenaquinone-6 biosynthesis	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis				
135	PWY-5862	Week_and_consortia	NS6_w5w6	-0.246955653680439	0.0321098056261585	54	54	3.92956994500016e-10	8.870426272904771e-10	PWY-5862	superpathway of demethylmenaquinol-9 biosynthesis // superpathway of demethylmenaquinone-9 biosynthesis	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis				
136	PWY-5677	Week_and_consortia	NS6_w5w6	-0.750955497950948	0.0975466416214081	54	54	4.29858951723659e-10	9.63260570650827e-10	PWY-5677	succinate fermentation to butanoate // succinate fermentation to butyrate // succinic acid fermentation to butanoic acid	Generation of precursor metabolites and energy						
137	P161-PWY	Week_and_consortia	NS6_w5w6	-0.413182256998643	0.0545460353338665	54	54	6.00722822890493e-10	1.3363906277346502e-09	P161-PWY	acetylene degradation (anaerobic) // acetylene fermentation	Generation of precursor metabolites and energy						
138	PWY-6545	Week_and_consortia	NS6_w5w6	-0.548810814251851	0.0722035682582229	54	54	6.06955990181727e-10	1.3405430862287102e-09	PWY-6545	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis III	Metabolic clusters	Biosynthesis	Nucleoside and nucleotide biosynthesis				
139	PWY0-845	Week_and_consortia	NS6_w5w6	0.125237787915148	0.0169280634445273	54	54	1.2660777704942502e-09	2.7763276824409704e-09	PWY0-845	superpathway of pyridoxal 5'-phosphate biosynthesis and salvage // vitamin B<sub>6</sub> biosynthesis and salvage	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis				
140	P4-PWY	Week_and_consortia	NS6_w5w6	-0.512084307738067	0.0695952939124081	54	54	1.4753630498064502e-09	3.21231529284099e-09	P4-PWY	superpathway of L-lysine, L-threonine and L-methionine biosynthesis I	Superpathways	Biosynthesis	Amino acid biosynthesis				
141	PWY-5484	Week_and_consortia	NS6_w5w6	0.128645630038958	0.0183527648765268	54	54	4.7770551171781406e-09	1.03278585984063e-08	PWY-5484	glycolysis II (from fructose 6-phosphate)	Generation of precursor metabolites and energy						
142	P125-PWY	Week_and_consortia	NS6_w5w6	0.857081640879806	0.124267371038969	54	54	7.221565010777641e-09	1.55036395685926e-08	P125-PWY	superpathway of (<i>R,R</i>)-butanediol biosynthesis (from pyruvate) // butylene glycol fermentation // butanediol fermentation	Superpathways	Biosynthesis	Other biosynthesis				
143	SULFATE-CYS-PWY	Week_and_consortia	NS6_w5w6	0.253808173314404	0.0372247274621017	54	54	1.04792691848533e-08	2.23412197204858e-08	SULFATE-CYS-PWY	superpathway of sulfate assimilation and cysteine biosynthesis	Degradation/utilization/assimilation	Superpathways					
144	PWY-6263	Week_and_consortia	NS6_w5w6	-1.00027894540105	0.149652614122106	54	54	1.71428003422656e-08	3.62954462419003e-08	PWY-6263	superpathway of menaquinol-8 biosynthesis II // vitamin K<sub>2</sub> biosynthesis II // superpathway of menaquinone-8 biosynthesis II	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis				
145	PWY-7221	Week_and_consortia	NS6_w5w6	0.0757226576060031	0.0115392866155227	54	54	2.46876463902941e-08	5.19116948069882e-08	PWY-7221	guanosine ribonucleotides <i>de novo</i> biosynthesis	Biosynthesis						
146	P164-PWY	Week_and_consortia	NS6_w5w6	0.420773089524592	0.0645039188168133	54	54	2.84764182744214e-08	5.94711592533834e-08	P164-PWY	purine nucleobases degradation I (anaerobic) // purine fermentation	Degradation/utilization/assimilation	Generation of precursor metabolites and energy					
147	PWY0-781	Week_and_consortia	NS6_w5w6	-0.559926383155241	0.0869944234867429	54	54	4.2133091623029e-08	8.73976968126345e-08	PWY0-781	aspartate superpathway	Superpathways						
148	NONOXIPENT-PWY	Week_and_consortia	NS6_w5w6	0.180065626678873	0.0289205770150686	54	54	8.44302082366336e-08	1.73960227709037e-07	NONOXIPENT-PWY	pentose phosphate pathway (non-oxidative branch) I	Generation of precursor metabolites and energy						
149	PWY-5705	Week_and_consortia	NS6_w5w6	0.844554199318341	0.140213972669072	54	54	1.76883179550034e-07	3.6202090747907e-07	PWY-5705	allantoin degradation to glyoxylate III	Degradation/utilization/assimilation	Superpathways					
150	HSERMETANA-PWY	Week_and_consortia	NS6_w5w6	-0.379150277774322	0.0637641779596283	54	54	2.34172359691036e-07	4.7609877102747e-07	HSERMETANA-PWY	L-methionine biosynthesis III // L-methionine biosynthesis by sulfhydrylation	Superpathways	Biosynthesis	Amino acid biosynthesis				
151	PWY-6749	Week_and_consortia	NS6_w5w6	0.49468815220297	0.0832612741670619	54	54	2.38235711058811e-07	4.81173442730625e-07	PWY-6749	CMP-legionaminate biosynthesis I // CMP-legionaminic acid biosynthesis I // 5,7-diacetamido-3,5,7,9-tetradeoxy-D-<i>glycero</i>-D-<i>galacto</i>-nonulosonic acid biosynthesis I // CMP-<i>N</i>, <i>N</i>-diacetyllegionaminate biosynthesis I	Biosynthesis						
152	PWY0-166	Week_and_consortia	NS6_w5w6	-0.138386236262564	0.023482616761958	54	54	2.83834803094677e-07	5.69524735621345e-07	PWY0-166	superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis (<i>E. coli</i>)	Superpathways	Biosynthesis	Nucleoside and nucleotide biosynthesis				
153	PWY0-1296	Week_and_consortia	NS6_w5w6	-0.362159962565179	0.0622461271817488	54	54	3.7238261721922e-07	7.42347165495458e-07	PWY0-1296	purine ribonucleosides degradation	Degradation/utilization/assimilation						
154	PWY-621	Week_and_consortia	NS6_w5w6	-0.3166583752714	0.0547906859190228	54	54	4.28454514526079e-07	8.48616361029073e-07	PWY-621	sucrose degradation III (sucrose invertase) // sucrose mobilization	Degradation/utilization/assimilation						
155	PWY-7374	Week_and_consortia	NS6_w5w6	-0.898273294737227	0.158285724092559	54	54	6.55235853287496e-07	1.28125736916727e-06	PWY-7374	5,8-dihydroxy-2-naphthoate biosynthesis I // futalosine pathway // 1,4-dihydroxy-6-naphthoate biosynthesis I	Biosynthesis						
156	PWY0-1297	Week_and_consortia	NS6_w5w6	-0.348434878710277	0.061531297514825	54	54	6.52856510150632e-07	1.28125736916727e-06	PWY0-1297	superpathway of purine deoxyribonucleosides degradation	Degradation/utilization/assimilation	Superpathways					
157	FAO-PWY	Week_and_consortia	NS6_w5w6	-1.1430135004625	0.202261529987915	54	54	6.80614145913604e-07	1.32245913161694e-06	FAO-PWY	fatty acid &beta;-oxidation I (generic)	Degradation/utilization/assimilation						
158	PWY-7371	Week_and_consortia	NS6_w5w6	-0.90330620753389	0.15985961834192	54	54	7.15088466959953e-07	1.38070540475915e-06	PWY-7371	5,8-dihydroxy-2-naphthoate biosynthesis II // modified futalosine pathway // 1,4-dihydroxy-6-naphthoate biosynthesis II	Biosynthesis						
159	FUC-RHAMCAT-PWY	Week_and_consortia	NS6_w5w6	-0.167946118214071	0.030007933070371	54	54	8.278874941695e-07	1.58850912943773e-06	FUC-RHAMCAT-PWY	superpathway of fucose and rhamnose degradation // fucose and rhamnose catabolism	Superpathways						
160	PWY-7315	Week_and_consortia	NS6_w5w6	-0.131846852298359	0.0240458671172372	54	54	1.24431276631966e-06	2.37269577180209e-06	PWY-7315	dTDP-<i>N</i>-acetylthomosamine biosynthesis // dTDP-4-acetamido-&alpha;-D-fucose biosynthesis // dTDP-4-acetamido-4,6-dideoxy-&alpha;-D-galactose biosynthesis	Biosynthesis						
161	GLCMANNANAUT-PWY	Week_and_consortia	NS6_w5w6	-0.279447101426194	0.0514298044075592	54	54	1.48569346563203e-06	2.81548082684588e-06	GLCMANNANAUT-PWY	superpathway of <i>N</i>-acetylneuraminate, <i>N</i>-acetylglucosamine, and <i>N</i>-acetylmannosamine degradation to &beta;-D-fructofuranose 6-phosphate // N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminic acid dissimilation	Degradation/utilization/assimilation	Superpathways					
162	PWY-2942	Week_and_consortia	NS6_w5w6	0.0495638088125503	0.0091303604163761	54	54	1.51302035696274e-06	2.8496763778378e-06	PWY-2942	L-lysine biosynthesis III	Biosynthesis						
163	PWY-6396	Week_and_consortia	NS6_w5w6	-0.974015740770631	0.183557565513052	54	54	2.33794294935249e-06	4.37651515519034e-06	PWY-6396	superpathway of 2,3-butanediol biosynthesis (from pyruvate) // butylene glycol fermentation // butanediol fermentation	Superpathways	Biosynthesis	Other biosynthesis				
164	PWY-6383	Week_and_consortia	NS6_w5w6	-1.33508491803639	0.256286845420933	54	54	3.29738992801152e-06	6.13514368423961e-06	PWY-6383	<i>trans</i>,octa-<i>cis</i> decaprenyl phosphate biosynthesis // mono-<i>trans</i>,poly-<i>cis</i> decaprenyl phosphate biosynthesis	Biosynthesis	Biosynthesis	Polyprenyl biosynthesis				
165	PWY0-41	Week_and_consortia	NS6_w5w6	0.739403352840993	0.14527136217711	54	54	5.02633603850918e-06	9.29569375796577e-06	PWY0-41	allantoin degradation IV (anaerobic)	Degradation/utilization/assimilation	Superpathways					
166	PWY-6151	Week_and_consortia	NS6_w5w6	0.240227614933842	0.047542083796118	54	54	5.92444100951386e-06	1.08910382629985e-05	PWY-6151	<i>S</i>-adenosyl-L-methionine salvage I // SAM cycle // activated methyl cycle // AMC // <i>S</i>-adenosyl-L-methionine cycle I	Biosynthesis						
167	PWY-7323	Week_and_consortia	NS6_w5w6	0.131566099024361	0.0263098584081284	54	54	6.87191259489229e-06	1.25576021823329e-05	PWY-7323	superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	Superpathways	Biosynthesis	Carbohydrate biosynthesis				
168	ENTBACSYN-PWY	Week_and_consortia	NS6_w5w6	-0.938652281307189	0.189033714818934	54	54	7.76913381243876e-06	1.41131602391639e-05	ENTBACSYN-PWY	enterobactin biosynthesis	Superpathways	Biosynthesis	Secondary metabolite biosynthesis				
169	PWY-7200	Week_and_consortia	NS6_w5w6	-0.0666986398388189	0.0134700954539238	54	54	8.15589840946965e-06	1.47285930100422e-05	PWY-7200	superpathway of pyrimidine deoxyribonucleoside salvage	Superpathways	Biosynthesis	Nucleoside and nucleotide biosynthesis				
170	PWY-5861	Week_and_consortia	NS6_w5w6	-0.202751858735431	0.041153020488686	54	54	9.16464109738883e-06	1.6453478461394e-05	PWY-5861	superpathway of demethylmenaquinol-8 biosynthesis I // superpathway of demethylmenaquinone-8 biosynthesis I	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis				
171	CALVIN-PWY	Week_and_consortia	NS6_w5w6	0.101052895411882	0.0207375879255936	54	54	1.07249027766493e-05	1.91427043746008e-05	CALVIN-PWY	Calvin-Benson-Bassham cycle // photosynthetic dark reactions // photosynthetic CO<SUB>2</SUB> fixation // reductive pentose phosphate pathway // Calvin cycle // photosynthesis - dark reaction // carbon fixation // Calvin-Benson cycle	Degradation/utilization/assimilation						
172	GLYCOGENSYNTH-PWY	Week_and_consortia	NS6_w5w6	0.196390265089778	0.0404618271868578	54	54	1.14644491153855e-05	2.03444270429095e-05	GLYCOGENSYNTH-PWY	glycogen biosynthesis I (from ADP-D-Glucose)	Glycan pathways	Biosynthesis	Carboxylic acid biosynthesis				
173	GLUCONEO-PWY	Week_and_consortia	NS6_w5w6	0.0374307474248354	0.0077472078815762	54	54	1.23813759417536e-05	2.18453012305652e-05	GLUCONEO-PWY	gluconeogenesis I	Biosynthesis						
174	PWY0-1061	Week_and_consortia	NS6_w5w6	-0.09393017460886	0.0197266640386162	54	54	1.57652731088224e-05	2.76567933966199e-05	PWY0-1061	superpathway of L-alanine biosynthesis	Superpathways	Biosynthesis	Amino acid biosynthesis				
175	PWY-7446	Week_and_consortia	NS6_w5w6	-1.07524289123551	0.225897132787201	54	54	1.58582470796451e-05	2.766182871279e-05	PWY-7446	sulfoquinovose degradation I // sulphoglycolysis // sulfoglycolysis // sulfo-EMP pathway	Degradation/utilization/assimilation						
176	PWY-5667	Week_and_consortia	NS6_w5w6	-0.0938642105582192	0.0199051678879487	54	54	1.84705368232055e-05	3.18564876669892e-05	PWY-5667	CDP-diacylglycerol biosynthesis I // CDP-diacylglycerol biosynthesis	Biosynthesis						
177	PWY0-1319	Week_and_consortia	NS6_w5w6	-0.0938642105582177	0.0199051678879487	54	54	1.84705368229022e-05	3.18564876669892e-05	PWY0-1319	CDP-diacylglycerol biosynthesis II	Biosynthesis						
178	DAPLYSINESYN-PWY	Week_and_consortia	NS6_w5w6	0.125334220150766	0.0267313133661287	54	54	2.02577060773195e-05	3.46618684781386e-05	DAPLYSINESYN-PWY	L-lysine biosynthesis I // L-lysine and L-diaminopimelate biosynthesis	Biosynthesis						
179	PWY-6123	Week_and_consortia	NS6_w5w6	0.0526306237287792	0.0112273164329465	54	54	2.03229196288761e-05	3.46618684781386e-05	PWY-6123	inosine-5'-phosphate biosynthesis I // IMP biosynthesis I	Biosynthesis						
180	PWY-5695	Week_and_consortia	NS6_w5w6	0.128513074307367	0.0274619785458378	54	54	2.08921254092453e-05	3.54358149206536e-05	PWY-5695	inosine 5'-phosphate degradation // IMP degradation // urate biosynthesis	Degradation/utilization/assimilation						
181	PHOSLIPSYN-PWY	Week_and_consortia	NS6_w5w6	-0.0964366308744339	0.0208771110006313	54	54	2.56878205130104e-05	4.33305543818363e-05	PHOSLIPSYN-PWY	superpathway of phospholipid biosynthesis III (<i>E. coli</i>)	Superpathways	Biosynthesis	Fatty acid and lipid biosynthesis				
182	LPSSYN-PWY	Week_and_consortia	NS6_w5w6	-0.960482004953288	0.209865628381603	54	54	2.9700273555668e-05	4.96458416902322e-05	LPSSYN-PWY	superpathway of Kdo<sub>2</sub>-lipid A biosynthesis	Superpathways	Biosynthesis	Fatty acid and lipid biosynthesis				
183	OANTIGEN-PWY	Week_and_consortia	NS6_w5w6	-0.428810914206125	0.093706437338137	54	54	2.9755162446263e-05	4.96458416902322e-05	OANTIGEN-PWY	<i>O</i>-antigen building blocks biosynthesis (<i>E. coli</i>)	Superpathways	Metabolic clusters		Biosynthesis	Carbohydrate biosynthesis		
184	PWY0-1533	Week_and_consortia	NS6_w5w6	-0.95686425702786	0.211615802099804	54	54	3.57899617502037e-05	5.93919905800678e-05	PWY0-1533	methylphosphonate degradation I // carbon-phosphorus lyase pathway	Degradation/utilization/assimilation						
185	PWY-7094	Week_and_consortia	NS6_w5w6	-0.943642361610666	0.214216376601821	54	54	5.30265431405961e-05	8.75223050761452e-05	PWY-7094	fatty acid salvage // &beta;-oxidation degradation - de novo fatty acid biosynthesis shunt	Biosynthesis						
186	PWY0-1298	Week_and_consortia	NS6_w5w6	-0.254287659169531	0.0578897904450007	54	54	5.52912757245278e-05	9.07723082750269e-05	PWY0-1298	superpathway of pyrimidine deoxyribonucleosides degradation	Degradation/utilization/assimilation	Superpathways					
187	UDPNAGSYN-PWY	Week_and_consortia	NS6_w5w6	-0.462705522178317	0.106271962110339	54	54	6.29219305836966e-05	0.0001027501738786	UDPNAGSYN-PWY	UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis I // UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis	Biosynthesis						
188	DTDPRHAMSYN-PWY	Week_and_consortia	NS6_w5w6	-0.103335351507946	0.0239015977503981	54	54	6.96855642762156e-05	0.0001131929536126	DTDPRHAMSYN-PWY	dTDP-L-rhamnose biosynthesis	Biosynthesis						
189	PWY-6609	Week_and_consortia	NS6_w5w6	0.110452355935776	0.026030571117835	54	54	9.09328518176731e-05	0.000146928344779	PWY-6609	adenine and adenosine salvage III // adenosine nucleotides salvage III	Biosynthesis						
190	GLYCOCAT-PWY	Week_and_consortia	NS6_w5w6	-0.0435740653847014	0.0102863511197291	54	54	9.3083891645404e-05	0.0001496165169379	GLYCOCAT-PWY	glycogen degradation I // glycogen catabolism I	Degradation/utilization/assimilation	Degradation/utilization/assimilation	Carbohydrate degradation	Glycan pathways			
191	COBALSYN-PWY	Week_and_consortia	NS6_w5w6	0.0438341657815721	0.0104184625347219	54	54	0.0001043878969687	0.0001669118977573	COBALSYN-PWY	superpathway of adenosylcobalamin salvage from cobinamide I	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis				
192	HISTSYN-PWY	Week_and_consortia	NS6_w5w6	0.0695613594254801	0.0168240767535402	54	54	0.0001299523919274	0.0002067118358638	HISTSYN-PWY	L-histidine biosynthesis	Biosynthesis						
193	FERMENTATION-PWY	Week_and_consortia	NS6_w5w6	-0.142692172357436	0.0347319489662556	54	54	0.0001415897033382	0.0002235027814968	FERMENTATION-PWY	mixed acid fermentation // fermentation	Superpathways	Generation of precursor metabolites and energy					
194	P105-PWY	Week_and_consortia	NS6_w5w6	-0.74300225675413	0.180885911621738	54	54	0.0001419643074654	0.0002235027814968	P105-PWY	TCA cycle IV (2-oxoglutarate decarboxylase) // citric acid cycle // tricarboxylic acid cycle // Szent-Gyorgyi-Krebs cycle // Krebs cycle	Generation of precursor metabolites and energy						
195	PWY-6737	Week_and_consortia	NS6_w5w6	-0.063230838461304	0.0154273590706538	54	54	0.0001488937862922	0.0002332162877128	PWY-6737	starch degradation V	Degradation/utilization/assimilation	Degradation/utilization/assimilation	Carbohydrate degradation				
