pathway	Plate1_1030R_0_M_NS1_week10_S77_L001	Plate1_1030R_R_M_NS1_week10_S78_L001	Plate1_2472R_0_F_NS1_week10_S73_L001	Plate1_2472R_R_F_NS1_week10_S74_L001	Plate1_3874R_0_F_NS1_week10_S75_L001	Plate1_3874R_L_F_NS1_week10_S76_L001	Plate1_3974R_0_M_NS1_week10_S79_L001	Plate1_3974R_L_M_NS1_week10_S80_L001	Plate2_036R_R_M_NS1_week5_S18_L001	Plate2_036R_R_M_NS1_week9_S21_L001	Plate2_1030R_L_M_NS1_week5_S22_L001	Plate2_1030R_L_M_NS1_week9_S25_L001	Plate2_1121R_0_M_NS1_week5_S26_L001	Plate2_1121R_0_M_NS1_week9_S29_L001	Plate2_1151R_R_M_NS1_week5_S30_L001	Plate2_1151R_R_M_NS1_week9_S33_L001	Plate2_1193R_R_F_NS1_week5_S1_L001	Plate2_1193R_R_F_NS1_week9_S4_L001	Plate2_2529R_R_F_NS1_week5_S5_L001	Plate2_2529R_R_F_NS1_week9_S8_L001	Plate2_3861R_R_M_NS1_week9_S34_L001	Plate2_3971R_L_F_NS1_week5_S9_L001	Plate2_3971R_L_F_NS1_week9_S12_L001	Plate2_3975R_0_F_NS1_week9_S13_L001	Plate2_3975R_R_F_NS1_week5_S14_L001	Plate2_3975R_R_F_NS1_week9_S17_L001	Plate4_036R_0_M_NS1_S62_L001	Plate4_036R_0_M_NS1_week5_S41_L001	Plate4_036R_L_M_NS1_S63_L001	Plate4_036R_L_M_NS1_week5_S42_L001	Plate4_036R_RL_M_NS1_S64_L001	Plate4_036R_RL_M_NS1_week5_S43_L001	Plate4_036R_RR_M_NS1_S65_L001	Plate4_036R_RR_M_NS1_week5_S44_L001	Plate4_1030R_RR_M_NS1_week5_S45_L001	Plate4_1030R_RR_M_NS1_week9_S66_L001	Plate4_1121R_L_M_NS1_week5_S46_L001	Plate4_1121R_L_M_NS1_week9_S67_L001	Plate4_1121R_RL_M_NS1_week5_S48_L001	Plate4_1121R_RL_M_NS1_week9_S69_L001	Plate4_1121R_RR_M_NS1_week5_S49_L001	Plate4_1121R_RR_M_NS1_week9_S70_L001	Plate4_1121R_R_M_NS1_week5_S47_L001	Plate4_1121R_R_M_NS1_week9_S68_L001	Plate4_1151R_0_M_NS1_week5_S50_L001	Plate4_1151R_0_M_NS1_week9_S71_L001	Plate4_1193R_0_F_NS1_week5_S51_L001	Plate4_1193R_0_F_NS1_week9_S72_L001	Plate4_1193R_L_F_NS1_week5_S52_L001	Plate4_1193R_L_F_NS1_week9_S73_L001	Plate4_2529R_0_F_NS1_week5_S53_L001	Plate4_2529R_0_F_NS1_week9_S74_L001	Plate4_2529R_L_F_NS1_week5_S54_L001	Plate4_2529R_L_F_NS1_week9_S75_L001	Plate4_2529R_RL_F_NS1_week5_S55_L001	Plate4_2529R_RL_F_NS1_week9_S76_L001	Plate4_3861R_0_M_NS1_week5_S56_L001	Plate4_3861R_0_M_NS1_week9_S77_L001	Plate4_3861R_L_M_NS1_week5_S57_L001	Plate4_3861R_L_M_NS1_week9_S78_L001	Plate4_3861R_R_M_NS1_week5_S58_L001	Plate4_3971R_0_F_NS1_week5_S59_L001	Plate4_3971R_0_F_NS1_week9_S79_L001	Plate4_3971R_RL_F_NS1_week9_S81_L001	Plate4_3971R_R_F_NS1_week9_S80_L001	Plate4_3975R_0_F_NS1_week5_S60_L001	Plate4_3975R_L_F_NS1_week5_S61_L001	Plate4_3975R_L_F_NS1_week9_S82_L001	Plate4_3975R_RL_F_NS1_week9_S83_L001	Plate5_2808_NS1_0_Female_week5_S37_L001	Plate5_2808_NS1_0_Female_week9_S49_L001	Plate5_2808_NS1_L_Female_week5_S38_L001	Plate5_2808_NS1_L_Female_week9_S50_L001	Plate5_2808_NS1_RR_Female_week5_S40_L001	Plate5_2808_NS1_RR_Female_week9_S52_L001	Plate5_2808_NS1_R_Female_week5_S39_L001	Plate5_2808_NS1_R_Female_week9_S51_L001	Plate5_2824_NS1_0_Male_week5_S43_L001	Plate5_2824_NS1_0_Male_week9_S55_L001	Plate5_2824_NS1_L_Male_week5_S44_L001	Plate5_2824_NS1_L_Male_week9_S56_L001	Plate5_2824_NS1_R_Male_week5_S45_L001	Plate5_2824_NS1_R_Male_week9_S57_L001	Plate5_2864_NS1_R_Male_week5_S46_L001	Plate5_2864_NS1_R_Male_week9_S58_L001	Plate5_2893_NS1_0_Male_week5_S47_L001	Plate5_2893_NS1_0_Male_week9_S59_L001	Plate5_2893_NS1_R_Male_week5_S48_L001	Plate5_2893_NS1_R_Male_week9_S60_L001	Plate5_2999_NS1_0_Female_week5_S41_L001	Plate5_2999_NS1_0_Female_week9_S53_L001	Plate5_2999_NS1_R_Female_week5_S42_L001	Plate5_2999_NS1_R_Female_week9_S54_L001
PWY-6071	199.35771428571428	166.83542857142857	267.94742857142853	164.14514285714287	278.3691428571429	323.08571428571423	139.36685714285716	197.91199999999998	465.5074285714286	234.9097142857143	906.048	93.93371428571429	719.8022857142856	115.83314285714286	441.4457142857143	144.936	536.2594285714285	65.00685714285714	246.03542857142855	221.9862857142857	84.41714285714285	523.8639999999999	100.92342857142856	71.11657142857143	592.4788571428571	152.4662857142857	51.36685714285714	350.74285714285713	52.435428571428574	354.6902857142857	81.36228571428572	263.6354285714286	82.44342857142857	558.712	319.66628571428566	50.285714285714285	332.23771428571433	112.23771428571428	422.752	126.79542857142856	308.71657142857146	130.91885714285712	394.93142857142857	63.221714285714285	231.8422857142857	216.94514285714286	519.7405714285715	50.82628571428571	409.47657142857145	60.34285714285714	366.01714285714286	168.28114285714287	205.81942857142857	136.67657142857144	511.65714285714284	142.4217142857143	348.76914285714287	70.048	257.17371428571425	45.25714285714285	317.1645714285714	312.85257142857137	106.49257142857142	91.77142857142857	37.53828571428571	597.4948571428571	1065.5165714285713	67.70971428571428	77.03771428571429	589.776	229.34057142857142	485.7977142857143	360.62399999999997	125.53828571428572	180.67657142857144	401.92114285714285	162.712	501.59999999999997	281.05942857142855	672.2068571428571	94.82628571428572	464.0617142857143	228.4354285714286	317.3405714285714	145.288	234.73371428571426	245.85942857142857	205.99542857142853	374.08799999999997	364.3828571428571	223.40685714285712	1049.7142857142858	273.88114285714283
PWY-6121	20867.131099033813	18327.255117985882	22948.98082497213	20688.084722222222	19811.368564659977	17477.474939613527	20761.793145670752	21717.153655704198	21090.249259568936	19060.56893812709	27476.10529821627	21268.07896413973	21793.343690078036	19328.115851913775	20803.844837421035	20012.08327573393	20763.516627647714	17469.251116685246	18614.03629691564	17783.39088442958	17411.705267558526	22433.835123560017	20319.561569119283	23832.944407283543	20144.476003344484	26012.95123281308	13530.659942400598	14598.87819305091	12995.793436454846	15515.803778335194	11015.221788368635	15420.047971943513	16925.678787625413	21487.095441285768	20664.270589000367	13652.940813823856	18603.083376997405	15907.412555741363	18742.193285024154	20253.99767001115	13033.68631363805	18668.94159884801	14665.843188405795	16442.09631456708	15265.891634150874	17511.857955221105	15861.990435711634	14654.980479375701	16177.517340208104	12586.688786696393	18141.787636566332	15578.483096432554	14942.10810293571	14512.723787625418	16608.128263656636	15039.747194351543	15192.261945373466	12896.756586770716	10234.864373838724	12536.385863062056	14796.805945745074	14727.027768487553	17561.647735042734	15042.051660163514	12897.906519881086	11363.590045522114	13618.391884986993	16532.726071163135	13974.085518394648	48661.783565589016	24002.04275362319	24713.21303883315	19065.356136194725	10201.972256596058	22800.012005759934	26287.91371423262	20220.125159791904	19193.618926049796	31137.050232255668	25873.467990523965	16879.864133221854	23263.20211631363	20414.52664251208	16685.20268673356	23987.338235785955	19375.940052025268	26046.22524897807	18907.142170196952	31908.42120680046	16372.309810479375	16734.917267744335	40131.53470549982	27960.44441007061
PWY-6122	20269.398358974366	17737.458937728934	22325.86521611721	20072.920578754572	19233.62011721612	16922.23541391942	20176.31487912088	21065.267216117216	20445.513318681322	18443.938871794868	26072.908417582417	20815.71600732601	21412.64747252747	18754.86619047618	19733.692366300376	19402.89027106227	19460.488498168495	16813.517846153853	17608.27048351648	17445.63673992675	16948.113956043948	21602.965802197803	19556.503538461544	22818.400695970697	19468.010483516486	25285.046879120884	12877.388754578753	13779.815553113556	12453.994468864466	14715.6590989011	10590.735523809522	14624.78295970696	16160.68120879121	20463.25416849817	19624.696183150187	13156.890791208794	17878.240534798537	15439.687853479852	18116.341677655677	19542.81665201465	12579.521450549451	18034.63139194139	14151.638285714282	15795.68364835165	14426.539780219782	17013.532087912088	15123.985003663003	13997.885172161172	15321.548205128205	12050.219780219779	17267.135824175824	15075.157772893781	14235.2464981685	14027.484043956047	15794.755904761907	14602.298688644689	14453.83684981685	12346.144534798535	9832.543223443226	12000.06904761905	14296.416725274728	14244.96332600733	17032.921465201463	14622.734952380953	12346.076432234431	10904.058388278387	13044.680476190477	16007.530791208796	13436.117706959707	46963.76083516484	23253.02686446887	23986.99915750916	18522.194358974364	9896.31627106227	22332.13581684981	25308.2408058608	19758.875838827844	18368.487846153843	30212.00216117216	24829.26402197802	16525.16610989011	22226.898849816847	19897.600073260077	16076.955091575097	23197.462813186816	18729.22624908425	25433.172117216123	18122.877516483517	31161.276380952375	15768.961941391937	16321.832117216118	38979.329501831504	27186.89247619048
PWY-6123	18705.944545454542	16476.467999999997	20679.774909090902	18509.828727272725	17782.465818181823	15702.650181818179	18651.83018181818	19425.137636363634	19095.86109090909	17126.926909090907	24825.50163636363	19141.288	19758.743454545456	17352.88436363636	18798.82890909091	17896.27872727273	18895.945999999996	15263.089818181823	16959.42127272727	16009.015272727274	15299.896727272726	20381.348909090913	18261.087818181826	21037.03054545455	18181.197636363635	23337.99527272727	12095.140727272725	13130.529272727274	11628.63927272727	13968.803636363637	9869.246	13872.77418181818	15112.659636363638	19495.911272727273	18730.43181818182	12053.105090909092	16796.00290909091	14222.778181818183	16925.866363636364	18177.766909090908	11798.341999999997	16661.185818181813	13248.976727272724	14782.68309090909	13887.918181818182	15688.595818181815	14396.922545454543	13166.218000000003	14665.931272727272	11180.735454545453	16464.880727272728	13875.589272727275	13499.268	12923.982181818183	15021.672181818181	13477.766181818184	13744.01218181818	11518.785454545456	9283.138	11120.866545454544	13440.315454545456	13344.764181818182	15751.833272727272	13548.271636363637	11578.869090909091	10246.312909090908	12303.603454545453	14827.568363636363	12538.246909090909	44068.581999999995	21524.66872727273	22295.746363636357	17176.50709090909	9258.358909090908	20585.60545454546	23811.999454545454	18232.76109090909	17373.00109090909	27980.66072727273	23576.349454545456	15189.706545454545	21261.781272727276	18405.94472727272	15143.757818181815	21255.190181818183	17617.649636363636	23460.103636363634	17179.48727272727	28648.066363636368	14861.455818181816	14991.212909090911	36377.561454545445	25138.57090909091
PWY-6125	11458.132272017832	9308.48746153846	12413.587090301004	11043.554500557413	11217.828469342254	9042.50564214047	11030.893641025643	12022.875964325529	9945.981236343365	9522.157790412486	9542.869773690081	11475.286734671128	11592.5164057971	9756.791921962096	6391.927494983276	10107.18029988852	4403.121121516165	9093.033509476032	5497.24772909699	10466.301828316611	10004.248954292083	9249.807668896325	8104.09473801561	11578.079364548494	10093.127732441471	13225.260448160534	5152.957788182831	5022.743327759198	5518.8612374581935	5344.890321070233	5130.418001114826	5791.529002229655	7067.216008918619	8079.940755852842	7179.319107023412	6926.354344481606	7896.97584057971	8732.963721293201	8820.531040133781	10124.792061315497	5776.292423634337	9520.733591973245	6631.844683389074	7231.452377926422	3571.577201783724	9743.256576365664	5878.105881828316	5747.472104793757	5137.405259754738	5446.725192865106	6064.360119286511	8566.212179487178	5664.535432552954	7591.680628762542	5494.36964548495	8250.68564548495	5115.662408026755	5577.024325529544	4054.7151237458193	5819.40603567447	6716.4345239687855	6672.101615384615	8645.73196098105	6775.7500267558535	4257.836996655517	5700.976431438127	7146.7330401337795	8143.376644370124	5923.239021181717	20727.150802675587	11175.640464882945	12123.841367892981	9292.049715719062	4402.099926421405	12199.908042363433	12727.3364303233	10762.064700111485	7376.634463768116	14437.469045707916	9792.362304347826	9133.304595317724	8169.925672240802	10841.340045707915	6818.900061315496	12634.829810479376	8211.67232998885	14225.084268673356	6743.827431438126	16666.806361204013	6546.313767001115	9889.855531772575	19283.670739130434	15420.805664437014
PWY-6126	12651.693789930505	10259.486320142303	13868.927552551102	12258.278746856688	12389.77407269861	9962.063025885003	12263.66470651196	13222.586396504958	11107.956586926368	10476.816537629828	10352.196735857455	12847.808931675521	13266.864768462241	10814.352975284271	6919.841050636236	11121.076738349855	4706.035680205641	9543.825390438455	6034.486200509367	11626.70820485036	10649.037272727488	10262.291269619678	8795.842299670518	12408.09407963142	11181.42901004535	14617.77236973708	5443.0264661430965	5386.821350375399	5993.434710036357	5766.204067526817	5562.593845700666	6230.851214630614	7563.1394367265975	8841.680827115346	7907.376055230494	7449.204915622841	8735.49595209286	9652.428002873483	9795.780945105616	11146.495274561878	6439.988164231071	10476.29765781426	7372.348499531343	7900.695050901336	3889.6720235322523	10767.717074308139	6455.497540650058	6215.344851873681	5626.997530898211	5777.544890078677	6702.772549492997	9412.778550771154	6196.902275979682	8316.674171152043	5966.9138121538335	9084.199416820518	5571.323034756346	5987.781768142699	4432.609629768228	6225.330364153435	7430.58210456964	7402.274837082588	9575.955617886122	7492.348653390425	4584.604700440726	6191.992916910463	7771.514377997746	8884.52934259049	6482.972349759992	23111.70072094801	12272.044986958084	13593.500447811039	10209.621130866493	4924.140065422595	13653.63579598044	14024.9988105088	11996.010206755758	8151.918270360533	15886.763022661213	10871.95800894235	10081.749678972457	9043.334914605051	11916.383297843233	7568.406293116424	13713.148465546627	9197.649347277056	15805.695522798498	7463.9941252591825	18510.806187822498	7311.874192111416	11040.520792555459	21599.31341587137	17198.727959286032
PWY-6147	11159.988571428572	10460.635714285712	11603.482857142855	10971.787142857143	10662.115714285714	10241.722857142857	11111.104285714284	11941.164285714287	11976.119999999997	11175.512857142858	20269.550000000003	10575.221428571429	9368.191428571427	10894.94571428571	15687.235714285716	11773.198571428571	16790.960000000003	11783.235714285716	13595.574285714285	8637.931428571426	10881.934285714287	13954.937142857141	13787.762857142858	15621.749999999996	11587.762857142858	14395.835714285715	10118.18	10897.095714285715	8517.76	11461.25857142857	6958.828571428571	11326.064285714287	11624.344285714287	14666.93	14075.075714285715	8796.824285714285	11318.122857142858	8363.467142857142	10461.855714285713	11604.075714285715	7394.198571428571	10782.4	8414.819999999998	10463.164285714285	11656.577142857144	9402.608571428571	10911.542857142857	10459.345714285717	11528.121428571429	9112.807142857142	12370.765714285713	8614.42	10048.938571428569	8415.744285714285	11853.65857142857	8088.625714285714	11070.82714285714	8496.001428571428	7117.417142857143	8389.635714285714	9257.534285714284	8855.215714285714	9862.072857142857	8650.268571428569	9766.347142857141	7448.718571428571	8670.885714285714	9845.162857142857	9194.789999999999	29079.561428571425	14691.418571428569	13316.632857142853	11298.505714285713	6043.112857142855	11508.718571428573	16120.977142857142	10596.054285714286	12495.73857142857	18257.125714285718	16865.008571428567	9152.339999999998	16485.354285714286	11456.757142857141	10476.901428571427	14284.244285714287	11339.06142857143	13375.575714285715	12694.239999999998	17044.585714285713	9986.57857142857	8202.82142857143	21763.909999999996	14454.932857142858
PWY-6151	7505.716666666665	7301.924285714284	8437.58714285714	7436.561428571429	7152.562380952381	7088.497619047619	7946.017619047619	7905.657142857143	9673.481904761904	7814.602857142857	17486.211428571427	7488.212380952383	8339.554285714286	7946.976190476191	13304.55761904762	8133.061904761906	15087.984761904763	5410.26238095238	12099.635714285714	5640.56619047619	5030.811904761905	11280.054761904763	9705.588571428569	10670.60476190476	9115.85619047619	9993.682380952381	7331.34476190476	9158.461428571429	6154.3909523809525	9234.93619047619	4531.356666666667	9171.819047619047	7618.233333333332	12385.979047619048	12375.028571428571	5429.527142857143	9626.919999999998	5546.086666666667	8942.41857142857	8279.901428571427	6504.019999999999	7535.761904761903	7452.195714285714	7506.959999999998	10237.131904761905	6595.058095238096	9597.809523809525	7917.882380952381	10189.915238095236	6162.710476190476	10725.365714285714	5810.106666666667	8572.080476190475	5592.520476190475	9810.586190476191	5418.570000000001	9358.821428571428	5586.171904761904	5669.462857142857	5540.051904761904	7534.169047619047	6779.689047619047	6992.626666666667	5685.949523809523	7339.836666666668	5910.528571428571	7220.968095238097	6262.279047619047	6921.518095238094	23415.83428571428	10328.221904761904	10879.946190476188	7644.6319047619045	4817.415238095238	8370.362380952383	12971.919523809524	7594.709047619048	10512.512380952381	12515.461904761905	14616.182857142856	5924.570476190476	14375.833333333332	8149.1604761904755	8446.507142857141	8275.639523809523	9393.715238095238	9450.271904761905	10351.239047619047	11827.551428571429	8555.874285714284	6237.065714285714	18347.41380952381	10589.127142857142
PWY-6163	17589.033247863244	15378.976602564102	19537.18115384615	17498.315790598288	16734.252713675214	15068.552478632479	17653.52952991453	18281.91848290598	18366.522286324784	16476.86047008547	23849.073931623916	18475.0347008547	18978.115277777782	16685.250726495728	17931.421047008545	17538.859807692315	17358.511730769227	14716.854935897438	15529.131944444445	15455.764914529915	15399.939679487177	18869.891175213677	17613.868461538463	20075.225106837606	17383.160277777773	22513.146666666667	11621.171239316238	12351.881025641025	10976.369764957264	13173.170769230772	9296.297222222222	13129.612732255671	14234.697136752135	17982.700961538463	17158.283846153852	11854.35188034188	15764.082136752135	13585.404444444444	15940.30641025641	17169.89816239316	11025.545277777777	16138.28653846154	12524.730662393165	14121.118012820512	12817.408846153847	15062.639764957266	13757.923055555553	12859.634636752138	13636.49752136752	10962.932478632478	15178.992628205127	13324.379102564102	12571.281153846156	12433.818333333333	14040.445213675212	12802.628141025643	13154.078183760681	10772.66282051282	9151.900747863248	10652.497136752138	12906.770149572652	12578.528931623934	15120.395918803417	12849.488675213677	11585.27188034188	9967.844957264957	11911.651047008547	14181.092136752137	12314.415555555555	41501.82965811966	21168.03083333333	21351.526944444446	16809.6435042735	8889.078675213676	20086.718162393157	22584.451047008548	17721.126773504275	16269.373547008547	26770.5748076923	22059.158525641025	14858.74856837607	20208.596538461545	17959.58715811966	14350.043354700852	20607.162500000002	16530.60816239316	22695.780534188038	16030.863376068373	28012.25942307692	13924.729252136749	14766.340235042735	34706.53858974358	24374.021965811975
PWY-621	12962.644025974025	11164.386212121213	14282.044372294367	12360.932056277054	12608.70101731602	11416.591255411255	13088.825238095238	13910.167510822512	13133.327640692642	12381.041341991338	12591.649870129868	15253.278095238093	14805.535519480516	12489.120649350652	9486.66300865801	13541.319761904764	6312.850497835499	12977.86976190476	6902.995129870131	13516.938917748916	14856.145259740264	12704.282316017314	13447.89896103896	14134.416904761902	12477.653614718613	17813.39359307359	7729.385064935064	5435.912813852812	7324.78145021645	6922.53987012987	6718.884502164503	6817.346558441559	9099.800476190478	9533.75512987013	7781.447705627705	9166.410389610388	9276.335324675321	9795.729696969696	10196.853073593073	11559.588008658007	6769.075519480518	11293.025584415582	7740.980670995672	9130.2679004329	5717.935454545454	11307.44738095238	7431.800584415587	8158.485692640692	5956.938268398268	8486.516017316018	7618.723268398267	10024.08367965368	6289.512640692641	9039.959826839828	7567.71212121212	9619.84512987013	7165.060844155845	7312.032987012987	6425.599588744589	7295.165541125541	9100.821147186149	9057.859696969697	11346.386038961038	10635.148311688312	8156.6810822510815	6898.971774891774	7598.802445887446	11201.273376623376	8573.824935064935	27611.221515151505	16568.71357142857	15096.543874458877	14151.590606060608	6662.365064935066	16904.69012987013	14519.029761904765	14831.895822510822	9406.394545454545	21501.46599567099	13785.554177489175	13619.913658008656	11934.729913419913	15700.173484848483	9739.79461038961	16644.421839826842	10940.337835497836	18372.03032467532	9964.84974025974	23893.814523809524	8895.214653679655	11602.241017316015	24796.17601731602	18109.908614718614
PWY-622	158.57999999999998	132.70999999999998	213.14	130.57	221.43	257.0	110.86	157.43	370.29	186.85999999999999	720.72	74.72	572.5699999999999	92.14000000000001	351.15000000000003	115.28999999999999	426.57	51.71	195.71	176.57999999999998	67.15	416.71	80.28	56.57	471.29	121.28	40.86	279.0	41.71	282.14	64.72	209.71	65.58	444.43	254.28	40.0	264.28000000000003	89.28	336.28	100.85999999999999	245.57000000000002	104.13999999999999	314.15000000000003	50.29	184.42000000000002	172.57	413.43	40.43	325.72	48.0	291.15	133.86	163.72	108.72	407.0	113.28999999999999	277.43	55.72	204.57	36.0	252.29	248.85999999999999	84.71	73.0	29.86	475.28	847.5699999999999	53.86	61.28	469.14	182.42999999999998	386.43	286.86	99.86000000000001	143.72	319.71	129.43	399.0	223.57	534.71	75.43	369.14	181.71	252.43	115.57	186.72	195.57	163.85999999999999	297.57	289.85	177.70999999999998	835.0	217.85999999999999
PWY-6269	7762.441066935859	7346.384278614691	8435.298314955739	7868.938137909612	7489.562466221461	7226.448189159806	8115.54050473676	7940.8197577263545	9184.238235750892	8026.122658797949	16249.654131076253	7644.244399751515	7269.159751514209	8060.272338872495	12703.137098928404	8674.286016462185	14010.790903867059	7382.988285448051	11186.7986395403	5696.527414194752	6539.565993166641	10487.803696226121	9932.837056996428	11158.46607081845	8534.624884298806	10394.73081845007	7449.500114924676	8852.516204379563	6263.76343220997	9021.365184034788	4892.393339027799	8998.276682714708	8443.944503804938	11491.060858829012	11589.711899363256	6180.397914272402	9003.693784749183	6054.192627737226	8045.843991302997	8610.153997515143	5849.6228203137125	7973.503702438267	6630.459544960397	7949.098981208262	9728.233374747633	6828.690175493089	8871.164778692344	8128.941124398199	9640.869610187916	6443.720211212921	10027.543180618108	5972.2522922814105	8299.731108867836	6060.109110110265	9448.016651653983	5641.187248019878	8909.614600093182	6041.457112905731	5458.432320236061	6167.339993787855	7096.15700264016	6574.3923776984	7211.233629445565	6085.429610187917	7598.0213884143495	5404.242368380183	6272.555278769994	6871.405347103587	7103.171838794843	22876.430043485012	10444.691795309831	10303.148644199411	7630.410523373195	4572.2970601025	7953.392910389812	12492.276987109795	7467.485539680074	9765.785879795	12452.200428637987	13139.003227209194	5859.091866749495	13301.810209659883	7567.348083553346	7964.716867526014	9193.982509706475	8698.684295698089	9329.980076098773	9887.907376921881	11728.487162602889	7742.657859916135	6141.79563130921	16351.046962261222	10380.514862556298
PWY-6277	20269.398358974366	17737.458937728934	22325.86521611721	20072.920578754572	19233.62011721612	16922.23541391942	20176.31487912088	21065.267216117216	20445.513318681322	18443.938871794868	26072.908417582417	20815.71600732601	21412.64747252747	18754.86619047618	19733.692366300376	19402.89027106227	19460.488498168495	16813.517846153853	17608.27048351648	17445.63673992675	16948.113956043948	21602.965802197803	19556.503538461544	22818.400695970697	19468.010483516486	25285.046879120884	12877.388754578753	13779.815553113556	12453.994468864466	14715.6590989011	10590.735523809522	14624.78295970696	16160.68120879121	20463.25416849817	19624.696183150187	13156.890791208794	17878.240534798537	15439.687853479852	18116.341677655677	19542.81665201465	12579.521450549451	18034.63139194139	14151.638285714282	15795.68364835165	14426.539780219782	17013.532087912088	15123.985003663003	13997.885172161172	15321.548205128205	12050.219780219779	17267.135824175824	15075.157772893781	14235.2464981685	14027.484043956047	15794.755904761907	14602.298688644689	14453.83684981685	12346.144534798535	9832.543223443226	12000.06904761905	14296.416725274728	14244.96332600733	17032.921465201463	14622.734952380953	12346.076432234431	10904.058388278387	13044.680476190477	16007.530791208796	13436.117706959707	46963.76083516484	23253.02686446887	23986.99915750916	18522.194358974364	9896.31627106227	22332.13581684981	25308.2408058608	19758.875838827844	18368.487846153843	30212.00216117216	24829.26402197802	16525.16610989011	22226.898849816847	19897.600073260077	16076.955091575097	23197.462813186816	18729.22624908425	25433.172117216123	18122.877516483517	31161.276380952375	15768.961941391937	16321.832117216118	38979.329501831504	27186.89247619048
PWY-6282	4341.27952173913	3985.172413043478	4096.312043478261	4169.146891304348	4145.608760869565	4052.899565217392	3969.057521739131	5316.164413043479	3470.9480217391306	4329.9418695652175	5497.444173913044	3224.6311304347832	1614.3364565217394	4286.802913043479	4032.9811956521735	4201.838021739131	3179.5616739130433	5418.203282608697	2855.222413043479	3394.3777826086957	6151.65945652174	3614.7324130434786	4362.474521739131	7270.390369565218	3666.8623695652177	4499.388	3421.6853478260873	3085.3839130434785	2593.181543478261	3219.6220434782613	2657.889391304348	3716.8980652173914	3980.0077826086963	3786.5205	3386.764956521739	3268.9956521739136	3006.7458260869566	3705.8227826086954	2675.4675652173914	4318.507956521739	1814.312543478261	4192.396826086957	2210.5398913043477	3775.836717391305	2103.702652173913	3508.4216739130443	2984.327021739131	3503.8891956521743	2882.048086956522	3617.7417391304352	2592.8951086956527	3555.1005652173917	3286.273304347826	3265.084173913044	3347.659565217392	3314.993673913044	2650.1374565217393	3460.082869565217	2189.577326086957	3982.5939130434786	2673.1332391304354	2811.9314347826084	3090.0402391304347	2934.1839130434782	2608.7857826086956	3062.7532173913046	3725.9595000000004	3546.5544782608695	2824.9184347826085	7627.090304347827	4861.613543478261	3433.759630434783	3306.125347826087	1323.1631739130435	3538.9463478260877	5101.880673913043	3298.2548478260874	2976.21	5248.0081956521735	3265.3758913043484	3218.452239130435	3344.538130434783	3671.5615434782612	2627.7978913043485	5639.179500000001	2194.0528695652174	4195.876891304347	2579.0857826086954	5003.763847826087	2128.9001086956523	3114.046760869566	4632.6717391304355	6167.972739130435
PWY-6317	2066.5957142857146	1815.3602380952382	1785.3690476190475	1556.5388095238095	1798.8592857142858	2303.2047619047617	1902.8042857142855	2087.9754761904765	2873.1949999999997	2457.0747619047615	4186.8933333333325	2499.133333333333	2523.904523809523	2296.9433333333336	3089.898333333333	2682.3616666666667	2310.350238095238	2642.258333333333	1702.2640476190475	2507.948095238095	3729.5040476190475	2914.3221428571424	3432.9342857142856	2355.6092857142858	2389.062619047619	3145.5752380952385	1993.6842857142856	1666.8714285714286	1292.820238095238	2038.8119047619048	1199.2590476190476	1902.6480721966202	1802.0728571428572	2473.387857142857	1494.8885714285716	1904.5409523809521	2023.1647619047617	1236.4190476190474	2293.8523809523813	1603.830952380952	1521.067380952381	1821.6271428571429	1924.289761904762	1766.732142857143	1779.9480952380954	1951.3940476190476	2305.78119047619	2124.36119047619	1594.1495238095238	2114.832380952381	1679.892619047619	1342.7519047619046	1304.772380952381	1487.7199999999998	2257.690476190476	1514.957857142857	2325.423095238095	1359.402857142857	2043.1597619047616	1527.1333333333332	2543.3092857142856	2066.5242857142857	1881.8364285714285	2127.25619047619	2608.948095238095	2142.6114285714284	2641.1683333333335	2084.8890476190477	1971.7847619047616	5435.788095238095	3983.018333333333	2825.9516666666664	3378.543333333333	1555.654761904762	3414.1152380952376	3179.5745238095237	2862.0116666666663	2367.1342857142854	4809.075000000001	3976.447857142857	3007.2288095238096	3974.763333333334	3621.185952380952	2364.6183333333333	3004.2635714285716	2392.6876190476187	3439.463571428571	2513.2966666666666	5032.054047619047	2169.0835714285713	1637.6983333333335	5751.079047619048	2759.037619047619
