pathway	Plate1_1030R_0_M_NS1_week10_S77_L001	Plate1_1030R_R_M_NS1_week10_S78_L001	Plate1_2472R_0_F_NS1_week10_S73_L001	Plate1_2472R_R_F_NS1_week10_S74_L001	Plate1_3874R_0_F_NS1_week10_S75_L001	Plate1_3874R_L_F_NS1_week10_S76_L001	Plate1_3974R_0_M_NS1_week10_S79_L001	Plate1_3974R_L_M_NS1_week10_S80_L001	Plate2_036R_R_M_NS1_week5_S18_L001	Plate2_036R_R_M_NS1_week9_S21_L001	Plate2_1030R_L_M_NS1_week5_S22_L001	Plate2_1030R_L_M_NS1_week9_S25_L001	Plate2_1121R_0_M_NS1_week5_S26_L001	Plate2_1121R_0_M_NS1_week9_S29_L001	Plate2_1151R_R_M_NS1_week5_S30_L001	Plate2_1151R_R_M_NS1_week9_S33_L001	Plate2_1193R_R_F_NS1_week5_S1_L001	Plate2_1193R_R_F_NS1_week9_S4_L001	Plate2_2529R_R_F_NS1_week5_S5_L001	Plate2_2529R_R_F_NS1_week9_S8_L001	Plate2_3861R_R_M_NS1_week9_S34_L001	Plate2_3971R_L_F_NS1_week5_S9_L001	Plate2_3971R_L_F_NS1_week9_S12_L001	Plate2_3975R_0_F_NS1_week9_S13_L001	Plate2_3975R_R_F_NS1_week5_S14_L001	Plate2_3975R_R_F_NS1_week9_S17_L001	Plate4_036R_0_M_NS1_S62_L001	Plate4_036R_0_M_NS1_week5_S41_L001	Plate4_036R_L_M_NS1_S63_L001	Plate4_036R_L_M_NS1_week5_S42_L001	Plate4_036R_RL_M_NS1_S64_L001	Plate4_036R_RL_M_NS1_week5_S43_L001	Plate4_036R_RR_M_NS1_S65_L001	Plate4_036R_RR_M_NS1_week5_S44_L001	Plate4_1030R_RR_M_NS1_week5_S45_L001	Plate4_1030R_RR_M_NS1_week9_S66_L001	Plate4_1121R_L_M_NS1_week5_S46_L001	Plate4_1121R_L_M_NS1_week9_S67_L001	Plate4_1121R_RL_M_NS1_week5_S48_L001	Plate4_1121R_RL_M_NS1_week9_S69_L001	Plate4_1121R_RR_M_NS1_week5_S49_L001	Plate4_1121R_RR_M_NS1_week9_S70_L001	Plate4_1121R_R_M_NS1_week5_S47_L001	Plate4_1121R_R_M_NS1_week9_S68_L001	Plate4_1151R_0_M_NS1_week5_S50_L001	Plate4_1151R_0_M_NS1_week9_S71_L001	Plate4_1193R_0_F_NS1_week5_S51_L001	Plate4_1193R_0_F_NS1_week9_S72_L001	Plate4_1193R_L_F_NS1_week5_S52_L001	Plate4_1193R_L_F_NS1_week9_S73_L001	Plate4_2529R_0_F_NS1_week5_S53_L001	Plate4_2529R_0_F_NS1_week9_S74_L001	Plate4_2529R_L_F_NS1_week5_S54_L001	Plate4_2529R_L_F_NS1_week9_S75_L001	Plate4_2529R_RL_F_NS1_week5_S55_L001	Plate4_2529R_RL_F_NS1_week9_S76_L001	Plate4_3861R_0_M_NS1_week5_S56_L001	Plate4_3861R_0_M_NS1_week9_S77_L001	Plate4_3861R_L_M_NS1_week5_S57_L001	Plate4_3861R_L_M_NS1_week9_S78_L001	Plate4_3861R_R_M_NS1_week5_S58_L001	Plate4_3971R_0_F_NS1_week5_S59_L001	Plate4_3971R_0_F_NS1_week9_S79_L001	Plate4_3971R_RL_F_NS1_week9_S81_L001	Plate4_3971R_R_F_NS1_week9_S80_L001	Plate4_3975R_0_F_NS1_week5_S60_L001	Plate4_3975R_L_F_NS1_week5_S61_L001	Plate4_3975R_L_F_NS1_week9_S82_L001	Plate4_3975R_RL_F_NS1_week9_S83_L001	Plate5_2808_NS1_0_Female_week5_S37_L001	Plate5_2808_NS1_0_Female_week9_S49_L001	Plate5_2808_NS1_L_Female_week5_S38_L001	Plate5_2808_NS1_L_Female_week9_S50_L001	Plate5_2808_NS1_RR_Female_week5_S40_L001	Plate5_2808_NS1_RR_Female_week9_S52_L001	Plate5_2808_NS1_R_Female_week5_S39_L001	Plate5_2808_NS1_R_Female_week9_S51_L001	Plate5_2824_NS1_0_Male_week5_S43_L001	Plate5_2824_NS1_0_Male_week9_S55_L001	Plate5_2824_NS1_L_Male_week5_S44_L001	Plate5_2824_NS1_L_Male_week9_S56_L001	Plate5_2824_NS1_R_Male_week5_S45_L001	Plate5_2824_NS1_R_Male_week9_S57_L001	Plate5_2864_NS1_R_Male_week5_S46_L001	Plate5_2864_NS1_R_Male_week9_S58_L001	Plate5_2893_NS1_0_Male_week5_S47_L001	Plate5_2893_NS1_0_Male_week9_S59_L001	Plate5_2893_NS1_R_Male_week5_S48_L001	Plate5_2893_NS1_R_Male_week9_S60_L001	Plate5_2999_NS1_0_Female_week5_S41_L001	Plate5_2999_NS1_0_Female_week9_S53_L001	Plate5_2999_NS1_R_Female_week5_S42_L001	Plate5_2999_NS1_R_Female_week9_S54_L001
P105-PWY	221.27441860465115	185.1767441860465	297.4046511627907	182.19069767441863	308.97209302325587	358.6046511627907	154.68837209302325	219.66976744186044	516.6837209302325	260.7348837209302	1005.6558139534884	104.26046511627906	798.9348837209302	128.56744186046512	489.9767441860465	160.86976744186046	595.2139534883721	72.15348837209302	273.0837209302326	246.3906976744186	93.69767441860465	581.4558139534884	112.01860465116278	78.93488372093023	657.6139534883721	169.22790697674418	57.013953488372096	389.3023255813954	58.2	393.68372093023254	90.30697674418604	292.6186046511628	91.50697674418605	620.1348837209301	354.80930232558137	55.81395348837209	368.76279069767446	124.5767441860465	469.2279069767442	140.7348837209302	342.6558139534884	145.31162790697675	438.34883720930236	70.17209302325581	257.3302325581395	240.7953488372093	576.8790697674419	56.413953488372094	454.49302325581397	66.97674418604652	406.25581395348837	186.78139534883724	228.446511627907	151.70232558139537	567.9069767441861	158.07906976744187	387.1116279069768	77.74883720930232	285.446511627907	50.23255813953489	352.0325581395349	347.24651162790695	118.2	101.86046511627907	41.66511627906977	663.1813953488372	1182.6558139534884	75.15348837209302	85.50697674418606	654.6139534883721	254.553488372093	539.2046511627907	400.26976744186044	139.33953488372094	200.53953488372093	446.10697674418606	180.60000000000002	556.7441860465117	311.95813953488374	746.106976744186	105.25116279069768	515.0790697674419	253.54883720930235	352.22790697674424	161.26046511627905	260.53953488372093	272.88837209302324	228.64186046511628	415.21395348837206	404.4418604651163	247.9674418604651	1165.1162790697676	303.9906976744186
P108-PWY	20292.59666666666	17865.414999999997	23074.89233333333	20742.73833333333	19510.70566666667	16856.444666666666	20524.968999999994	21219.60833333333	20563.591666666664	18457.359333333334	27071.515666666673	20760.94766666666	21492.54833333333	18878.722666666672	20447.289666666667	19392.688	21007.552666666666	15631.278333333334	19123.375999999997	16756.437	15061.41633333333	21612.341666666667	19077.810666666664	23426.233333333334	19833.643333333326	25323.449999999997	12986.337666666666	14666.457666666665	12883.015	15305.768333333333	10663.875666666665	15283.050666666668	16543.202333333335	21228.697333333334	21403.021666666667	13059.616666666667	18490.85566666667	15925.400666666665	18357.15566666667	20456.265666666666	12795.332333333332	18618.026666666665	14309.567666666664	16306.936666666668	15242.962666666666	17103.907333333333	15588.550666666666	14442.678333333333	16429.072666666667	11788.383333333331	18452.193333333336	15623.887333333332	15126.657333333329	14353.319000000001	16078.39	14743.172333333332	14837.571	12455.005666666666	9598.994999999999	11931.699	13892.421666666667	14067.473333333335	17339.17266666667	14016.257666666668	12120.089	10542.537666666667	12516.077666666666	15738.334333333332	13665.562333333331	48051.08600000001	22735.41733333334	24445.48066666667	17840.065666666665	9820.635666666669	21887.21233333333	25797.980999999996	19459.199	18970.515666666666	29234.61733333334	24791.4	15591.125999999997	22249.001666666663	18980.647666666664	16211.61933333333	23089.032333333336	19054.97266666667	25245.216666666667	18475.358333333337	30131.516666666666	16002.559333333333	16899.554333333333	38865.95433333334	28055.376666666667
P124-PWY	383.04964539007096	284.9293333333334	379.23404255319156	367.32598581560285	329.8513191489362	352.6820141843972	396.3359148936171	327.9943262411348	444.29387234042554	388.78181560283696	586.8555744680851	339.10521985815615	386.16286524822704	365.6612482269504	475.4411347517731	466.6411347517731	476.48626950354617	556.7841418439717	238.89245390070926	325.8649929078015	573.6664113475177	354.5316595744681	433.1619574468085	497.313475177305	386.0765957446809	533.2822695035462	357.88936170212776	326.80400000000003	240.83004255319156	283.3997446808511	236.39148936170218	308.52765957446815	395.6300425531915	365.43429787234044	332.2399716312057	288.9974184397164	336.78981560283694	342.61843971631214	299.9404255319149	383.6016737588653	230.18839716312058	432.55435460992913	264.2735035460993	407.71063829787244	438.3120567375887	325.57730496453905	432.45273758865255	394.9662127659575	403.86266666666666	318.8981276595745	326.3647943262413	233.83829787234043	437.7758865248227	249.95744680851067	458.4692482269504	262.1662127659575	378.9945815602837	333.48819858156037	268.4141843971631	314.7307517730497	345.99265248226953	283.12340425531914	363.15177304964544	394.14468085106387	405.785560283688	268.07092198581563	363.79407092198585	441.36621276595747	369.86266666666666	921.5914893617022	594.8437163120568	401.272085106383	462.1333333333334	171.61302127659576	367.32765957446816	484.0499007092199	370.917475177305	298.91914893617025	580.1463546099291	394.3387517730497	270.17188652482275	471.58414184397174	404.89529078014186	282.94919148936174	462.23546099290786	261.8030921985816	434.57988652482277	247.9234042553192	631.3308628950551	222.4465531914894	314.51747517730496	573.3004539007094	480.864085106383
P125-PWY	678.6576923076923	756.3057692307692	578.6711538461539	499.90384615384613	582.9807692307692	773.0019230769229	695.2673076923077	840.0865384615385	950.9192307692307	941.7576923076923	983.1461538461538	1110.501923076923	734.6249999999999	915.4846153846154	1047.680769230769	1071.3173076923076	652.4942307692307	1622.6307692307691	484.42499999999995	1104.4326923076924	1993.153846153846	1245.4442307692307	1742.5384615384614	1059.8653846153845	658.8	1431.4499999999998	917.9884615384615	239.5326923076923	612.6461538461538	626.3307692307692	606.0	486.651923076923	887.3826923076923	618.5884615384614	334.9788461538461	807.2307692307692	596.0826923076922	488.99999999999994	536.4230769230769	614.8153846153846	400.94999999999993	555.0115384615384	432.8653846153846	759.4788461538461	720.1038461538461	578.3711538461538	498.07499999999993	750.4326923076923	343.3730769230769	1045.626923076923	544.4134615384615	447.60576923076917	411.1211538461538	575.55	874.8807692307691	670.3673076923076	646.2634615384615	774.4211538461539	739.0326923076923	763.7826923076923	798.3865384615383	902.6711538461539	832.2173076923076	1346.9942307692306	1151.405769230769	469.37884615384615	262.4307692307692	1116.0951923076923	739.4999999999999	2314.2807692307692	1641.6749999999997	801.5999999999999	1447.0846153846153	669.2942307692307	1336.8403846153844	713.1057692307692	1172.3653846153845	685.2807692307691	2297.5673076923076	1235.0076923076922	1427.5038461538459	1039.9615384615383	1410.305769230769	928.8980769230768	1283.85	830.9653846153846	1286.4519230769229	1063.9211538461539	1989.8019230769228	734.0423076923076	269.0538461538461	1633.1769230769228	657.3230769230769
P161-PWY	2960.157380952381	2590.8514285714286	2679.416190476191	2277.316666666666	2559.916666666667	3231.344285714286	2726.469761904762	2948.993095238094	4122.5861904761905	3482.7371428571428	6206.43523809524	3379.4042857142854	3871.4940476190473	3177.617142857143	4495.539285714285	3777.801904761905	3718.272619047619	3855.748333333333	2439.4669047619045	3595.3016666666667	5201.193095238095	4159.992380952381	4600.678571428571	3368.934285714286	3640.4757142857147	4453.685952380953	2799.157619047619	2579.9276190476194	1868.0609523809524	2938.4366666666665	1762.7450000000001	2763.11119047619	2662.109523809524	3708.4380952380952	2313.115476190476	2635.9283333333333	3015.5266666666666	1933.759761904762	3330.4347619047626	2394.014523809524	2273.2154761904762	2756.722380952381	2851.63119047619	2601.898333333333	2748.3878571428572	2803.2188095238093	3515.945238095238	2883.8297619047617	2610.3566666666666	2941.278333333333	2565.7211904761903	1952.787380952381	2138.9342857142856	2128.1354761904763	3529.7442857142855	2239.7492857142856	3356.4511904761903	2106.935238095238	2880.7080952380957	2505.479523809524	3573.995	2921.867142857143	2662.7219047619046	3141.144047619048	3523.1721428571427	3265.5716666666667	4275.509523809524	3093.937142857143	2814.6654761904765	7784.173333333332	5457.146904761905	4135.664761904761	4640.723095238095	2086.1180952380955	4486.735476190476	4562.283571428572	3810.1564285714285	3453.9738095238095	6596.253095238095	5587.328095238096	3931.654761904762	5480.245	4811.0788095238095	3278.8821428571428	4117.056904761905	3229.719761904762	4651.732142857143	3358.1885714285713	6814.201904761904	3045.059761904762	2415.3614285714284	8095.087142857143	3941.860952380952
P163-PWY	384.32989690721655	304.0494845360825	418.9690721649485	411.8268041237113	332.0907216494846	312.8577319587629	401.9298969072165	303.50515463917526	468.9979381443299	432.7092783505155	691.678350515464	378.27628865979386	418.42474226804126	393.12164948453614	569.0721649484536	522.8865979381444	637.8061855670104	702.1360824742269	264.46185567010315	350.7958762886598	670.7958762886599	401.9298969072165	485.49278350515465	582.2680412371135	428.8659793814433	597.1134020618557	435.46391752577324	365.6412371134021	315.59587628865984	322.75463917525775	290.3092783505155	366.1855670103093	485.49278350515465	416.21443298969075	358.4824742268042	350.2350515463918	395.3319587628866	410.7216494845361	324.94845360824746	436.0082474226804	265.02268041237113	492.6515463917526	283.16701030927834	488.2474226804124	529.4845360824743	359.5876288659794	488.7917525773196	396.4206185567011	485.49278350515465	393.12164948453614	370.0288659793815	257.319587628866	488.2474226804124	280.41237113402065	570.177319587629	280.9567010309279	422.8123711340206	398.07010309278354	326.59793814432993	381.5752577319588	385.4350515463918	318.35051546391753	407.42268041237116	465.1546391752578	482.7546391752578	295.2577319587629	406.8783505154639	541.5752577319588	434.35876288659796	1087.0103092783506	662.5484536082475	461.3113402061856	468.4536082474227	191.88453608247423	357.93814432989694	538.2762886597939	375.5381443298969	334.8453608247423	630.6474226804124	444.81649484536086	277.65773195876295	499.24948453608255	393.12164948453614	317.2453608247423	494.84536082474233	271.059793814433	469.558762886598	278.7628865979382	671.8845360824743	250.17731958762886	301.31134020618555	586.6721649484537	470.6474226804124
P164-PWY	1537.0295293359122	1495.3558994197292	1593.1106382978724	1385.0491295938102	1335.8813668600899	2304.44861379755	1812.4903932946486	1684.6255319148934	2364.28110896196	2213.5535783365567	4638.009284332688	2058.93475177305	1194.2170212765955	2202.5194068343003	3456.386331399097	3181.111669890393	2522.872598323662	1870.8817537072853	1646.501740812379	1718.5615731785945	3243.378981302385	1363.1232753062538	3130.5075435203094	2281.132946486138	2119.5012250161185	2986.8508059316564	2199.2992907801413	1918.7702127659572	1337.5517730496451	2010.9758865248225	995.3900709219857	2221.320567375886	1775.4482269503544	1679.66524822695	1493.1787234042552	2192.0	1453.995744680851	1178.1134751773047	1229.1063829787233	1508.9872340425532	638.9872340425532	2384.6014184397163	1129.914893617021	2052.029787234042	1779.8524822695035	1496.5347517730495	2193.29219858156	2944.1347517730496	1649.9517730496452	2366.260992907801	1518.9574468085104	1354.09219858156	1403.2014184397162	1502.2184397163119	1550.7120567375885	1100.0978723404255	2416.7702127659572	1067.0652482269502	2089.876595744681	2040.763507414571	1945.8992907801417	1224.8099290780142	1773.6836879432624	1412.0751773049644	3260.1262411347516	1687.0255319148932	1675.441134751773	1861.14609929078	2649.134751773049	3834.7999999999997	3761.516312056737	2215.912056737588	2721.3418439716306	1228.3645390070922	2593.5219858156024	2692.0921985815603	2234.737588652482	1723.5943262411345	3159.8652482269504	1997.6255319148934	2353.1460992907796	2865.6737588652477	2631.4907801418435	1834.8553191489357	2616.4368794326238	1509.6709219858153	2620.460992907801	1794.0439716312053	3741.493617021276	1256.2808510638295	2171.5489361702125	3271.7134751773046	2905.591489361702
P221-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P4-PWY	257.02811620683354	203.52540836835374	299.3807856751325	197.47113466106345	322.69550155307877	386.71149278275175	196.30055910835011	259.0331591448931	518.7344125708022	265.8960277727024	931.7905938242283	131.58302941713868	779.3808733784031	146.46720993970402	464.6786771423351	187.78612095742739	536.4106559473781	84.4506778731957	283.34415494244473	255.8090407454778	114.85517997441988	551.3536561300932	142.13156952311346	103.8288909190572	629.9304659236252	200.8591412388087	70.52676046044218	383.5746391375845	61.59666727571716	379.4582568974968	90.48673853462452	283.18775077653936	104.37180339850174	592.026398684451	359.70584323040384	69.75333455143432	361.1821816188562	135.53628357390826	462.9092051891102	152.63894756075277	331.0285985748219	160.09629819112004	427.6912844874841	81.84787867714233	254.0568463365613	245.74301479992693	552.7324100127901	101.06641330166272	427.6795030148	76.46409647359766	389.1223095194592	196.38972410012792	254.51816553992327	161.17265119678424	520.5905353553809	177.34358487118584	387.9131152932579	89.67109811803398	269.4506705645898	78.22693221268042	347.2803654302942	336.7880431207747	143.30834277361595	120.0599305682441	64.68426091723003	619.7343467933491	1087.058563858944	90.8022949022474	102.21488763018453	655.2178037639321	290.0874255435775	509.525393751142	420.04183446007676	141.4319312991047	242.15931299104696	449.9262854010598	220.29608624154943	526.9914123880869	347.2770911748584	705.4205298739266	132.45687557098483	528.7204531335648	293.76184176868264	343.46217431025036	199.81719714964373	278.835359035264	280.3214909556002	232.1726585053901	434.803882411907	382.9617394482003	279.7176247030879	1123.7493148181984	355.64132285766493
P42-PWY	21556.730002287804	19000.460169297647	24243.845804545115	21928.45356516434	20744.323766872567	17955.873753527037	21660.576459620224	22592.855130023636	21603.07067490277	19694.280073591093	28974.799963013804	21770.195835049188	21901.151963700147	19978.663409212237	21912.326164111953	20699.84448943796	22531.775165484636	17519.38207275224	20373.385994433007	17684.007430031266	16704.60719972546	22836.686893922066	20555.421957980634	25463.884433768013	20963.604206512624	26910.129904674744	14220.844760542974	15831.083432090294	13860.16028521315	16478.020722946694	11536.427582932967	16512.929100510944	18056.99490848776	22639.343983451534	22741.644873026766	14238.726872569208	19566.3693506444	16922.904874170672	19318.803228475557	21803.650854495543	13431.851058872873	19853.782205444983	15037.60772858995	17513.14310989095	16267.851819187066	18159.724715549455	16574.683150690154	15605.78604590864	17503.26639708686	12919.199252650043	19564.358795088847	16672.0587398002	16141.50874818882	15380.476136276977	17209.95184778464	15716.264582856707	15872.602373598722	13548.337293906812	10271.230497979102	13048.697440326396	14711.333273850378	14867.729576755894	18385.617373980018	14903.90337260734	13098.265906733779	11317.827939068102	13384.115206665145	16960.482169221385	14640.42554526043	50665.21612331274	24257.509379623283	25571.14306680393	19057.958042781967	10327.309516891633	22923.76707809045	27448.957306871045	20491.031086326548	20100.891453900713	31146.878567452146	26162.707261496227	16576.7988930832	23586.989930603217	20230.90237969953	17145.342373598716	24970.423544192785	20002.340640966977	26661.02656905361	19606.09746816137	31802.045435827047	16805.54615610463	17743.74898688324	40623.61826317394	29504.169277815912
P441-PWY	1070.1071821561338	1106.8267063197027	1049.3362676579927	866.0346765799256	1120.6151375464685	1343.6089219330856	1012.3351078066916	1227.523687732342	1788.0253382899627	1450.5522081784388	2369.1891747211894	1495.6040446096654	1832.9744535315986	1260.323628252788	1840.821412639405	1472.9249665427508	1468.9357918215615	2066.6170408921935	904.6601635687732	1537.620936802974	2484.912118959108	2246.7880446096656	2268.172907063197	1397.9320743494422	1552.621620817844	1894.679970260223	1194.5804609665427	710.6899628252788	819.4125799256506	1237.4686096654275	838.0278364312268	922.8891598513012	1177.6343197026022	1480.448594795539	812.5729070631971	1042.289962825279	1150.4985576208178	729.4427955390335	1207.6836877323422	906.8481189591078	895.7075390334574	787.3451895910781	1021.3611895910781	993.9138141263941	1178.9456059479553	989.3536356877323	1287.5177397769517	984.5839107806692	939.3899182156134	1339.4765799256504	1141.5426022304832	753.7522081784387	743.5133382899628	868.9928921933085	1752.7241635687733	937.353219330855	1257.612907063197	974.9215167286246	1257.0666468401487	735.9568773234201	1413.8052639405205	1550.1313903345726	1167.6698289962826	1677.1345724907062	1489.426557620818	1309.1245799256506	1659.0785427509295	1395.4919851301115	975.4755092936803	3680.94370260223	2342.505100371747	1599.2322379182156	2271.8458884758365	1010.2815762081785	1907.0746765799256	1391.2386022304831	1691.9653234200744	1498.3851301115242	3124.983375464684	2431.037858736059	1862.2716431226768	1916.2448178438663	2047.8661115241634	1586.1779628252789	1767.2391375464683	1359.7036728624535	1940.3618141263942	1611.3061115241635	2976.059955390335	1397.306468401487	556.9679702602231	3392.3048327137544	1102.0109442379182
P461-PWY	1100.1380769230768	1129.628076923077	1093.9892307692307	890.9273076923077	1166.6688461538463	1396.5865384615383	1030.4146153846154	1255.515	1865.9873076923077	1483.8473076923078	2533.1850000000004	1498.8196153846154	1963.8023076923077	1270.7296153846155	1913.1519230769231	1487.093076923077	1565.2638461538463	2057.464615384615	946.3107692307692	1567.243846153846	2475.2192307692308	2331.9357692307694	2264.334230769231	1397.436923076923	1659.8238461538463	1905.7765384615384	1192.1838461538462	776.4519230769231	821.378076923077	1298.2488461538462	845.858076923077	968.0319230769231	1181.9457692307692	1581.361153846154	870.69	1041.3461538461538	1207.5265384615386	744.9496153846154	1283.0746153846153	923.4530769230769	950.6100000000001	806.1334615384615	1092.9692307692308	996.218076923077	1214.5926923076922	1023.9657692307692	1382.3803846153846	984.39	1014.9542307692309	1337.3653846153845	1205.7576923076922	780.7511538461539	778.5023076923078	888.0888461538461	1840.7596153846155	956.9007692307692	1316.9284615384618	978.8676923076923	1297.1676923076923	737.3365384615385	1464.7661538461539	1598.6838461538462	1177.1376923076923	1677.8942307692307	1480.8761538461538	1420.065	1864.3696153846154	1394.3088461538462	980.8823076923077	3764.1046153846155	2364.793846153846	1683.5342307692308	2322.4626923076926	1025.481923076923	1923.954230769231	1460.2338461538461	1707.4476923076923	1587.1153846153848	3149.4946153846154	2545.2819230769232	1861.6303846153846	1992.4892307692307	2073.214615384615	1635.2746153846153	1778.2350000000001	1393.9638461538461	1970.5523076923077	1636.7607692307693	3021.735	1458.3576923076923	597.705	3575.1634615384614	1147.3280769230769
P562-PWY	759.0451410658308	762.5398119122257	639.0695924764891	605.3548589341692	719.9341692789969	782.3379310344828	800.9793103448276	919.0626959247649	1049.0990595611286	1028.9172413793103	1039.7849529780565	1219.4050156739813	795.6865203761755	1020.1711598746083	1065.2294670846395	1077.7880877742948	653.6915360501567	1642.7059561128526	640.7924764890282	1232.9868338557994	1968.880250783699	1450.0796238244513	1799.9304075235111	1122.3235109717868	703.3316614420063	1454.7329153605015	944.0614420062697	274.78307210031346	638.1799373040752	682.2902821316615	619.3561128526646	556.8695924764891	888.6564263322884	792.3442006269593	371.5598746081505	821.1987460815047	642.2426332288401	519.5943573667712	584.7235109717868	693.2652037617555	475.33542319749216	587.0163009404389	468.1880877742947	780.0206896551724	726.2501567398119	795.6131661442007	578.7065830721003	760.6420062695925	352.7830721003135	1039.1210031347964	558.2708463949843	494.8570532915361	399.0470219435737	599.0802507836991	915.7335423197492	719.191222570533	745.8545454545455	731.5109717868338	787.4746081504702	567.534169278997	1074.0677115987462	1038.609404388715	881.7404388714734	1301.8326018808777	1183.5310344827585	558.1598746081505	350.2927899686521	1116.0206896551726	743.0106583072101	2744.0539184952977	1787.2175548589341	1003.6984326018808	1518.3404388714732	757.6307210031348	1555.6006269592478	1226.509090909091	1373.6012539184953	768.3347962382445	2456.242006269593	1794.137304075235	1498.1774294670847	1915.583699059561	1615.5197492163009	1003.9824451410659	1436.6689655172413	1048.0175548589343	1454.8363636363636	1309.2978056426332	2302.2489028213167	855.705329153605	330.26520376175546	2011.9090909090908	944.6915360501567
PANTO-PWY	16694.03142857143	14655.447142857143	18982.347142857147	16998.10714285714	16131.237142857142	13994.1	16827.592857142856	17401.812857142857	17053.73	15191.25	22397.964285714286	17029.49857142857	18030.298571428564	15473.055714285712	16717.255714285715	15935.755714285715	17073.87714285714	12853.878571428573	15458.854285714286	13837.785714285716	12439.12428571429	17834.07857142857	15524.155714285715	19075.37	16525.112857142856	20718.29714285715	10492.481428571427	12035.43857142857	10427.71	12578.357142857145	8723.598571428573	12509.668571428572	13435.684285714286	17468.822857142855	17392.702857142856	10688.999999999998	15176.07857142857	13065.672857142856	15173.644285714283	16664.515714285717	10568.505714285715	15244.205714285714	11873.42857142857	13245.944285714286	12312.507142857143	14108.708571428571	12925.248571428572	11724.112857142856	13477.615714285714	9605.142857142855	15062.587142857143	12843.747142857143	12329.864285714284	11795.055714285714	13304.18857142857	12097.225714285714	12182.857142857143	10135.455714285714	7956.901428571429	9766.407142857144	11490.198571428573	11633.294285714284	14166.651428571427	11482.652857142857	9816.581428571426	9008.484285714287	10978.55714285714	12844.172857142858	11142.524285714286	39335.798571428575	18612.91142857143	20224.411428571428	14747.538571428571	8048.8042857142855	17954.40428571428	21202.82	15982.445714285717	15645.121428571429	23896.96571428571	20434.51571428571	12794.871428571427	18200.954285714288	15620.182857142852	13324.95142857143	18857.19142857143	15552.498571428572	20738.692857142858	15024.154285714285	24860.42714285714	13167.622857142855	14008.477142857142	32251.467142857142	23051.640000000003
PANTOSYN-PWY	16096.748235294119	14078.672352941174	18332.686470588236	16395.718235294116	15569.050588235294	13454.320000000002	16209.224117647058	16785.74411764706	16361.767647058823	14608.914705882355	21212.03235294118	16453.020588235297	17466.63823529412	14871.446470588235	15783.817058823526	15299.03705882353	16012.408235294119	12297.134705882354	14600.19882352941	13435.34117647059	11987.004117647059	17031.455882352944	14783.611176470586	18229.844117647055	15897.140588235292	19945.04941176471	9945.382941176471	11373.62176470588	9958.915882352941	11892.752941176472	8347.108823529412	11845.728235294117	12791.12294117647	16593.38	16492.407058823526	10232.415294117645	14482.205294117646	12606.200588235293	14546.780588235293	16015.788823529412	10118.27294117647	14652.208235294116	11362.332941176473	12654.153529411768	11579.35588235294	13613.850588235291	12278.32588235294	11130.44882352941	12742.971176470588	9135.235294117647	14282.779411764706	12390.319411764705	11698.608823529414	11337.767647058825	12581.718823529412	11666.989411764709	11525.103529411763	9669.726470588235	7573.847647058823	9310.632352941178	10991.175882352944	11142.938823529414	13623.709411764703	11017.77235294118	9280.213529411765	8625.31705882353	10515.909411764706	12345.857058823532	10630.177058823532	37591.664117647066	17860.583529411768	19448.465882352943	14194.431176470589	7708.368823529411	17372.131176470586	20282.31411764706	15437.938823529414	14902.250000000002	22960.96	19447.000588235293	12370.135294117648	17254.861176470586	15060.977647058822	12731.26823529412	18193.378823529412	14879.748823529413	20049.36411764706	14262.636470588235	23988.658235294115	12578.332941176472	13560.764705882355	31014.221764705886	22286.078823529413
