feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
PWY.5850	Sex_and_consortia	Female_NS1	0.0218772732243243	0.0326125224355401	123	123	0.503610928012855	0.99826735063915
PWY.5855	Sex_and_consortia	Female_NS1	-0.00301253470390139	0.0534706478704137	123	123	0.955163905257411	0.99826735063915
PWY.5856	Sex_and_consortia	Female_NS1	-0.00301253470390139	0.0534706478704137	123	123	0.955163905257411	0.99826735063915
PWY.5857	Sex_and_consortia	Female_NS1	-0.00301253470390139	0.0534706478704137	123	123	0.955163905257411	0.99826735063915
PWY.5860	Sex_and_consortia	Female_NS1	0.0283582447414275	0.0407560169939363	123	123	0.487885171522326	0.99826735063915
PWY.5861	Sex_and_consortia	Female_NS1	0.017975479336837	0.0345514479538756	123	123	0.603838149937342	0.99826735063915
PWY.5862	Sex_and_consortia	Female_NS1	0.0283582447414275	0.0407560169939363	123	123	0.487885171522326	0.99826735063915
PWY.5863	Sex_and_consortia	Female_NS1	0.0256868232514252	0.0501326865381792	123	123	0.609321368267777	0.99826735063915
PWY.5896	Sex_and_consortia	Female_NS1	0.0218772732243243	0.0326125224355401	123	123	0.503610928012855	0.99826735063915
PWY.5897	Sex_and_consortia	Female_NS1	0.0151257293904494	0.0297790107005979	123	123	0.612425317924105	0.99826735063915
PWY.5898	Sex_and_consortia	Female_NS1	0.0151257293904494	0.0297790107005979	123	123	0.612425317924105	0.99826735063915
PWY.5899	Sex_and_consortia	Female_NS1	0.0151257293904494	0.0297790107005979	123	123	0.612425317924105	0.99826735063915
PWY.5910	Sex_and_consortia	Female_NS1	-0.369840349374997	0.218175277310301	123	123	0.092618449435571	0.99826735063915
PWY.5913	Sex_and_consortia	Female_NS1	0.0265420712277352	0.0441954950239743	123	123	0.549255946594799	0.99826735063915
PWY.5918	Sex_and_consortia	Female_NS1	-0.0919087171003771	0.07913852396918	123	123	0.247779373155572	0.99826735063915
PWY.5920	Sex_and_consortia	Female_NS1	-0.0726612866670366	0.108587098854198	123	123	0.504673199033852	0.99826735063915
PWY.5941	Sex_and_consortia	Female_NS1	-0.0043403172502711	0.0142475006790461	123	123	0.761165899132599	0.99826735063915
PWY.5971	Sex_and_consortia	Female_NS1	0.0414394171705275	0.0452928197962671	123	123	0.362052024741984	0.99826735063915
PWY.5973	Sex_and_consortia	Female_NS1	-0.00489164610661949	0.00534982779075801	123	123	0.362348381861791	0.99826735063915
PWY.5989	Sex_and_consortia	Female_NS1	0.0542351651534615	0.0568747808467421	123	123	0.342192842791733	0.99826735063915
PWY.6071	Sex_and_consortia	Female_NS1	0.00902713486698675	0.164427688314663	123	123	0.95630841216043	0.99826735063915
PWY.6121	Sex_and_consortia	Female_NS1	-0.00377477973710466	0.00743225565671738	123	123	0.612454009529361	0.99826735063915
PWY.6122	Sex_and_consortia	Female_NS1	-0.00327878504340993	0.00885725864252721	123	123	0.711895125645388	0.99826735063915
PWY.6123	Sex_and_consortia	Female_NS1	-0.0040452333151006	0.00715711023506322	123	123	0.572980929701843	0.99826735063915
PWY.6125	Sex_and_consortia	Female_NS1	0.00998696561505131	0.0355658844849383	123	123	0.779341967053365	0.99826735063915
PWY.6126	Sex_and_consortia	Female_NS1	0.00857760698703481	0.0304273381793001	123	123	0.778498233751666	0.99826735063915
PWY.6143	Sex_and_consortia	Female_NS1	-0.0475141295960906	0.229646271810133	123	88	0.836434657807605	0.99826735063915
PWY.6147	Sex_and_consortia	Female_NS1	-0.00912940427575914	0.0237192041705917	123	123	0.700990873517245	0.99826735063915
