Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
2472R_R_F_NS1_week10_S74_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.5)	(38.0, 0.5)	(39.0, 0.0)	(40.0, 0.5)	(41.0, 2.0)	(42.0, 8.333333333333332)	(43.0, 28.0)	(44.0, 107.25)	(45.0, 184.5833333333336)	(46.0, 415.41666666666157)	(47.0, 8528.166666664309)	(48.0, 14916.41666667587)	(49.0, 2836.5833333335013)	(50.0, 1373.333333333302)	(51.0, 11165.000000002408)	(52.0, 12633.00000000503)	(53.0, 3296.166666667031)	(54.0, 1818.9166666665367)	(55.0, 524.1666666666569)	(56.0, 65.33333333333343)	(57.0, 23.333333333333332)	(58.0, 18.916666666666675)	(59.0, 19.75)	(60.0, 8.666666666666664)	(61.0, 14.166666666666675)	(62.0, 80.99999999999993)	(63.0, 14.500000000000005)	(64.0, 5.333333333333332)	(65.0, 2.8333333333333335)	(66.0, 0.5)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
2472R_R_F_NS1_week10_S74_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 1.5)	(36.0, 2.333333333333333)	(37.0, 2.1666666666666665)	(38.0, 2.0)	(39.0, 4.333333333333333)	(40.0, 9.333333333333332)	(41.0, 11.333333333333334)	(42.0, 12.833333333333334)	(43.0, 17.833333333333336)	(44.0, 40.0)	(45.0, 498.49999999999)	(46.0, 5169.8333333330975)	(47.0, 4828.66666666673)	(48.0, 5948.333333332439)	(49.0, 7797.16666666418)	(50.0, 1334.1666666666454)	(51.0, 2059.499999999838)	(52.0, 2201.83333333323)	(53.0, 2890.6666666668543)	(54.0, 3186.000000000305)	(55.0, 1019.1666666666906)	(56.0, 10329.250000000855)	(57.0, 10567.666666667945)	(58.0, 945.8333333333563)	(59.0, 289.8333333333336)	(60.0, 215.50000000000054)	(61.0, 172.83333333333363)	(62.0, 81.0)	(63.0, 54.66666666666668)	(64.0, 44.50000000000001)	(65.0, 30.83333333333333)	(66.0, 22.16666666666666)	(67.0, 33.333333333333336)	(68.0, 32.833333333333336)	(69.0, 16.000000000000004)	(70.0, 9.0)	(71.0, 17.000000000000004)	(72.0, 56.50000000000012)	(73.0, 11.500000000000002)	(74.0, 0.8333333333333333)	(75.0, 0.8333333333333333)	(76.0, 0.5)	(77.0, 0.8333333333333333)	(78.0, 0.5)	(79.0, 0.0)	(80.0, 0.3333333333333333)	(81.0, 0.3333333333333333)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.5)	(93.0, 0.5)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.3333333333333333)
2506R_0_F_NS6_week10_S68_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.5)	(35.0, 0.5)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 1.0)	(40.0, 4.833333333333334)	(41.0, 12.666666666666666)	(42.0, 42.666666666666664)	(43.0, 62.91666666666668)	(44.0, 109.74999999999993)	(45.0, 415.74999999999534)	(46.0, 4203.58333333397)	(47.0, 5352.58333333294)	(48.0, 10243.083333334082)	(49.0, 1736.3333333332246)	(50.0, 736.2500000000113)	(51.0, 6618.333333331808)	(52.0, 9575.583333332876)	(53.0, 5316.166666666315)	(54.0, 6737.249999998359)	(55.0, 744.7500000000134)	(56.0, 107.083333333333)	(57.0, 26.833333333333318)	(58.0, 27.999999999999964)	(59.0, 24.999999999999975)	(60.0, 7.666666666666664)	(61.0, 17.83333333333334)	(62.0, 74.00000000000003)	(63.0, 9.166666666666666)	(64.0, 3.0)	(65.0, 1.5)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
2506R_0_F_NS6_week10_S68_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.5)	(32.0, 0.5)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 1.0)	(36.0, 2.0)	(37.0, 1.5)	(38.0, 1.0)	(39.0, 1.0)	(40.0, 1.8333333333333333)	(41.0, 5.5)	(42.0, 12.416666666666668)	(43.0, 21.833333333333332)	(44.0, 43.500000000000036)	(45.0, 789.3333333333527)	(46.0, 6568.833333331852)	(47.0, 9115.999999998756)	(48.0, 6635.416666665152)	(49.0, 2288.4999999999354)	(50.0, 461.249999999993)	(51.0, 5877.083333332465)	(52.0, 5635.99999999935)	(53.0, 2201.583333333236)	(54.0, 2858.3333333335104)	(55.0, 950.3333333333597)	(56.0, 7802.249999997587)	(57.0, 6605.249999998568)	(58.0, 425.1666666666628)	(59.0, 161.16666666666686)	(60.0, 219.3333333333339)	(61.0, 189.75000000000043)	(62.0, 85.0)	(63.0, 63.58333333333335)	(64.0, 50.166666666666686)	(65.0, 24.83333333333333)	(66.0, 15.833333333333337)	(67.0, 22.666666666666664)	(68.0, 23.666666666666664)	(69.0, 12.583333333333336)	(70.0, 6.333333333333332)	(71.0, 17.91666666666667)	(72.0, 55.50000000000012)	(73.0, 5.499999999999999)	(74.0, 1.0)	(75.0, 0.5)	(76.0, 0.0)	(77.0, 0.25)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.3333333333333333)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.3333333333333333)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.25)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.3333333333333333)	(97.0, 0.3333333333333333)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
2518R_L_M_S5_week10_S61_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.5)	(28.0, 1.0)	(29.0, 1.0)	(30.0, 0.5)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.5)	(36.0, 1.0)	(37.0, 0.8333333333333333)	(38.0, 0.3333333333333333)	(39.0, 1.5)	(40.0, 2.0)	(41.0, 5.666666666666666)	(42.0, 14.166666666666664)	(43.0, 36.666666666666664)	(44.0, 104.24999999999994)	(45.0, 156.33333333333331)	(46.0, 791.0833333333503)	(47.0, 11032.416666668829)	(48.0, 5029.249999999898)	(49.0, 5169.249999999777)	(50.0, 4630.750000000255)	(51.0, 12667.41666667174)	(52.0, 15462.250000010063)	(53.0, 4446.000000000402)	(54.0, 873.1666666666929)	(55.0, 283.91666666666765)	(56.0, 72.91666666666671)	(57.0, 27.58333333333332)	(58.0, 39.66666666666668)	(59.0, 29.499999999999968)	(60.0, 6.166666666666666)	(61.0, 6.499999999999998)	(62.0, 30.999999999999957)	(63.0, 4.166666666666667)	(64.0, 2.5)	(65.0, 2.333333333333333)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
2518R_L_M_S5_week10_S61_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.3333333333333333)	(31.0, 0.3333333333333333)	(32.0, 0.0)	(33.0, 1.0)	(34.0, 1.5)	(35.0, 0.5)	(36.0, 1.5)	(37.0, 4.5)	(38.0, 6.833333333333333)	(39.0, 7.166666666666667)	(40.0, 8.5)	(41.0, 10.333333333333332)	(42.0, 18.833333333333332)	(43.0, 31.333333333333318)	(44.0, 69.66666666666676)	(45.0, 1171.5000000000125)	(46.0, 10269.000000000802)	(47.0, 1857.9999999998638)	(48.0, 2164.1666666665496)	(49.0, 803.833333333348)	(50.0, 462.4999999999953)	(51.0, 1292.0833333333187)	(52.0, 1738.8333333332312)	(53.0, 7689.166666664276)	(54.0, 7006.749999998276)	(55.0, 2081.999999999891)	(56.0, 11311.416666669094)	(57.0, 11072.2500000021)	(58.0, 912.1666666666866)	(59.0, 260.41666666666754)	(60.0, 215.2500000000006)	(61.0, 184.16666666666714)	(62.0, 89.74999999999999)	(63.0, 63.16666666666668)	(64.0, 61.333333333333414)	(65.0, 28.333333333333325)	(66.0, 16.0)	(67.0, 22.666666666666668)	(68.0, 19.333333333333336)	(69.0, 6.833333333333333)	(70.0, 5.499999999999999)	(71.0, 8.666666666666666)	(72.0, 24.999999999999982)	(73.0, 2.5)	(74.0, 1.0)	(75.0, 1.0)	(76.0, 1.0)	(77.0, 0.5)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.5)	(92.0, 0.5)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.5)	(98.0, 0.5)	(99.0, 0.0)	(100.0, 0.0)
2518R_R_M_S5_week10_S62_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.5)	(31.0, 0.5)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 1.0)	(40.0, 2.5)	(41.0, 3.333333333333333)	(42.0, 6.083333333333334)	(43.0, 22.083333333333332)	(44.0, 76.08333333333333)	(45.0, 124.8333333333332)	(46.0, 680.3333333333395)	(47.0, 9833.916666666675)	(48.0, 4737.333333333487)	(49.0, 4716.58333333351)	(50.0, 4525.583333333677)	(51.0, 10788.250000001706)	(52.0, 13643.4166666735)	(53.0, 4544.250000000333)	(54.0, 934.8333333333667)	(55.0, 288.66666666666765)	(56.0, 78.74999999999997)	(57.0, 30.74999999999997)	(58.0, 33.91666666666665)	(59.0, 26.999999999999982)	(60.0, 7.333333333333331)	(61.0, 7.249999999999998)	(62.0, 29.666666666666632)	(63.0, 6.499999999999998)	(64.0, 0.8333333333333333)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
2518R_R_M_S5_week10_S62_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.5)	(34.0, 1.0)	(35.0, 2.0)	(36.0, 2.0)	(37.0, 1.5)	(38.0, 3.5)	(39.0, 5.0)	(40.0, 4.0)	(41.0, 6.0)	(42.0, 13.666666666666668)	(43.0, 32.49999999999998)	(44.0, 64.83333333333344)	(45.0, 1069.5833333333687)	(46.0, 9215.83333333222)	(47.0, 1677.8333333332343)	(48.0, 1808.4999999998827)	(49.0, 725.833333333343)	(50.0, 403.1666666666636)	(51.0, 1090.5000000000261)	(52.0, 1599.4999999999231)	(53.0, 7839.33333333079)	(54.0, 7274.166666664689)	(55.0, 2141.4166666665774)	(56.0, 9399.749999999462)	(57.0, 9100.916666665635)	(58.0, 799.0000000000131)	(59.0, 249.66666666666728)	(60.0, 223.2500000000007)	(61.0, 185.33333333333385)	(62.0, 82.66666666666666)	(63.0, 66.08333333333334)	(64.0, 64.91666666666671)	(65.0, 35.5)	(66.0, 17.416666666666664)	(67.0, 17.749999999999996)	(68.0, 14.833333333333334)	(69.0, 9.666666666666666)	(70.0, 6.333333333333332)	(71.0, 5.999999999999999)	(72.0, 22.833333333333318)	(73.0, 3.5)	(74.0, 0.8333333333333333)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 1.0)	(78.0, 1.5)	(79.0, 0.5)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.3333333333333333)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.25)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.5)
3752R_0_F_S5_week10_S59_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.6666666666666666)	(38.0, 0.6666666666666666)	(39.0, 0.0)	(40.0, 1.0)	(41.0, 4.833333333333334)	(42.0, 8.333333333333332)	(43.0, 13.666666666666668)	(44.0, 57.83333333333334)	(45.0, 106.99999999999991)	(46.0, 533.9999999999923)	(47.0, 8303.333333330585)	(48.0, 4588.5000000002865)	(49.0, 5047.166666666551)	(50.0, 4736.6666666668225)	(51.0, 11517.500000003038)	(52.0, 14037.75000000754)	(53.0, 4900.416666666686)	(54.0, 1645.9999999999109)	(55.0, 248.50000000000216)	(56.0, 83.3333333333333)	(57.0, 28.416666666666647)	(58.0, 38.75)	(59.0, 29.999999999999964)	(60.0, 4.833333333333333)	(61.0, 8.166666666666664)	(62.0, 26.833333333333307)	(63.0, 5.333333333333333)	(64.0, 1.3333333333333333)	(65.0, 0.8333333333333333)	(66.0, 0.3333333333333333)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
3752R_0_F_S5_week10_S59_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 1.0)	(32.0, 1.8333333333333333)	(33.0, 1.1666666666666665)	(34.0, 1.0)	(35.0, 2.333333333333333)	(36.0, 1.0)	(37.0, 1.0)	(38.0, 3.5)	(39.0, 4.0)	(40.0, 4.833333333333333)	(41.0, 14.500000000000002)	(42.0, 16.666666666666668)	(43.0, 18.499999999999996)	(44.0, 46.333333333333385)	(45.0, 846.8333333333592)	(46.0, 7758.333333330761)	(47.0, 1362.666666666636)	(48.0, 1612.6666666665865)	(49.0, 613.8333333333338)	(50.0, 361.66666666666464)	(51.0, 1227.166666666665)	(52.0, 1706.0833333332341)	(53.0, 7860.1666666641)	(54.0, 7020.499999998221)	(55.0, 1871.58333333323)	(56.0, 11097.083333335506)	(57.0, 10341.500000000951)	(58.0, 893.4166666666862)	(59.0, 287.0000000000001)	(60.0, 251.00000000000065)	(61.0, 207.6666666666671)	(62.0, 103.99999999999997)	(63.0, 66.00000000000001)	(64.0, 45.08333333333338)	(65.0, 24.916666666666657)	(66.0, 18.33333333333333)	(67.0, 20.0)	(68.0, 16.833333333333336)	(69.0, 10.833333333333334)	(70.0, 8.833333333333334)	(71.0, 7.666666666666663)	(72.0, 21.99999999999999)	(73.0, 4.666666666666667)	(74.0, 2.5)	(75.0, 2.5)	(76.0, 1.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.3333333333333333)	(84.0, 0.5)	(85.0, 0.5)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.3333333333333333)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.3333333333333333)	(95.0, 0.5)	(96.0, 0.5)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
