Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
1136R_RL_F_S5_week10_S58_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 1.0)	(40.0, 0.6666666666666666)	(41.0, 2.1666666666666665)	(42.0, 5.0)	(43.0, 14.750000000000002)	(44.0, 55.08333333333334)	(45.0, 89.99999999999993)	(46.0, 568.1666666666619)	(47.0, 8753.166666664725)	(48.0, 4085.6666666673855)	(49.0, 4276.2500000005675)	(50.0, 4107.000000000718)	(51.0, 12131.500000004147)	(52.0, 14754.083333342194)	(53.0, 4270.4166666672345)	(54.0, 954.4166666667016)	(55.0, 234.5833333333352)	(56.0, 59.50000000000008)	(57.0, 25.416666666666654)	(58.0, 36.49999999999999)	(59.0, 28.416666666666643)	(60.0, 6.833333333333333)	(61.0, 8.666666666666664)	(62.0, 37.83333333333333)	(63.0, 5.499999999999999)	(64.0, 1.0)	(65.0, 0.5)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.3333333333333333)	(70.0, 0.3333333333333333)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
1136R_RL_F_S5_week10_S58_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 3.0)	(39.0, 6.333333333333334)	(40.0, 5.0)	(41.0, 6.499999999999999)	(42.0, 13.000000000000002)	(43.0, 20.0)	(44.0, 51.50000000000007)	(45.0, 949.8333333333705)	(46.0, 8172.999999997054)	(47.0, 1533.9999999999313)	(48.0, 1683.2499999999088)	(49.0, 645.3333333333372)	(50.0, 361.24999999999744)	(51.0, 1124.3333333333524)	(52.0, 1616.8333333332525)	(53.0, 6784.4999999983565)	(54.0, 6277.6666666655)	(55.0, 1918.166666666561)	(56.0, 10707.333333334867)	(57.0, 10630.91666666809)	(58.0, 918.1666666666878)	(59.0, 277.166666666667)	(60.0, 211.08333333333383)	(61.0, 169.16666666666697)	(62.0, 82.99999999999999)	(63.0, 64.66666666666666)	(64.0, 50.50000000000002)	(65.0, 29.333333333333318)	(66.0, 22.5)	(67.0, 23.499999999999996)	(68.0, 17.499999999999996)	(69.0, 8.333333333333332)	(70.0, 4.166666666666667)	(71.0, 8.666666666666664)	(72.0, 25.666666666666647)	(73.0, 4.333333333333333)	(74.0, 0.8333333333333333)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.5)	(81.0, 0.5)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.3333333333333333)	(90.0, 0.3333333333333333)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.3333333333333333)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
1136R_R_F_S5_week10_S57_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.3333333333333333)	(37.0, 0.6666666666666666)	(38.0, 0.0)	(39.0, 0.3333333333333333)	(40.0, 1.3333333333333333)	(41.0, 4.666666666666667)	(42.0, 15.583333333333336)	(43.0, 41.49999999999999)	(44.0, 107.49999999999999)	(45.0, 157.00000000000009)	(46.0, 738.2500000000127)	(47.0, 10206.83333333402)	(48.0, 4280.4166666672245)	(49.0, 3909.8333333339638)	(50.0, 3744.0833333338946)	(51.0, 12561.833333338234)	(52.0, 15957.083333344288)	(53.0, 5076.583333333193)	(54.0, 955.0000000000357)	(55.0, 259.75000000000216)	(56.0, 71.83333333333334)	(57.0, 27.333333333333314)	(58.0, 39.833333333333336)	(59.0, 34.666666666666636)	(60.0, 3.666666666666667)	(61.0, 6.999999999999997)	(62.0, 33.999999999999964)	(63.0, 4.166666666666667)	(64.0, 1.6666666666666665)	(65.0, 0.5)	(66.0, 0.3333333333333333)	(67.0, 0.0)	(68.0, 0.5)	(69.0, 1.0)	(70.0, 0.5)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
1136R_R_F_S5_week10_S57_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.5)	(33.0, 1.0)	(34.0, 2.0)	(35.0, 2.5)	(36.0, 1.5)	(37.0, 1.8333333333333333)	(38.0, 4.0)	(39.0, 4.833333333333334)	(40.0, 3.8333333333333335)	(41.0, 8.5)	(42.0, 15.16666666666667)	(43.0, 26.83333333333332)	(44.0, 68.58333333333339)	(45.0, 1097.6666666666952)	(46.0, 9487.333333332715)	(47.0, 1745.2499999998888)	(48.0, 1640.7499999999193)	(49.0, 681.7500000000075)	(50.0, 427.9166666666624)	(51.0, 1520.3333333332728)	(52.0, 1953.8333333331866)	(53.0, 6967.6666666649)	(54.0, 6479.499999998704)	(55.0, 1903.7499999999063)	(56.0, 11219.58333333565)	(57.0, 11150.916666668907)	(58.0, 986.91666666669)	(59.0, 301.4999999999997)	(60.0, 223.66666666666706)	(61.0, 169.3333333333336)	(62.0, 92.49999999999997)	(63.0, 67.91666666666667)	(64.0, 56.75000000000006)	(65.0, 35.5)	(66.0, 19.833333333333332)	(67.0, 18.666666666666668)	(68.0, 19.75)	(69.0, 12.333333333333336)	(70.0, 7.833333333333332)	(71.0, 10.833333333333336)	(72.0, 28.666666666666636)	(73.0, 1.3333333333333333)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.5)	(77.0, 0.5)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.3333333333333333)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.3333333333333333)	(92.0, 0.0)	(93.0, 0.5)	(94.0, 0.5)	(95.0, 0.0)	(96.0, 0.3333333333333333)	(97.0, 0.3333333333333333)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
1174R_0_M_S2_week9_S56_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.5)	(40.0, 2.5)	(41.0, 4.166666666666666)	(42.0, 12.333333333333334)	(43.0, 26.25)	(44.0, 79.83333333333334)	(45.0, 117.91666666666654)	(46.0, 233.83333333333513)	(47.0, 11530.250000003076)	(48.0, 12941.333333338958)	(49.0, 3282.2500000003665)	(50.0, 3236.833333333677)	(51.0, 8781.49999999812)	(52.0, 12819.166666672038)	(53.0, 5249.416666666367)	(54.0, 995.3333333333736)	(55.0, 269.75000000000176)	(56.0, 67.16666666666674)	(57.0, 19.583333333333332)	(58.0, 39.91666666666668)	(59.0, 33.83333333333331)	(60.0, 3.8333333333333335)	(61.0, 7.333333333333331)	(62.0, 18.333333333333336)	(63.0, 1.3333333333333333)	(64.0, 1.0)	(65.0, 1.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
1174R_0_M_S2_week9_S56_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.5)	(26.0, 1.0)	(27.0, 0.5)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 1.5)	(36.0, 3.0)	(37.0, 3.0)	(38.0, 3.8333333333333335)	(39.0, 4.833333333333333)	(40.0, 4.833333333333333)	(41.0, 7.499999999999999)	(42.0, 12.666666666666668)	(43.0, 19.66666666666666)	(44.0, 56.16666666666677)	(45.0, 1204.1666666666713)	(46.0, 11020.083333335493)	(47.0, 7138.583333331334)	(48.0, 1404.249999999963)	(49.0, 624.1666666666688)	(50.0, 437.16666666666237)	(51.0, 3393.6666666670744)	(52.0, 3671.0833333338596)	(53.0, 4859.08333333337)	(54.0, 4175.083333333923)	(55.0, 1026.833333333358)	(56.0, 8434.666666664505)	(57.0, 8352.16666666436)	(58.0, 685.7500000000063)	(59.0, 189.8333333333338)	(60.0, 212.58333333333428)	(61.0, 175.58333333333374)	(62.0, 67.00000000000001)	(63.0, 53.0)	(64.0, 48.6666666666667)	(65.0, 19.999999999999993)	(66.0, 11.5)	(67.0, 9.333333333333332)	(68.0, 6.0)	(69.0, 4.5)	(70.0, 3.666666666666667)	(71.0, 5.499999999999999)	(72.0, 16.833333333333343)	(73.0, 1.9999999999999998)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.3333333333333333)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.3333333333333333)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.25)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.5)
160R_0_F_S2_week10_S49_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.5)	(31.0, 0.5)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.8333333333333333)	(38.0, 2.6666666666666665)	(39.0, 2.1666666666666665)	(40.0, 2.833333333333333)	(41.0, 6.666666666666666)	(42.0, 12.416666666666668)	(43.0, 33.83333333333333)	(44.0, 110.66666666666664)	(45.0, 162.41666666666666)	(46.0, 322.41666666666606)	(47.0, 13132.25000000597)	(48.0, 13617.666666673524)	(49.0, 2493.6666666666847)	(50.0, 2789.1666666668116)	(51.0, 14093.50000000766)	(52.0, 15677.333333343795)	(53.0, 3292.583333333691)	(54.0, 1063.8333333333678)	(55.0, 222.50000000000156)	(56.0, 61.91666666666676)	(57.0, 32.49999999999998)	(58.0, 45.83333333333337)	(59.0, 36.333333333333314)	(60.0, 5.999999999999998)	(61.0, 4.166666666666667)	(62.0, 19.833333333333332)	(63.0, 3.0)	(64.0, 0.3333333333333333)	(65.0, 1.0)	(66.0, 1.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
160R_0_F_S2_week10_S49_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.5)	(29.0, 0.5)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.5)	(34.0, 2.0)	(35.0, 2.5)	(36.0, 3.0)	(37.0, 4.5)	(38.0, 7.333333333333333)	(39.0, 9.333333333333334)	(40.0, 8.333333333333332)	(41.0, 13.833333333333334)	(42.0, 19.999999999999996)	(43.0, 28.49999999999999)	(44.0, 69.66666666666673)	(45.0, 1969.833333333167)	(46.0, 12749.666666671952)	(47.0, 5688.666666665965)	(48.0, 1283.499999999986)	(49.0, 606.000000000001)	(50.0, 389.24999999999767)	(51.0, 1978.833333333176)	(52.0, 2207.6666666665656)	(53.0, 3532.3333333337914)	(54.0, 3070.250000000253)	(55.0, 1168.750000000006)	(56.0, 13014.000000005164)	(57.0, 13028.00000000522)	(58.0, 1042.000000000025)	(59.0, 298.0)	(60.0, 249.5000000000006)	(61.0, 199.83333333333383)	(62.0, 105.41666666666663)	(63.0, 76.16666666666666)	(64.0, 56.00000000000005)	(65.0, 28.166666666666657)	(66.0, 22.999999999999996)	(67.0, 24.33333333333333)	(68.0, 14.333333333333334)	(69.0, 8.166666666666666)	(70.0, 6.666666666666665)	(71.0, 8.5)	(72.0, 15.166666666666675)	(73.0, 3.166666666666667)	(74.0, 1.5)	(75.0, 0.3333333333333333)	(76.0, 0.0)	(77.0, 0.8333333333333333)	(78.0, 1.0)	(79.0, 0.5)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.3333333333333333)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.3333333333333333)	(94.0, 0.3333333333333333)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
160R_L_F_S2_week10_S50_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.5)	(39.0, 0.5)	(40.0, 1.1666666666666665)	(41.0, 3.1666666666666665)	(42.0, 5.583333333333334)	(43.0, 12.333333333333332)	(44.0, 39.58333333333333)	(45.0, 66.9166666666667)	(46.0, 154.50000000000003)	(47.0, 6624.583333331792)	(48.0, 7584.916666664262)	(49.0, 2827.2500000001637)	(50.0, 2908.583333333533)	(51.0, 17765.33333334016)	(52.0, 20048.58333333195)	(53.0, 4181.083333333959)	(54.0, 1530.4999999999366)	(55.0, 333.74999999999903)	(56.0, 78.00000000000006)	(57.0, 21.749999999999993)	(58.0, 59.500000000000135)	(59.0, 59.1666666666668)	(60.0, 7.833333333333331)	(61.0, 5.833333333333332)	(62.0, 28.3333333333333)	(63.0, 4.0)	(64.0, 1.6666666666666665)	(65.0, 1.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
160R_L_F_S2_week10_S50_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.3333333333333333)	(32.0, 0.3333333333333333)	(33.0, 0.5)	(34.0, 0.5)	(35.0, 0.5)	(36.0, 1.0)	(37.0, 3.0)	(38.0, 5.0)	(39.0, 4.5)	(40.0, 3.5)	(41.0, 4.833333333333333)	(42.0, 7.999999999999999)	(43.0, 14.500000000000002)	(44.0, 38.16666666666666)	(45.0, 897.3333333333646)	(46.0, 6355.3333333320315)	(47.0, 3134.6666666669685)	(48.0, 1321.833333333311)	(49.0, 538.4999999999952)	(50.0, 333.4999999999986)	(51.0, 2455.000000000002)	(52.0, 2630.583333333411)	(53.0, 3296.5000000003542)	(54.0, 2957.166666666876)	(55.0, 1315.2499999999843)	(56.0, 16966.583333341816)	(57.0, 16860.41666667546)	(58.0, 1230.3333333333273)	(59.0, 330.49999999999943)	(60.0, 314.08333333333286)	(61.0, 254.5833333333342)	(62.0, 110.66666666666666)	(63.0, 85.16666666666664)	(64.0, 73.33333333333331)	(65.0, 39.33333333333334)	(66.0, 28.166666666666664)	(67.0, 25.5)	(68.0, 23.916666666666668)	(69.0, 14.750000000000002)	(70.0, 8.916666666666668)	(71.0, 7.666666666666664)	(72.0, 20.999999999999993)	(73.0, 3.3333333333333335)	(74.0, 0.8333333333333333)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.3333333333333333)	(80.0, 0.3333333333333333)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.3333333333333333)	(84.0, 0.3333333333333333)	(85.0, 0.0)	(86.0, 0.3333333333333333)	(87.0, 0.3333333333333333)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.3333333333333333)	(96.0, 0.3333333333333333)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.25)	(100.0, 0.3333333333333333)
